OBJECTID,SUBJ_FIRE1920,SHAPE_Length,SHAPE_Area
1,50_99,2.37592552489467,0.0268922125794442
2,200+,15.4216526750507,0.52110623639119
3,0_49,0.206334062704049,0.00216624742862815
4,0_49,0.0943514991094249,0.000523269038359983
5,50_99,0.763131282525584,0.00779978450320401
6,50_99,0.843209667002663,0.00848267530009384
7,0_49,0.279769565019314,0.00327176767191653
8,50_99,0.148930186490159,0.00105136140948945
9,0_49,0.575614840862517,0.00459779098661594
10,50_99,0.653398632365147,0.00516032843031551
11,0_49,0.129072145358207,0.000750069549129883
12,0_49,0.245244421331247,0.00170200267751541
13,50_99,0.107386967847258,0.000530613940202872
14,0_49,0.09291450991677,0.000395965257259563
15,50_99,0.0509977153804379,0.000115547979476366
16,50_99,0.148182026664726,0.00117152151088072
17,0_49,0.0762533966012377,0.000266559313458367
18,50_99,0.239047014812123,0.00160204000071691
19,50_99,0.0465871394558424,0.000150069086308756
20,50_99,0.0798316176094133,0.000365101641707195
21,50_99,0.104326237466599,0.000452486016992953
22,50_99,0.0849668307337163,0.000303149932539813
23,50_99,0.129291137368679,0.000809911345712932
24,0_49,0.210902204577993,0.00209008832030102
25,50_99,0.222349555195232,0.00193524619999079
26,50_99,0.0815095754186426,0.000447306889919386
27,50_99,0.206130071718577,0.00191861324510085
28,50_99,0.167001822435024,0.00103805549869209
29,50_99,0.14095375249961,0.000730379805294631
30,50_99,0.219701502556426,0.00127984596379303
31,50_99,0.0253098793774876,3.87829595814214e-05
32,50_99,0.0811176552439454,0.000232928755811165
33,50_99,0.0753898152260842,0.000167376391468885
34,0_49,0.127751579323603,0.000925497756095916
35,50_99,0.182274968891896,0.00116583243983366
36,50_99,0.0616902667158714,0.00021354113819612
37,50_99,0.122594499048404,0.000482951923414836
38,50_99,0.179748407541534,0.000562455992107734
39,50_99,0.0981969879147687,0.000513426634975081
40,50_99,0.677410600509336,0.00535417159833428
41,50_99,0.0745437014529929,0.000254252469289472
42,0_49,0.258293941846884,0.00215778206748243
43,50_99,0.0859440570156771,0.000380859114170448
44,50_99,0.0576538150623784,0.000141735577965774
45,50_99,0.138125997640485,0.000954670030691477
46,50_99,0.102258368338555,0.000521395976281831
47,0_49,0.121776322235791,0.000657000916355048
48,50_99,0.0643127309275712,0.000226708428210237
49,50_99,0.214833604716992,0.00148332723191198
50,50_99,0.0308358487897904,4.92814583357249e-05
51,50_99,0.0837360753941866,0.000434261865974707
52,50_99,0.0593457337559906,0.000245498041358225
53,0_49,0.0605219946776718,0.000197871280958872
54,50_99,0.0344990522001436,7.03600419850737e-05
55,50_99,0.180822007534256,0.00102749669907972
56,0_49,0.190684086273389,0.00164412756912483
57,50_99,1.00977641897555,0.00840719474549676
58,50_99,0.36680438840122,0.00350927754703464
59,50_99,0.0513107179603754,0.000147752308774325
60,50_99,0.0927785165572924,0.000510366372753751
61,50_99,0.0608143505917272,0.000196292984225405
62,50_99,0.770396368028838,0.00555196412526787
63,100_199,0.124938452111792,0.000668410101885554
64,50_99,0.16919955070896,0.000998272718693942
65,0_49,0.120226335004103,0.000480972013810528
66,50_99,0.5120957304667,0.00411872229143664
67,100_199,0.116348168805757,0.000690054103392377
68,0_49,0.123941017040178,0.000588011671051805
69,0_49,0.0565531865660349,0.000162048191944472
70,100_199,0.105276617936493,0.000467159088934961
71,0_49,0.036371818987942,8.74014463067898e-05
72,100_199,0.155079310726876,0.00138730524805438
73,100_199,0.131806116860341,0.000854183148174497
74,100_199,0.172471041643138,0.00174851604853884
75,50_99,0.0938355605934428,0.000268087890841791
76,0_49,0.072887639504786,0.000335848708971569
77,100_199,0.312183062071485,0.00245012935072449
78,50_99,0.0801788932380888,0.000365394070551228
79,0_49,0.064477991424642,0.000230444724412243
80,100_199,0.0851057687156108,0.00045130403314079
81,0_49,0.0818959796345635,0.00036609821885561
82,50_99,0.212253961142054,0.00219135954472962
83,100_199,0.143188039566667,0.000825559571161627
84,100_199,0.0902697822649574,0.00036945497483443
85,100_199,0.138192413919656,0.00104041173628831
86,100_199,0.111765009387568,0.000476230195079974
87,100_199,0.235499490638422,0.00132317771085478
88,50_99,0.103613870123709,0.000471976348785668
89,50_99,0.133483398266982,0.000773068150733918
90,50_99,0.040875107005296,0.000106613209935599
91,100_199,0.189845854631082,0.00122814047244914
92,50_99,0.139053047115894,0.00111521181316071
93,50_99,0.0808234129605747,0.000370373530438414
94,50_99,0.454714296483323,0.00340956298459354
95,50_99,0.159074937167526,0.0013894348806997
96,0_49,0.268530290208028,0.00308543102652815
97,50_99,0.670026078837449,0.00753895912149983
98,50_99,0.208291027734647,0.00137052498166365
99,100_199,0.158543717926945,0.00086995815137385
100,50_99,0.0390483353831367,6.49056143444462e-05
101,100_199,0.563741525387469,0.00799936042017825
102,200+,0.0981361700242824,0.0004485607175199
103,50_99,0.0878566514425548,0.000343404759709542
104,50_99,0.0567824206021167,0.000189493051022378
105,50_99,0.0923541424810614,0.000480122275633049
106,50_99,0.326656338910312,0.0019345769986121
107,50_99,0.219938457736261,0.00156002567360183
108,0_49,0.471936752949655,0.00272345372755702
109,100_199,0.373578393847182,0.00253308729942248
110,50_99,0.0789950894552659,0.000332863423346216
111,100_199,0.0562435617269781,0.000204274859820817
112,BURNED,0.127683036631873,0.000809832881086636
113,50_99,0.442981905058359,0.0024146113264112
114,BURNED,0.380163458295063,0.00320936092177854
115,100_199,1.19197077514983,0.0135218092743589
116,BURNED,0.410132835021212,0.00262076026747293
117,50_99,4.09513385618447,0.0438258806117746
118,100_199,0.0705880066645324,0.000176366119228567
119,100_199,0.269262373061188,0.00259158614604711
120,50_99,0.0575394902723756,0.000235805857172744
121,BURNED,0.120969193957008,0.000458107746449481
122,50_99,0.0545967553716862,0.000212534888547252
123,50_99,0.183506240118288,0.000921705687562367
124,0_49,0.177389457909547,0.00111457457861243
125,50_99,0.0795589845345487,0.000379586402321073
126,100_199,0.0598860852410698,0.000156044891310622
127,50_99,0.0785776494567398,0.000292199789958931
128,BURNED,0.401604911806381,0.00426795139946078
129,BURNED,0.759488416782686,0.00735668264263749
130,BURNED,0.100168879524028,0.000538533693672211
131,0_49,0.160447322928479,0.000725044178138218
132,50_99,0.481254978689721,0.00293443324258066
133,BURNED,0.251753501435677,0.00140804468281145
134,50_99,0.110729727721986,0.000463430826661332
135,0_49,0.125400754775112,0.000588680107692558
136,50_99,0.2177251576138,0.00127476297593076
137,0_49,0.0855988540451771,0.000393079306360279
138,BURNED,0.11992967628828,0.00062253430227662
139,0_49,0.174233706843068,0.00100026053987748
140,BURNED,0.659685465204542,0.0054379857782779
141,0_49,0.110131007713381,0.000463273536906186
142,100_199,0.0523142765552528,0.000151214794334439
143,50_99,0.134024669036856,0.000670936861184823
144,0_49,0.359746069955423,0.00233564128148825
145,BURNED,0.0842478349908263,0.000400245885551044
146,100_199,0.0466978874185239,0.000111029480906342
147,50_99,0.0767516530041713,0.000397346393384956
148,50_99,0.55831022839798,0.00507458941673786
149,0_49,0.238902502599974,0.00138290506677586
150,0_49,0.103814123280263,0.00051190376995337
151,50_99,0.0534258515938786,0.00016829202036949
152,50_99,0.0312528957140278,6.68676793633914e-05
153,0_49,0.385913631014144,0.00174785889816671
154,100_199,0.0350133022951036,8.56406194038168e-05
155,100_199,0.217316711721136,0.00145016378204491
156,0_49,0.112078472627527,0.000592457339839076
157,100_199,0.0456227748171873,0.000134891925386535
158,50_99,0.0575142713659233,0.000146809524007454
159,0_49,0.257903100339,0.00155532588185331
160,200+,0.296107473238188,0.00201286868148478
161,50_99,0.182522284055209,0.00143031792413635
162,50_99,0.152207129766765,0.000742201615668276
163,100_199,0.05740470614539,0.000209581070003555
164,0_49,0.0900563040118627,0.000262397839062966
165,0_49,0.122486550831707,0.000453376032077823
166,0_49,0.271827828065941,0.00248591466053061
167,0_49,0.443980859743015,0.00275351727510494
168,0_49,0.0441811744812441,0.000123522430934892
169,100_199,0.0771069715055974,0.00025080475756647
170,100_199,0.0666872573459392,0.000147109327945223
171,100_199,0.0710999066484525,0.000342293897296923
172,0_49,0.0482320260831615,8.96896780481829e-05
173,100_199,0.105680772514165,0.000712518244527943
174,100_199,0.372003258345999,0.00386598013226353
175,50_99,0.0476199195395916,0.000134884408905578
176,200+,4.03500424797504,0.120656912094384
177,50_99,0.0738679154501213,0.000292913679628215
178,100_199,1.57327051008094,0.018052751930613
179,100_199,0.0704365543985021,0.000256545397130539
180,100_199,0.121734045366633,0.000752795382704001
181,100_199,0.132349417925791,0.000814000621702906
182,50_99,0.133556303066135,0.000989088679186562
183,50_99,0.0610627718535707,0.000244360607062654
184,50_99,0.0888367423788445,0.000529810930755371
185,50_99,0.0844771037109676,0.000286427406555722
186,50_99,0.278994172827969,0.00194082449243973
187,100_199,0.681251021787318,0.0114489660550753
188,50_99,0.274146701336806,0.00211296359531485
189,0_49,0.247734733874594,0.00166019092854768
