OBJECTID,SRA,SHAPE_Length,SHAPE_Area
1,FRA,7564.02554299089,194279.216163905
2,FRA,18286.672317852,9586867.75242862
3,FRA,322.823467818192,3806.67942177281
4,FRA,300.449061187515,2907.03697284574
5,FRA,948.971121441184,56249.664235908
6,FRA,913.835006684642,52065.0140167581
7,FRA,2000.16919059967,205731.34048122
8,FRA,612.459896990851,19782.2328055887
9,FRA,569.895782401557,17700.4935317389
10,FRA,582.620294249122,6217.6682739433
11,FRA,607.740094684591,17914.0191633471
12,FRA,541.705353494355,16499.7057268445
13,FRA,4160.03479888636,530925.680828785
14,FRA,1288.10082358896,75836.4339690242
15,FRA,36389.8686211792,3308043.39182834
16,FRA,7864.70049566652,2757995.33807325
17,FRA,378.661500251011,4944.46177307175
18,FRA,156.141358452943,811.794965239498
19,FRA,618.021810553373,9360.75605015192
20,FRA,14352.4730030998,4714817.28737439
21,FRA,5972.44553547112,1216032.41505899
22,FRA,496.708923528773,3128.10212121538
23,FRA,1936.22296648123,234184.742483606
24,FRA,13179.2906650504,6160958.45080546
25,FRA,3729.25954760794,520499.398967781
26,FRA,102.866271875933,406.632423210654
27,FRA,448.936822314251,7130.48904595815
28,FRA,2166.27058865455,278877.551354537
29,FRA,2769.75475136317,410299.972858906
30,FRA,989.555307146593,39006.3029840851
31,FRA,273.192687283673,4206.49783153223
32,FRA,184.34069369843,874.058196840319
33,FRA,3683.23336316914,613984.757154361
34,FRA,1005.83971547272,60376.9014847165
35,FRA,141.520342037282,652.833134027969
36,FRA,1313.76798043443,101307.397472196
37,FRA,7617.28327483778,2125504.46089924
38,FRA,2176.23251685616,191056.696453311
39,FRA,8741.41168689557,2150308.71487498
40,FRA,4940.06808457296,896413.098104381
41,FRA,2914.34647832699,464858.823332064
42,FRA,9472.60670001556,2437397.16624666
43,FRA,5568.42830893685,1420744.79690408
44,FRA,2272.29105835604,100656.413238028
45,FRA,2020.04218658634,254001.341697615
46,FRA,3015.80444599836,439171.235391478
47,FRA,137.420816300977,781.223080917718
48,FRA,467.349020007488,9262.38252699582
49,FRA,2878.37139720559,463347.144655394
50,FRA,2502.85888531114,216669.568114568
51,FRA,2824.23221156004,435146.372436778
52,FRA,1084.101931542,49748.5144493541
53,FRA,14419.9925685151,3531038.999464
54,FRA,8446.60752617661,1539307.154267
55,FRA,956.04613788548,57126.1607900501
56,FRA,1433.71895022386,114396.733418271
57,FRA,7222.83314696654,1271711.65402135
58,FRA,8545.18235349822,3439865.14533706
59,FRA,2890.22606220494,462227.21206651
60,FRA,4597.60687556328,710430.045301378
61,FRA,3723.47696863351,590418.526789388
62,FRA,2742.7266049639,426751.373439626
63,FRA,966.180507581717,41265.9251301478
64,FRA,1382.69982169335,79290.8695790098
65,FRA,2911.35675720279,295691.942168268
66,FRA,115922.814697615,137349530.014366
67,FRA,4486.18836896427,362449.016470325
68,FRA,4163.06767032898,586178.405771088
69,FRA,4836.33888660016,915855.860824201
70,FRA,1352.40832924443,10610.8738718651
71,FRA,4571.83894257901,600423.69162574
72,FRA,1890.34084663777,142927.869797561
73,FRA,5107.99368291664,1016187.79122123
74,FRA,5595.30617848068,1521696.65849047
75,FRA,963.546144875415,58024.596189895
76,FRA,519.686066829795,7779.50235078415
77,FRA,11843.0311791558,1928762.68157332
78,FRA,1221.40450180581,38886.2707182869
79,FRA,551.297957120295,8900.13544365561
80,FRA,9524.70200515795,4297002.4623394
81,FRA,718.000180302478,28322.2116089684
82,FRA,11074.8769243517,1930434.05944347
83,FRA,4793.90037647012,914560.701837444
84,FRA,1046.20914014713,61438.788150783
