145.datevalue,2018-02-16,2018-05-25
128.datevalue,2018-01-22,2018-05-08
77.datevalue,2018-04-14,2018-03-18
126.datevalue,2018-02-01,2018-05-06
40.datevalue,2018-05-20,2018-02-09
157.datevalue,2018-04-13,2018-06-06
1.datevalue,2018-03-30,2018-01-01
60.datevalue,2018-04-22,2018-03-01
151.datevalue,2018-05-12,2018-05-31
109.datevalue,2018-01-11,2018-04-19
107.datevalue,2018-01-22,2018-04-17
73.datevalue,2018-05-04,2018-03-14
80.datevalue,2018-03-28,2018-03-21
138.datevalue,2018-04-07,2018-05-18
10.datevalue,2018-04-10,2018-01-10
81.datevalue,2018-04-14,2018-03-22
106.datevalue,2018-03-16,2018-04-16
9.datevalue,2018-02-11,2018-01-09
135.datevalue,2018-02-27,2018-05-15
159.datevalue,2018-04-14,2018-06-08
69.datevalue,2018-04-25,2018-03-10
66.datevalue,2018-03-19,2018-03-07
64.datevalue,2018-01-22,2018-03-05
105.datevalue,2018-02-11,2018-04-15
150.datevalue,2018-03-16,2018-05-30
27.datevalue,2018-03-28,2018-01-27
95.datevalue,2018-04-09,2018-04-05
56.datevalue,2018-04-10,2018-02-25
161.datevalue,2018-02-01,2018-06-10
108.datevalue,2018-02-03,2018-04-18
50.datevalue,2018-04-13,2018-02-19
52.datevalue,2018-05-14,2018-02-21
19.datevalue,2018-02-16,2018-01-19
67.datevalue,2018-04-09,2018-03-08
23.datevalue,2018-04-08,2018-01-23
137.datevalue,2018-03-16,2018-05-17
15.datevalue,2018-04-13,2018-01-15
160.datevalue,2018-02-23,2018-06-09
120.datevalue,2018-03-16,2018-04-30
20.datevalue,2018-02-01,2018-01-20
4.datevalue,2018-05-27,2018-01-04
62.datevalue,2018-03-27,2018-03-03
125.datevalue,2018-01-22,2018-05-05
38.datevalue,2018-01-11,2018-02-07
152.datevalue,2018-01-11,2018-06-01
6.datevalue,2018-03-30,2018-01-06
94.datevalue,2018-01-11,2018-04-04
21.datevalue,2018-02-03,2018-01-21
61.datevalue,2018-01-11,2018-03-02
83.datevalue,2018-04-07,2018-03-24
119.datevalue,2018-04-10,2018-04-29
44.datevalue,2018-04-03,2018-02-13
29.datevalue,2018-03-19,2018-01-29
25.datevalue,2018-05-19,2018-01-25
110.datevalue,2018-03-19,2018-04-20
76.datevalue,2018-02-01,2018-03-17
43.datevalue,2018-02-16,2018-02-12
63.datevalue,2018-01-11,2018-03-04
79.datevalue,2018-05-12,2018-03-20
59.datevalue,2018-03-27,2018-02-28
92.datevalue,2018-01-11,2018-04-02
7.datevalue,2018-01-22,2018-01-07
146.datevalue,2018-02-16,2018-05-26
148.datevalue,2018-02-01,2018-05-28
24.datevalue,2018-04-22,2018-01-24
37.datevalue,2018-02-11,2018-02-06
35.datevalue,2018-05-12,2018-02-04
84.datevalue,2018-01-22,2018-03-25
13.datevalue,2018-01-17,2018-01-13
16.datevalue,2018-01-31,2018-01-16
122.datevalue,2018-01-11,2018-05-02
53.datevalue,2018-02-01,2018-02-22
102.datevalue,2018-02-11,2018-04-12
45.datevalue,2018-04-25,2018-02-14
118.datevalue,2018-03-29,2018-04-28
72.datevalue,2018-04-24,2018-03-13
41.datevalue,2018-02-11,2018-02-10
48.datevalue,2018-02-23,2018-02-17
156.datevalue,2018-04-08,2018-06-05
57.datevalue,2018-03-27,2018-02-26
2.datevalue,2018-04-08,2018-01-02
90.datevalue,2018-04-07,2018-03-31
26.datevalue,2018-01-11,2018-01-26
28.datevalue,2018-04-10,2018-01-28
82.datevalue,2018-02-11,2018-03-23
127.datevalue,2018-02-11,2018-05-07
71.datevalue,2018-03-29,2018-03-12
18.datevalue,2018-03-30,2018-01-18
8.datevalue,2018-02-23,2018-01-08
141.datevalue,2018-03-27,2018-05-21
129.datevalue,2018-04-07,2018-05-09
121.datevalue,2018-05-19,2018-05-01
14.datevalue,2018-02-01,2018-01-14
96.datevalue,2018-04-08,2018-04-06
74.datevalue,2018-04-07,2018-03-15
123.datevalue,2018-01-22,2018-05-03
5.datevalue,2018-01-11,2018-01-05
85.datevalue,2018-02-01,2018-03-26
117.datevalue,2018-04-10,2018-04-27
70.datevalue,2018-03-16,2018-03-11
155.datevalue,2018-01-11,2018-06-04
113.datevalue,2018-03-28,2018-04-23
116.datevalue,2018-04-24,2018-04-26
131.datevalue,2018-05-20,2018-05-11
12.datevalue,2018-04-21,2018-01-12
65.datevalue,2018-05-24,2018-03-06
130.datevalue,2018-02-23,2018-05-10
149.datevalue,2018-01-11,2018-05-29
143.datevalue,2018-02-11,2018-05-23
36.datevalue,2018-01-22,2018-02-05
154.datevalue,2018-01-22,2018-06-03
101.datevalue,2018-01-11,2018-04-11
3.datevalue,2018-02-01,2018-01-03
68.datevalue,2018-04-13,2018-03-09
133.datevalue,2018-04-10,2018-05-13
33.datevalue,2018-02-24,2018-02-02
39.datevalue,2018-02-11,2018-02-08
46.datevalue,2018-04-10,2018-02-15
153.datevalue,2018-02-23,2018-06-02
91.datevalue,2018-03-30,2018-04-01
142.datevalue,2018-02-23,2018-05-22
51.datevalue,2018-02-01,2018-02-20
49.datevalue,2018-05-20,2018-02-18
136.datevalue,2018-02-23,2018-05-16
158.datevalue,2018-02-24,2018-06-07
30.datevalue,2018-01-22,2018-01-30
