OBJECTID,GlobalID,Class,GIS_Acres,created_user,created_date,last_edited_user,last_edited_date,DONOTEDIT_OGCLASS,Shape_Length,Shape_Area
1,{A20EE580-303E-4EB5-A3FB-B203A4AF17AA},K,26.72622878,,,,,,2205.26788243894,108157.209851568
2,{7E70CA54-AC49-4A36-B7B4-B6382C5BF76F},K,11.42292313,,,,,,2392.28150213175,46226.9245113631
3,{3C46DEB1-7FEA-4E0E-8BB3-E9E1C8B3ADBE},K,24.37961712,,,,,,4078.99172864271,98660.8120237792
4,{A6AC14D0-DCB9-49EF-B62B-8E43B536B0C5},K,79.06072369,,,,,,2403.73181157638,319947.404451899
5,{64D70B97-53A0-47E8-AE9C-01672611248B},K,28.55512501,,,,,,2847.04892308424,115558.499028651
6,{5B0D60F6-E658-49B0-A016-CBF96FA6A4C6},K,7.18388137,,,,,,1322.64781157589,29072.1376466586
7,{67B352B8-4952-4D60-B4CA-BB53A08501AC},K,9.6204804,,,,,,1817.91186784971,38932.7046735415
8,{4B6A5E15-A5D6-469A-8BFE-E09055613698},K,9.61656314,,,,,,1707.05306469091,38916.8511403005
9,{BAA89165-D5D9-47A4-AD2A-93901A83A266},K,25.79965445,,,,,,1457.98552036011,104407.496660193
10,{D56F6C17-E023-4DDE-8FE7-18CAC4B136D9},K,112.589185,,,,,,3320.66245332435,455632.291508589
11,{19C7A4C5-34A6-4670-9482-A2F85AE31D0A},K,18.85640779,,,,,,3631.73423934042,76309.1771938727
12,{24690209-2643-4BBE-9618-198F5A87D2EF},K,9.56685023,,,,,,2404.09458244288,38715.6703003638
13,{53DC32C8-FEB2-4CE2-8724-FEAE2CFF2315},K,74.76123966,,,,,,3569.01830519333,302548.002869312
14,{A64E9B0F-F5AC-4E03-83CD-702EA0D2CDCC},K,15.30865764,,,,,,2610.75488902842,61951.9408255962
15,{0C5BABD7-7001-485F-AD63-42B03E9EF6B6},K,788.68399826,,,,,,13136.1263313913,3191690.98079794
16,{A8049B0B-5528-497F-A01A-50E0C8E2E1AC},K,41.40169878,,,,,,3159.44973776033,167546.738706349
17,{E29E7EDB-6B74-483D-8324-465C3F90BCFD},K,19.90450925,,,,,,2125.61680001127,80550.6877220963
18,{F5B0B598-3CB4-4F61-A19C-5818C2543707},K,60.02005091,,,,,,6142.72274377477,242892.532484771
19,{B73BEC35-64B6-4999-98DE-4F36CEA96464},K,123.65133141,,,,,,5331.7491598352,500399.185918405
20,{F8B67B4E-B450-450C-80A0-F5711B0545E2},K,25.69399754,,,,,,2110.25247655461,103979.921806722
21,{E46CE752-A503-429F-BC6B-68ACF1F9CC47},K,8.9470515,,,,,,996.158809299558,36207.4291606579
22,{6DD8B4A9-BE69-4457-A914-1F4A6F5CDFF6},K,16.59398642,,,,,,3098.63654759819,67153.4786273426
23,{748005D6-8466-478B-9850-66169E7341A9},K,458.34723675,,,,,,10820.6752424624,1854865.43907081
24,{39F7B720-079B-4624-A91C-77861AA0EA1C},K,16.62501287,,,,,,2861.20924160581,67279.0369085635
25,{AE91A40A-569E-4170-9723-F5C6F6666653},K,22.16523344,,,,,,1718.27984559844,89699.5176140143
26,{FAD9E719-DD80-4579-90A3-C7C14BDC77E3},K,80.80634465,,,,,,5659.83102489688,327011.667233744
27,{567A95B0-8DD9-4B8B-A5CE-BB1A15A6A9FB},K,14.85800172,,,,,,1268.57479399496,60128.1955242915
28,{A9E498FF-4D0F-4099-8F5C-9DDA595B97D1},K,272.72377551,,,,,,10650.042816067,1103673.97194112
29,{16EAC270-483B-49BD-8D60-7AD9790CC526},K,14.99264114,,,,,,4086.4707927505,60673.0653241133
30,{DB2472FD-9B2F-46A6-BDDC-7D4981634DED},K,13.58667958,,,,,,1924.92631004074,54983.3449741421
31,{E7F2A91D-EF26-4922-82AE-26DC93A7A6B1},K,11.22258427,,,,,,2546.01677549003,45416.1846035832
32,{1AF2831F-4362-42FF-8F66-6F392A9A8AE0},K,13.07978537,,,,,,2036.39414564971,52932.0125230502
33,{86324CCF-CC13-4D20-8560-C4FA5E8271F5},K,36.24811793,,,,,,2011.71013070076,146690.922267725
34,{A18827C1-E828-4470-9408-27EA6C7B3ABD},K,8.81805057,,,,,,2197.81603189302,35685.386749476
35,{737F3AE2-3905-47D8-ADDA-8344082279F9},K,10.42477415,,,,,,2765.62371951706,42187.5697332634
36,{9E830CAF-8D48-4A94-86F5-AEE5ACC7849A},K,9.89725917,,,,,,2191.98626204541,40052.7823937449
37,{AF5C3418-6B72-47E4-A8CA-2D064F8568C5},K,170.35281973,,,,,,6702.88699197063,689393.408780435
38,{7B82D1A0-03E3-4281-8F60-7C2BC79162FC},K,17.52689384,,,,,,3248.64600605254,70928.8241416091
39,{1F94AE27-F3EC-4E87-8B66-5FF4C708FFFA},K,12.40053225,,,,,,1402.42956305019,50183.1712082359
40,{66FF1F44-AA6F-46F5-AC77-3EBCAE3DE096},K,1371.48002121,,,,,,11073.1985386904,5550182.73247893
41,{9D75CDC9-BCFF-4611-8CA4-4D536138A7FB},K,1662.28792061,,,,,,14698.0849539601,6727040.54520676
42,{ABFEC2BA-524A-4CD6-92A9-53C93F8663DC},K,0.57422212,,,,,,377.034323275165,2323.79421415172
43,{49E65698-5BDA-4183-8E89-B426513FE8FF},K,4.87594013,,,,,,756.817056462259,19732.2165465171
44,{AEAFFF0F-3117-460A-A631-10F5B571B194},K,132.69863631,,,,,,3756.25915302848,537012.342030171
45,{F4C2AB24-B3EB-4C7B-A201-8AF6960ECDFB},K,34.68781103,,,,,,2019.7985550653,140376.587320837
46,{3B679DA4-7021-43E4-B4D4-59343E246DE2},K,64.41167747,,,,,,3181.79634734576,260664.801028205
47,{04EF6591-7509-499C-88AA-051B66433FB9},K,2.45670757,,,,,,665.140920502017,9941.94292410569
48,{3FBBD29E-FE0B-433B-BFE2-A8B30876E9B9},K,4.8608002,,,,,,1459.29661923671,19670.9444630362
49,{2B4F4366-FEB3-4C2B-ACC3-C19BA20B5752},K,109.61741574,,,,,,3502.40554672644,443605.932732101
50,{6012E4DF-9186-4019-83C4-5472E0F5A61E},K,7.43940413,,,,,,1271.66736079443,30106.1994928747
51,{937F7D8D-518A-4458-A7FF-9A13AF186645},K,9.72663436,,,,,,1623.57428962649,39362.2964907218
52,{155E9DAC-1B1A-41CF-8A02-B1E7F96C2D7A},K,12.99321963,,,,,,1963.54252122231,52581.6945948368
53,{D341D538-5C5F-4D2F-9B43-0C1CD1C1EB70},K,244.16926468,,,,,,14610.0783546696,988117.962910483
54,{3CC5602F-1A02-4012-AC9A-52B360AD32A1},K,2324.39242338,,,,,,20087.2672188316,9406482.41740906
55,{55946365-CDA9-4DB0-86A3-76D0DC0404B6},K,500.68588131,,,,,,8502.58873845809,2026203.86129356
56,{96298C68-5DAD-445C-895C-97D898B358C4},K,9.66158519,,,,,,1950.05975671044,39099.0485388374
57,{229A2272-2C70-4D16-8A35-331E218146C3},K,1228.05467912,,,,,,16590.2628833064,4969760.98542575
58,{3A730C3B-01FB-4299-809D-B503C29BE4BD},K,10.01008751,,,,,,2047.378050417,40509.3892508512
59,{59994EC5-1899-449F-8801-ED1D1F972A4C},K,467.82440627,,,,,,9461.37763955502,1893218.2168631
60,{4364BE3A-C68E-43F0-9A27-BA6BF90E6A85},K,91.16652372,,,,,,6340.28963074268,368937.832196013
61,{4B7BF512-EF4E-4F30-ADA0-EFCFB119260E},K,489.42473318,,,,,,7821.87982141582,1980631.64014679
62,{2D49B7EF-4765-4428-BCF4-9266D7B35698},K,9.29834356,,,,,,2261.74457429504,37629.0578895169
63,{27AECACB-9357-4231-ADB2-D7ACAA5D6F1F},K,13.68913339,,,,,,3169.80372913259,55397.9611769128
64,{D354CF3A-28B3-4C68-B24F-98986FA01766},K,9.10514337,,,,,,1030.8121481605,36847.2054446192
65,{CA1D8F63-264D-4A5F-8287-835E71720D95},K,24.55761522,,,,,,5473.83953711238,99381.1435639751
66,{F4CC8DAF-5FF7-41B6-85CC-100F95F0E50E},K,27.50824048,,,,,,1774.31162558433,111321.899640868
67,{5F8088B0-75FA-4863-ABD7-81F9EC65E0C0},K,62.99753145,,,,,,4708.53130245118,254941.968170218
68,{F621FC2C-E98C-43E1-A380-8A44E323FD95},K,27.46281333,,,,,,2387.4740762162,111138.066849802
69,{488CF43E-3B27-4560-A470-4D01C938114C},K,16.8117697,,,,,,1759.72173238864,68034.8254154585
70,{AA6B1065-43A1-4A62-AD0A-B4CEA4223BB1},K,9.08706221,,,,,,1833.47686374969,36774.0359094211
71,{DF8B3785-88CE-4050-A081-4B8477B63997},K,28.15046382,,,,,,2307.30666473045,113920.877007389
72,{18185C14-1382-40CF-9779-4D368BE2D439},K,593.43853905,,,,,,9258.58903771896,2401560.57595169
73,{1965C5C4-B52D-4362-8E4F-C60347F88328},K,154.54385155,,,,,,3265.46246848381,625416.784375723
74,{416A6230-1BD8-4E2A-8309-18B734B367CE},K,114.35204077,,,,,,7472.18276335189,462766.296692038
75,{2FB28089-8015-4CA7-B745-2B5FFF570A73},K,18.80147516,,,,,,2705.34919985807,76086.8772181688
76,{F9707F4F-6770-4F37-B14A-DC22D1EB4E46},K,102.91457605,,,,,,4785.35198378168,416480.498994052
77,{4280F4CF-BFDE-43F7-8BB9-87350A431B98},K,27.77560374,,,,,,1871.25235571998,112403.896003595
78,{5BFE4D03-C331-4A89-95A6-E5B8AD95377A},K,11.89465742,,,,,,2024.98963980894,48135.9724747562
79,{DCD66213-5C71-465E-807E-0437D8C037B2},K,63.11389886,,,,,,3087.59692499057,255412.883532816
80,{F9DDBD56-7B55-46E2-8B67-68CFADBFE7FD},K,9.71788654,,,,,,1473.32247869477,39326.8946347836
81,{91CF2309-63B6-4CAB-A681-08E28049C65A},K,321.74306749,,,,,,13850.5072386244,1302047.98770179
82,{EAE19239-E696-49C0-A48F-BC2C5F7DF313},K,2165.16775805,,,,,,16281.1800094661,8762123.032863
83,{8669ECBB-4BC4-44FB-B43D-7D47E6D04AD1},K,17.74099444,,,,,,1101.9393817502,71795.2572750939
84,{76EE388C-DFB7-45E0-9007-BF8E0E32670A},K,25.43829073,,,,,,2278.93288398364,102945.117291044
85,{D2A3B828-EBC6-4F17-A252-AAD3838B44FB},K,20.23243456,,,,,,1453.88460115149,81877.754066471
86,{B0B8B4CF-8C25-46F9-8C05-ACE31C385FF8},K,4592.63021105,,,,,,33197.3141775736,18585715.0811699
87,{8CA1CC73-64DA-4A53-A877-CA9D11C10171},K,12.77375318,,,,,,1223.18576525089,51693.5430548338
88,{5E12AD33-F29D-4B20-AB1D-50FE698A4CB6},K,34.63989169,,,,,,2831.32768871808,140182.654534548
89,{2CDE8315-07EE-43FF-AC2A-01985736A442},K,87.25001402,,,,,,6181.40153875903,353088.278514745
90,{19144A34-3491-40FD-8C62-18E79D4BB738},K,91.58896852,,,,,,8640.06435596984,370647.411055353
91,{1328E750-BFAD-49FA-BC22-73B4799DA75A},K,338.34269624,,,,,,6276.81170819954,1369224.3354308
92,{1D65B48E-D282-4C32-8582-78413418BB91},K,3.83260085,,,,,,497.798173075981,15509.9842827345
93,{E51A4EB2-6A85-4088-9D9B-B1A5262E3C87},K,26.89264791,,,,,,2367.76155300289,108830.694467277
94,{B43DCE6F-7B03-4F91-8CC7-A79C915CCB48},K,4.04337003,,,,,,700.73590603911,16362.9400621388
95,{6A0A48B1-74F5-4BF4-A2C4-DB5F120BB2E0},K,6.55780849,,,,,,653.845574834337,26538.506662197
96,{806D1C5D-A439-47C6-B959-3B7A7AD25183},K,8.61271293,,,,,,1445.05132529841,34854.4136121485
97,{2FF64448-1ACD-47B2-95C0-F02043FC5247},K,14.27175579,,,,,,1913.66906361164,57755.7481838951
98,{6611A026-1E42-4947-A58E-6D89E1E7B05B},K,7717.74617464,,,,,,90350.482136189,31232610.522364
99,{EC01057A-D381-4324-9837-8DB0FF072783},K,14.37036971,,,,,,1430.67500326784,58154.8190127154
100,{75E1B854-4B6E-4F69-B2CB-FB68C7FD0906},K,20.73146924,,,,,,2917.3263416816,83897.2794014829
101,{5B8FA7D7-658D-4AEB-98C4-D505097759B7},K,40.82853199,,,,,,1626.30158067422,165227.206907626
102,{B6095917-9C66-4977-A8AA-D610CC0B5B8B},K,399.58440852,,,,,,9199.05441195474,1617060.72646118
103,{B06FF6A3-43F0-4D4A-A11D-F0ED0243B8D7},K,98.33322628,,,,,,5279.26767153034,397940.455940367
104,{22E8054F-95C8-4C98-8155-D384FAECA7E9},K,27.16530312,,,,,,1374.41520697366,109934.081386703
105,{7811581D-2689-470C-814B-4789C41729BF},K,14.1809323,,,,,,1548.55739709701,57388.2018700268
106,{A76BA433-0751-4996-9B27-7C4BE88B7E8F},K,212.12129433,,,,,,3749.67076694413,858424.422298874
107,{002E34BF-009F-46DC-BA02-4AA5C7B4DE7D},K,8.16177496,,,,,,775.816198665701,33029.5302729277
108,{B7C8AC32-C76E-4DCB-9B90-20BA7D155780},K,28.96251961,,,,,,1872.61706187346,117207.163121634
109,{D904C3BD-8713-4007-AF37-DDE3F45EA847},K,9.47125102,,,,,,1132.53822477956,38328.7941276039
110,{6F9FB10E-B19F-41A6-B066-C1702DA671D3},K,2156.08191397,,,,,,27494.3160093808,8725353.92741612
111,{20AF01A0-85C1-4BD5-B9C7-8F27DE81A2E5},K,91.23564199,,,,,,5980.95133294874,369217.53934349
112,{3C37EBF9-98FA-4C6D-9AA0-D2F32F261ABB},K,53.84138752,,,,,,3554.03861801832,217888.365567059
113,{410ACA57-38A6-4486-B17D-D0E4EE92D879},K,18.39654856,,,,,,2719.04855781675,74448.1946737164
114,{3CB6C12B-8AF6-471A-8929-18FDAF37BB89},K,31.94069433,,,,,,3855.36886142986,129259.404184106
115,{A7D777D9-6FCA-4859-9CB1-F2F5E4224DC3},K,125.87711317,,,,,,7143.69569126058,509406.598239286
116,{BD931810-DFFF-4859-8AA1-5880A17C3940},K,5040.94789267,,,,,,48055.1134624021,20399992.3442335
117,{CB83FB70-D47B-466A-A12B-A898EE8333FB},K,37.27434384,,,,,,4997.52781888305,150843.922520189
118,{F0F81330-DA79-4FD8-BF25-DF143061D4DA},K,14.79035019,,,,,,1103.97141861529,59854.4275072892
119,{C0BDA0C4-3DE7-4F9F-B9B3-1473AAB9973F},K,118.86876748,,,,,,3580.20088346058,481044.827562868
120,{E6C9C533-53B4-4531-9C52-5CD4992B253D},K,8.62079247,,,,,,1784.15887096419,34887.1114556817
121,{3748508E-5E3B-43D6-9CC8-29CB4EE579AB},K,18164.01370764,,,,,,81058.8026576133,73507155.4556923
122,{D141DCE2-6DD4-4DB0-8858-DEC2DCAD0C08},K,1618.79469076,,,,,,18435.4342369737,6551029.69838428
123,{2AF56F23-B80C-4F16-9A89-85950EB5AA07},K,24.87896063,,,,,,3444.74664754352,100681.582975882
124,{C20844B5-204A-48D7-8374-7D4BA7D6EA9B},K,5.83625152,,,,,,1323.04746704575,23618.4728984548
