OBJECTID,ADMIN_ST,COORD_SRC_TYPE,COORD_SRC2,DEF_FET_TYPE,DEF_FET2,ACCURACY_FT,OFFSET_FT,LEGAL_DESCR,GlobalID,Shape__Length
127,UT,UNK,,UNK,,-1,0,,{D6621EDC-D9BE-46DD-B242-D852227C6464},11021.5167078827
144,UT,UNK,,UNK,,-1,0,,{7D7EE7EF-A94D-4F45-8772-959AE635F591},28.1182
145,UT,UNK,,UNK,,-1,0,,{858BD7FF-0A12-4EF2-B3E0-6E1CA9F5A3AD},77.3181074993091
148,UT,UNK,,UNK,,-1,0,,{77678669-063D-466E-B976-79D8CBAEE6B6},106.085322641944
154,UT,UNK,,UNK,,-1,0,,{5718510E-6C0F-4CC0-AEA3-F91E7A32C66C},21.7545017109103
155,UT,UNK,,UNK,,-1,0,,{158E52A0-699E-41AF-ABB8-F1A079FF3183},21.7545017109103
157,UT,UNK,,UNK,,-1,0,,{665D20B9-9E3D-491A-9926-816399C08850},36.0576179993431
158,UT,UNK,,UNK,,-1,0,,{E3AD2B31-C176-453D-9189-EC5262803F43},36.0576179993431
159,UT,UNK,,UNK,,-1,0,,{E368ADD3-480B-4320-BEA3-F01588BFBF27},825.217693550597
161,UT,UNK,,UNK,,-1,0,,{14EBBAC4-4C26-487B-97F0-0E5CC3F66B24},88.8953825244596
162,UT,UNK,,UNK,,-1,0,,{F25D0FC4-58DE-4CEE-A937-300DA8985B43},260.973730384047
164,UT,UNK,,UNK,,-1,0,,{F0B715B2-B6B1-405C-AC69-3C9418A014E6},807.307415722302
165,UT,UNK,,UNK,,-1,0,,{C63A2A59-2ED6-4577-91C6-065BD43DAEE6},106.084133218471
167,UT,UNK,,UNK,,-1,0,,{366B076E-3139-4145-A5A5-D8DA31E897F4},106.084256519459
177,UT,UNK,,UNK,,-1,0,,{E88BE1A2-F5E8-4171-9504-8917C8D18557},5.48413665493485
188,UT,UNK,,UNK,,-1,0,,{AE70CA61-9A2E-4112-82A6-53A3352F2B77},43.9142952631648
189,UT,UNK,,UNK,,-1,0,,{565E5B2A-454A-4427-814B-39237843F8A6},56.8249032225309
190,UT,UNK,,UNK,,-1,0,,{EDF0C8F5-906E-49EE-8B3A-D2C5D25EC985},730.898443812382
191,UT,UNK,,UNK,,-1,0,,{C75998B8-AC2B-4603-A91C-23C6A7BB296F},730.898443812382
192,UT,UNK,,UNK,,-1,0,,{B491FFE4-DEC5-41B3-AB90-A97C9BF73650},57.0524182962083
193,UT,UNK,,UNK,,-1,0,,{B295B82D-9A86-4ED1-870F-EC3883BA7DB4},57.0524182962083
195,UT,UNK,,UNK,,-1,0,,{295E340E-569C-46E6-909E-941A7941A8D9},93.8764113114585
196,UT,UNK,,UNK,,-1,0,,{5ADCF5E2-2357-4F98-B572-3D6BE8A3DF6E},65.6615286316881
197,UT,UNK,,UNK,,-1,0,,{A7B91C1D-F96B-43C1-B4BB-F0B56FA13D97},281.173900000237
198,UT,UNK,,UNK,,-1,0,,{1410C7D6-9A12-415E-B158-AD9BAB03D306},281.173900000237
199,UT,UNK,,UNK,,-1,0,,{1431C22E-903E-42BB-B803-6015A981212D},132.137734354153
200,UT,UNK,,UNK,,-1,0,,{831A4DEF-BBA7-4813-B79A-D5AA2BB3FC13},132.137734354153
201,UT,UNK,,UNK,,-1,0,,{77A97BAE-3EF9-41E6-BF93-5A37DE9AC246},74.0023598813889
202,UT,UNK,,UNK,,-1,0,,{DE7BEED9-1810-4F68-A985-BF018045B307},74.0023598813889
203,UT,UNK,,UNK,,-1,0,,{6B910D23-8E27-4A3D-AD80-84196588F86D},6.4162076337974
204,UT,UNK,,UNK,,-1,0,,{44612B70-8398-4701-8062-83B53B26B496},6.4162076337974
205,UT,UNK,,UNK,,-1,0,,{ABBEE4DA-7B52-422E-92B2-1144428EBBAE},8.31645136401582
206,UT,UNK,,UNK,,-1,0,,{3476BBDE-690E-43EA-9DB3-98581DF7C85E},11.1387269223193
207,UT,UNK,,UNK,,-1,0,,{3E35CB78-832A-4AF2-92E2-B712324FAB77},88.5305550171948
210,UT,UNK,,UNK,,-1,0,,{BE1EF1A8-DD20-43EB-A299-69AAAD285C00},84.3531000002667
211,UT,UNK,,UNK,,-1,0,,{C674D9FE-2BF3-44CE-BB57-D9E60E078EC7},84.3532000001778
214,UT,UNK,,UNK,,-1,0,,{59A908D0-7CF6-4864-9F6B-FF90BC4B480E},106.085926383554
215,UT,UNK,,UNK,,-1,0,,{3C0D7D8F-018F-4AFA-8347-7737108A75C0},106.085926383554
216,UT,UNK,,UNK,,-1,0,,{AA580016-1B60-43EE-BF78-A19FAD1B6E82},198.623972919661
217,UT,UNK,,UNK,,-1,0,,{46549334-6A93-46FF-BB1E-091377879F4E},198.623972919661
220,UT,UNK,,UNK,,-1,0,,{BF7D3D78-87D8-44DE-9B5D-F00F0F7DF551},154.205297846493
221,UT,UNK,,UNK,,-1,0,,{15CC3907-C95B-4462-ABAD-3250BFE85F9C},154.205297846493
222,UT,UNK,,UNK,,-1,0,,{FF79962A-9FB9-488F-8AB1-714C50B9B85C},112.470000000445
223,UT,UNK,,UNK,,-1,0,,{55F0598B-799C-4E6A-B27C-58CBF7EA22F4},112.470000000445
224,UT,UNK,,UNK,,-1,0,,{BC8A90A6-CCC6-4D68-BD84-02586D8B7D01},125.994131948905
225,UT,UNK,,UNK,,-1,0,,{FA9F432D-7D22-4EC3-ABC1-A5ED3FAFC616},125.994131948905
226,UT,UNK,,UNK,,-1,0,,{2D379F9A-887A-4D2E-AF6D-E46A8CB7C350},0.300600755254012
227,UT,UNK,,UNK,,-1,0,,{5886FD01-7CEA-495B-9BBC-5B235D2DF176},0.300600755254012
228,UT,UNK,,UNK,,-1,0,,{C981B017-E45C-491F-8F48-1EB92C7E7BF3},0.291685447014417
229,UT,UNK,,UNK,,-1,0,,{919FB495-69FF-484C-BAAC-36CCF832891E},106.085366299611
230,UT,UNK,,UNK,,-1,0,,{23C2CA07-C21C-465A-A7B3-6DC9CD4A001C},106.084212840109
240,UT,UNK,,UNK,,-1,0,,{394BCC54-DCB8-45C1-96B6-C990D79E3475},35.6074060782304
241,UT,UNK,,UNK,,-1,0,,{C58E1235-DAB0-4F4E-97AC-8038125DD39E},35.6074060782304
242,UT,UNK,,UNK,,-1,0,,{243F113D-3601-499A-A092-03CF6E3217D5},44.6549482243566
243,UT,UNK,,UNK,,-1,0,,{2F35C058-F941-4B22-B11F-92BAFE8E5066},44.6549482243566
244,UT,UNK,,UNK,,-1,0,,{CE008164-803F-450A-9597-3747B29BF361},18.4585020031421
245,UT,UNK,,UNK,,-1,0,,{4ACA3C36-AE4D-4E83-958C-DB158FEAA717},9.48177184566267
246,UT,UNK,,UNK,,-1,0,,{FD5BEAB0-139F-4443-BBDC-DCD44DE8BDDF},9.48177184566267
247,UT,UNK,,UNK,,-1,0,,{5240CA35-C454-499D-8D33-4F8A8778ED73},8.59859119216631
248,UT,UNK,,UNK,,-1,0,,{D4833D78-58B0-42C9-81FE-23718749DAB1},77.3180347655894
249,UT,UNK,,UNK,,-1,0,,{592DD457-8454-49C9-ACD5-484E8A9AACF0},28.1180000007113
250,UT,UNK,,UNK,,-1,0,,{B4223191-D385-463E-85A6-CE8FFC5C0C87},62.8726860810002
251,UT,UNK,,UNK,,-1,0,,{AA8CF857-6AD9-4F18-9505-EAAC09D58275},106.084718812853
252,UT,UNK,,UNK,,-1,0,,{D1793A42-B482-4B9A-B59F-F83D4B87621B},106.084929483056
253,UT,UNK,,UNK,,-1,0,,{E746B287-248F-4915-B35E-5FD069FC7970},70.4778368738666
254,UT,UNK,,UNK,,-1,0,,{697EB815-E201-44D7-8636-12E2815CA717},70.4778368738666
255,UT,UNK,,UNK,,-1,0,,{A2DCEED4-0B5D-41DD-ACFB-B1A52EC7FAE3},89.6817757489095
256,UT,UNK,,UNK,,-1,0,,{4B2E9581-A86E-49EA-90EC-A6C380641934},161.702118231088
257,UT,UNK,,UNK,,-1,0,,{C5C82FA6-827D-4C1D-8C22-AE27CB647AE9},670.552674361944
262,UT,UNK,,UNK,,-1,0,,{2A427770-ECA9-4F7A-ABA9-09F2A221A5A8},8.53717136409947
263,UT,UNK,,UNK,,-1,0,,{7488AC1A-ED07-4C15-B7DB-139A3B0FB755},8.53717136409947
264,UT,UNK,,UNK,,-1,0,,{1E57792F-9774-400B-AA69-E05FF4EC2BE7},41.2688986265686
265,UT,UNK,,UNK,,-1,0,,{6FA4978C-8E85-46ED-B539-BA82BC4D2351},41.2688986265686
266,UT,UNK,,UNK,,-1,0,,{D428702B-B215-4AA4-80D2-5B3338FAE073},42.2844517087016
267,UT,UNK,,UNK,,-1,0,,{F3056722-0DBB-45A2-9016-60715A32841F},17.4333641483794
268,UT,UNK,,UNK,,-1,0,,{CE509285-E65D-4432-9DF3-2A258EF67271},17.4333641483794
269,UT,UNK,,UNK,,-1,0,,{8460E19B-08D6-4CE4-B0B8-880CDA5F132C},15.2004406071008
270,UT,UNK,,UNK,,-1,0,,{986F5C74-1A41-4DE2-8EF1-C5779BB49061},106.085278960644
