186.monthvalue,UJN,JUN
34.monthvalue,OTC,OCT
56.monthvalue,UG,AUG
199.monthvalue,nJUL,JUL
47.monthvalue,NV,NOV
90.monthvalue,JN,JUN
181.monthvalue,lJAN,JAN
209.monthvalue,MY,MAY
64.monthvalue,AjPR,APR
132.monthvalue,EDC,DEC
122.monthvalue,FBE,FEB
197.monthvalue,MYA,MAY
247.monthvalue,JLU,JUL
76.monthvalue,AoPR,APR
242.monthvalue,FlEB,FEB
71.monthvalue,ONV,NOV
70.monthvalue,OmCT,OCT
237.monthvalue,ESP,SEP
133.monthvalue,JAaN,JAN
101.monthvalue,AY,MAY
172.monthvalue,PAR,APR
109.monthvalue,AN,JAN
93.monthvalue,SExP,SEP
198.monthvalue,UN,JUN
170.monthvalue,FB,FEB
75.monthvalue,AR,MAR
102.monthvalue,UJN,JUN
131.monthvalue,NVO,NOV
46.monthvalue,OTC,OCT
126.monthvalue,JUmN,JUN
29.monthvalue,MaAY,MAY
128.monthvalue,AUjG,AUG
214.monthvalue,OTC,OCT
150.monthvalue,UN,JUN
180.monthvalue,EDC,DEC
84.monthvalue,DC,DEC
212.monthvalue,AGU,AUG
165.monthvalue,ESP,SEP
161.monthvalue,MY,MAY
26.monthvalue,FBE,FEB
110.monthvalue,EFB,FEB
163.monthvalue,UJL,JUL
224.monthvalue,UG,AUG
