OBJECTID,TRAIL_NAME,GIS_MILES,GlobalID,CREATE_BY,CREATE_DATE,MODIFY_BY,MODIFY_DATE,Shape_Length
1,UNK,4.32950935,{81DBF449-211C-4D87-8976-187C084EE117},,,,,6967.68439881792
2,UNK,1.59911454,{8210DFE3-9426-41AF-8974-3284AD013001},,,,,2573.53074240456
3,UNK,0.81846218,{5EF7D1D8-6D93-4171-B095-1725E0B64468},,,,,1317.1899469337
4,UNK,4.03929666,{D245A912-A83D-42E0-A10E-8EFE9330118D},,,,,6500.63137463514
5,UNK,1.60705989,{F17703C2-0D75-4EFC-A59C-A5BDE15CCCFF},,,,,2586.31757412008
6,UNK,0.53331084,{AD8BD219-6CDC-4DAE-82D1-C69122841F5E},,,,,858.282388246717
7,UNK,1.39532189,{996C5EC0-0D7A-454E-AE8C-D467698C2698},,,,,2245.55759144539
8,UNK,1.62321989,{80C18FC3-052B-464A-87DF-2F005CEB9774},,,,,2612.32462669699
9,UNK,0.29202666,{E80DCC9C-9572-4A25-8389-103E16BFDBAC},,,,,469.972330790128
10,UNK,0.85900856,{DB17CC7E-055E-4BE2-BD02-B7F5C578EE84},,,,,1382.44315635587
11,UNK,0.68734996,{FAD7DCB9-EA31-479F-8F07-F62F06453B7C},,,,,1106.18484554097
12,UNK,0.4413092,{332C125B-8284-48BC-9EE8-1B06FF6971A8},,,,,710.219796548168
13,UNK,1.20908005,{99F8ACF3-9071-4F27-B7E1-E96955232533},,,,,1945.8297773747
14,UNK,1.36038229,{E0DF2473-DAE9-4252-8B20-CA17DA77CEFE},,,,,2189.32764239277
15,UNK,1.0132205,{8C469A60-83C1-464B-AE43-1036E1C842B4},,,,,1630.62373356849
16,UNK,2.06530064,{BBA96E6E-0781-4909-A16A-106B451C5A90},,,,,3323.78611482423
17,UNK,0.46934493,{57104E76-0037-4953-A32C-52A9CF648293},,,,,755.339028519451
18,UNK,0.65879551,{CCC8C021-54AA-40DB-8B55-CB8258CE1473},,,,,1060.23080931703
19,UNK,5.1825519,{7B216371-6F89-41A8-BAB7-E1ECB2F99230},,,,,8340.52616295902
20,UNK,1.23142427,{B171AD9D-C0DF-495D-BD5D-DB75058C9C04},,,,,1981.7893930357
21,UNK,1.29148167,{D9FF32B6-6AAF-44A6-9F91-8B8A9C713D4B},,,,,2078.44260802856
22,UNK,1.52487222,{8603A283-7D8E-4604-AFB8-A27EB3CC2D70},,,,,2454.04907093321
23,UNK,1.10508635,{8E1374FA-3A24-459E-AA7F-5A371D09F75A},,,,,1778.46779595828
24,UNK,1.86973583,{B7CB4FD8-C991-468C-A4B5-7F8DC76FC673},,,,,3009.05440451007
25,UNK,1.34536994,{1299823E-2129-4743-AB86-F67109EAE67A},,,,,2165.16755863535
26,UNK,1.59842991,{D0FEC639-BA06-44B0-8BA3-1695E3ACF97F},,,,,2572.4289410198
27,UNK,0.32987897,{D7D2D44D-25BE-448B-8164-3E066C301965},,,,,530.889851638926
28,UNK,0.58248734,{8DB3DCC9-0FAF-4890-93D2-105879282F4F},,,,,937.424465689767
29,UNK,1.94958333,{F879D5A2-8068-489C-8E44-BC5C1FD2BAF7},,,,,3137.55676530182
30,UNK,1.10452415,{3413E542-0AB3-48CA-A03E-2F15E3F3CE8E},,,,,1777.56301722925
31,UNK,1.6074675,{04D817D5-7582-4446-A224-252B693E23DD},,,,,2586.97356053508
32,UNK,1.89719714,{3E5A4F47-A618-4771-82CA-2005A0308C67},,,,,3053.24919233675
33,UNK,1.16163836,{0AFB0F24-54BD-4E95-BF14-82F4CC9EBD5F},,,,,1869.47961725508
34,UNK,2.17101476,{06E22F18-5F44-4E66-83AA-A6D9F7E638D5},,,,,3493.91684987273
35,UNK,1.48541537,{7CF865C8-857A-4C52-9CB9-F4E32470535D},,,,,2390.54928972373
36,UNK,3.07421092,{2A8E2A56-B10A-4A83-9C9C-E2AFFAC97533},,,,,4947.47320395316
37,UNK,2.64265906,{075A21C4-A9AD-4205-A45B-51EC87125396},,,,,4252.95635652798
38,UNK,0.85701696,{8C7D2DA9-FA15-4B02-8D89-DD1F03CC5BA2},,,,,1379.23797894852
39,UNK,0.46656063,{DA292C21-A5E6-4463-AFD1-CC3E4C020F5F},,,,,750.858123802389
40,UNK,0.30878141,{B773880A-FB31-4423-82D2-E6662A5D57C3},,,,,496.93655259647
41,UNK,0.23363251,{CFF3E7D3-32E1-482F-9761-F714B25B1500},,,,,375.995867655003
42,UNK,1.09404999,{22BB2F8A-72BF-40C3-BBDE-57C80025D339},,,,,1760.70645406151
43,UNK,0.787631,{55A59F7C-ABF6-4D33-B959-3C6A03BABF2E},,,,,1267.57186213001
44,UNK,0.51722161,{EF687530-A349-4AE0-AA4E-2F188AC40B85},,,,,832.389235489885
45,UNK,0.49557049,{A0E1E968-DE24-4C76-8A6C-39F26F7347E3},,,,,797.545067758261
46,UNK,0.50138069,{EB10FD21-AED5-4CB7-AD69-F9A0D53DB066},,,,,806.89569695753
47,UNK,0.51467334,{C2067BCE-5192-4E15-800B-59B66A6CDFEC},,,,,828.288179718393
48,UNK,2.20836638,{2062E322-8993-4202-B485-03C8149BFDC3},,,,,3554.02858938482
49,UNK,0.82460496,{3E0F4C2D-86B4-4293-95D5-7008E821AD62},,,,,1327.07581923127
50,UNK,19.70210659,{1E2CFFE2-6A15-4F26-8F1E-4FBCE930E6B1},,,,,31707.5329823379
51,UNK,6.62085864,{1484C277-9545-4BBE-AB3F-D0E055435C44},,,,,10655.2612915967
52,UNK,32.7079393,{7300B1C9-ACD3-4966-88E0-4C218142AF4B},,,,,52638.4353421101
53,UNK,41.79017353,{E2E9A298-E040-42EC-876E-AE1C4DC557AD},,,,,67254.9048987863
54,UNK,110.91262775,{68165BB7-846A-45FE-A348-A6AE4C95EBDE},,,,,178496.943214095
55,UNK,116.08182304,{77C6575B-7E95-4821-9440-D4B23123033C},,,,,186815.973931243
56,UNK,17.19866503,{46437767-ACF4-4A66-90ED-07FD0BCAAFB2},,,,,27678.6259507595
57,UNK,78.79776643,{8763BBB0-3A0C-4CC1-A494-A3B4FF5ECB9E},,,,,126812.976355562
58,UNK,28.6896271,{CFAEC72E-908D-4D89-839B-6E0833EBAE69},,,,,46171.57526584
59,UNK,44.15088887,{6C462600-03F1-481C-BFA3-39D015B3B80B},,,,,71054.115873664
60,UNK,19.75382782,{C570BA29-A7C9-44C4-B93C-FD0DC7345878},,,,,31790.7704025315
61,UNK,17.15375419,{8A7AB560-2B2E-4A97-A86A-AAF0C1B3FCC7},,,,,27606.3488087444
62,UNK,16.22212513,{365BDEA1-3B0E-42DA-AB3E-9173E42206B8},,,,,26107.0340411584
63,UNK,48.77368357,{1ECA8EDD-5C88-4E9C-BFB0-3666F90FB793},,,,,78493.7982610717
64,UNK,14.0128446,{A2DC2374-1C16-4FD4-8207-B9C2BE1A19DA},,,,,22551.5342934748
65,UNK,17.17819322,{44F91FF3-089D-4432-B5CC-4522C1CCB687},,,,,27645.6796912111
