4.625,Sexy,tgeorge ,08/26/2010,,,5,5,5,5,,5,4,3,5,"By far the sexiest car in 2008 and 2 years later still holding its sex appeal. Fun to drive, ahead of the design curve. Turns heads like Kim Kardashians backside.  The six speed manual has some punch, especially in 2nd and 4th gear at the right speed and RPM. The 19 wheels are sporty yet classy and often get mistaken for aftermarket wheels. The most impressive design feature is the cars stance. There is little overhang, fine European lines and the stance of a muscle car, simply beautiful. ","Huge panoramic sunroof, LED driving lights, and brake assist is brilliant for city hills.",Panoramic sunroof only flips up. Make the B&O sound standard. 
4.75,"If Steve Jobs makes cars, it would be A5",Darth Vader ,02/19/2009,,,5,5,5,5,,4,5,4,5,"I am an ""early adopter"" of the A5 in early 2008.  After nearly a year of ownership, the car is holding up well.  I have had no mechanical problems except a burned-out LED light that was replaced and have noticed no rattles in the car after 12,000 miles.","Enduring sheet metal, fit and finish. Mechanically sound with good reliability.",None yet. 
4.875,A driver's car,Kent ,11/09/2008,,,5,5,5,5,,4,5,5,5,"The Audi A5 is a terrific diver's car. While I would prefer a little more horsepower, I love the way the car handles the road.  The nav sys needs to be updated, but other than that, the interior of the vehicle is first rate.    ",B & O audio system.,Rear seat leg room is a little tight.
5,My 3rd Audi - and the best yet,Dave Q ,10/07/2008,,,5,5,5,5,,5,5,5,5,"This is my 3rd Audi and to say that I am sold on the brand is an understatement! I got the A6 (new design) when it came out in '05 and loved it. When I saw the A5 and drove it, I had to have it.  Yes, we all have egos. It is OK to acknowledge that. I get more looks and thumbs up in this car than any other I have owned. Great car and beautiful design lines. Only thing I would change is transmission shifting as low acceleration - it can be a bit jerky.  If you haven't driven one - do it!","Front end, lights, and interior - meteor grey with brown ball glove leather - what a combo",None
4.875,Inspiring!,Inspiring! ,08/14/2008,,,5,5,5,5,,5,5,4,5,"This car is incredible. You cannot look at it & not be moved or inspired. Anyone who loves cars immediately gravititate to its inspiring curves and uniqueness, a classic. People are just drawn to its stunning design. ","The sheet metal, interior fit & finish (of course!... it's an Audi), 500 watt sound system, the pride of ownership. This car is simply beautiful!",Full on sun roof?
5,Better than the S4 Cabroilet,peter ,08/12/2008,,,5,5,5,5,,5,5,5,5,"I have driven the A5 since turning back my S4 since May.  Wow, what an exciting car this is!  I like it better than the S4 and find the power to be almost the same. This car is so well engineered with the weight distribution that it allows the 6 cylinder engine to put like a kitten. Gas mileage is reasonable, the running lights are amazing, the exterior design is nothing short of superb, and the interior is both roomy and driver friendly. I could not be without the backup camera due to neck surgery that will not allow me to turn my neck. The backup camera and assistance in backing up are a life saver, as well.  I cannot say enough about the A5's drive. I am in love.","Great drive, beautiful headlight system, good gas mileage, beautiful exterior lines, great sound system and the best has to be the navigation system with the backup camera with parking assistance.","A little disappointed when I was told the car came with voice activation only to discover it didn't. Oh well, a minor glitch but still well worth the purchase."
4.875,This car rocks,Kenneth Durocher ,08/06/2008,,,5,5,5,5,,5,5,4,5,This car is the best handeling car I have ever had the pleasure to drive. I purchased an A5 not the S5 after I had driven both. I could not justify the price difference. I ordered it with the s line package and could not be more pleased. This car is rock solid and handles great. Highly recomend taking a test drive. ,Gadgets galore,Make this car get 50 MPG and it will be perfect
5,First time I've ever loved my car,Huy ,07/23/2008,,,5,5,5,5,,5,5,5,5,"I've had my A5 for almost 4 months now, and I still spend a couple moments to admire it before I get in to drive each day. I drove it through the mountains this weekend and had so much fun that I was actually laughing out loud. The handling is great, it's totally comfortable and even has enough room in the back for a child seat. I haven't had a single complaint come up.  And yes, it definitely turns a lot of heads when I'm driving it through town.  It actually took me a while to get used to all the stares - not that I'm complaining.","The exterior design is simply in a class of its own. I can't help but smile every time I'm walking towards my car in the parking lot.  The upgraded B&H sound system is also amazing, and highly recommended.   ",Nothing that I can think of at this time.
4.75,A5-Star Rating!,HermanH ,06/28/2008,,,5,5,5,4,,5,5,4,5,"Having never owned a luxury car, this is my first and it did not disappoint my idea of what Audi luxury (or any other manufacturer for that matter) is all about. It is also my first production coupe ownership as well (if you don't count my replica kit roadster.) The exterior of the car is in a class all it's own. It takes some sports car queues and blends them into the coupe in a way no other manufacturer has done as of late. The main attraction are the LED's. People stare, point, stay glued to their rear-view mirrors. The stance from the rear is elegant yet very strong with the 255 wide tires!  Interior is simply first class for me. My first leather interior. I love this car.","LED DRL's! The whole body shape. Milano leather all electric seats. MMI. Memory Keys/remote. Power delivery above 2,000 RPM. Paddle shifters for the tiptronic. 5 spoke Y wheels. The body shape.",Would have liked ventilated seats as standard.
4.875,People Crash For It,AudiConvert ,06/13/2008,,,5,5,5,5,,4,5,5,5,"I have owned this car for a couple of months now, and all I can say is wow. Though it is down on horsepower compared to the BMW 335, it completely makes up in looks. Two months ago, I was at a stop light on a main road. A man was too busy looking at my A5, he drove into the car in front of him. I love the fact I got parked in front of the restaurant by valet. I love that I cannot go a night without a compliment, I just love the car.","Looks. Color combo (Deep Sea Blue w/ Cinnamon leather), navigation system, quality, fit and finish, the fact it is rare","Make the engine compare more to the BMW 335, rather than the 328. Make it easier To find"
