OBJECTID,SUBJ_FIRE1850,SHAPE_Length,SHAPE_Area
1,200+,8.49179997511794,0.470961119286611
2,200+,0.0509724517971769,0.000115581298043841
3,200+,0.0465809252668983,0.000150008468399951
4,100_199,0.601990457972499,0.0218257841596354
5,100_199,0.769345957863494,0.0197722259901937
6,100_199,0.709165013537109,0.0119333119356427
7,100_199,0.191693431175398,0.0019023375432454
8,200+,0.837470245696371,0.0138907131394956
9,100_199,0.312206601001255,0.00245034408720278
10,100_199,0.488299781030694,0.00763528638077597
11,100_199,0.138217090688375,0.00104071290962591
12,BURNED,4.15818170170104,0.159974436896459
13,100_199,2.77961357787246,0.104856819826156
14,BURNED,0.236555378088013,0.00224022616199978
15,BURNED,0.127623992911309,0.000809762636777319
16,BURNED,0.537388280393144,0.00514989496581959
17,BURNED,0.0312600394455259,6.69067990968373e-05
18,BURNED,0.185886431169684,0.000889355618634342
19,BURNED,0.0499787631200863,0.000151605951743323
20,100_199,1.63585299679697,0.0269886337004677
21,BURNED,0.0738639509589103,0.000292560338504411
22,50_99,1.56807723061627,0.0178931134379058
23,BURNED,0.176653969866884,0.00174207800784851
24,BURNED,0.88407227019782,0.0159644062708788
25,200+,4.01729581940603,0.0980385205104716
26,BURNED,0.0610508325571891,0.000244242643454675
27,0_49,0.279354461095298,0.00195686210987967
28,BURNED,0.247659242153193,0.00166032221182116
29,BURNED,0.0974815181042323,0.000540567996374211
30,0_49,0.156869012735838,0.000788847003770913
31,100_199,0.51379754046293,0.0122383917127935
32,BURNED,0.0977483819468963,0.000485114876989965
33,200+,1.57998343310128,0.0327281547834096
34,BURNED,0.519805800779495,0.0101060446267503
35,0_49,0.49787340656818,0.00334417490168929
36,50_99,0.313368864461034,0.00226070862534486
37,BURNED,0.248025383446284,0.00278886743116345
38,50_99,0.210394860130964,0.00179474576391035
39,BURNED,0.178590574425479,0.000934629014071545
40,BURNED,0.142183355614866,0.000743080201953932
41,0_49,0.485198346075322,0.00472978924915099
42,50_99,0.513374230480543,0.00428187922810329
43,BURNED,0.0820945255175528,0.000374077478385622
44,BURNED,0.387848180521582,0.00352527673127055
45,50_99,0.200902344652345,0.00126453078442325
46,BURNED,0.18692886487368,0.00161992302030047
47,0_49,0.282094053270808,0.00111532847403732
48,50_99,0.711943629208142,0.00692583562565955
49,0_49,0.089466992534502,0.000429805192659954
50,0_49,0.0896563578654987,0.00034937010718633
51,BURNED,0.118036779556886,0.000735809447757058
52,0_49,0.173530992679313,0.00150212837316073
53,BURNED,0.0890313319304085,0.0005803778356965
54,50_99,0.0994185688005419,0.00058238965024374
55,50_99,0.2846182119037,0.00229905221992085
56,0_49,0.327873357685162,0.00183336517038903
57,BURNED,6.19832399088578,0.203312994279099
58,0_49,0.156055548775704,0.000605773337939925
59,50_99,0.184887740888917,0.00085863229111134
60,0_49,0.188890531353722,0.00124920333599832
61,0_49,0.0799606858330569,0.000338904799305464
62,0_49,0.11946875006185,0.000420141225202825
63,0_49,0.0589078932201801,0.00021758204907865
64,0_49,0.166347854133479,0.000907073860448283
65,200+,1.03074206083787,0.0125428366796306
66,0_49,0.101962223094329,0.000447690326902846
67,0_49,0.236422901065694,0.00132131909633775
68,0_49,0.102308680418725,0.00045261973502638
69,200+,0.20237197009196,0.0013640742982461
70,200+,0.116655541717704,0.000697713373552022
71,200+,0.374090772160284,0.00291153971612
