OBJECTID,SUBJ_STATE,FEATURE,SHAPE_Length,SHAPE_Area
1,WASHINGTON,3,51.446443454177,20.5941304767297
2,WASHINGTON,0,76.7029738166,1.23233297713825
3,WASHINGTON,3,0.206068386346777,0.00155201305516638
4,WASHINGTON,2,0.0765840427129634,0.000104726809139656
5,WASHINGTON,2,0.0141623092501036,6.92361672385741e-06
6,WASHINGTON,2,0.230519115421332,0.000270091817849381
7,WASHINGTON,2,0.00231929206767167,2.28161080339318e-07
8,WASHINGTON,2,0.0223838212727985,7.83357859196396e-06
9,WASHINGTON,2,0.00280547490983482,5.39668769147438e-07
10,WASHINGTON,2,0.00518903058021435,1.21291991697518e-06
11,WASHINGTON,2,0.00132635296110244,1.30530035172994e-07
12,WASHINGTON,2,0.00310992630542546,3.50082078643935e-07
13,WASHINGTON,2,0.00120262551519982,9.86219973948714e-08
14,WASHINGTON,2,0.000527095950425426,1.90790639926405e-08
15,WASHINGTON,2,0.00168139626449841,1.73945670880833e-07
16,WASHINGTON,2,0.000903839973393996,3.43522280012524e-08
17,WASHINGTON,2,0.00061222353918657,2.42284386255696e-08
18,WASHINGTON,2,0.00728705431620048,1.78880414791482e-06
19,WASHINGTON,2,0.0321198619466325,1.87719325148029e-05
20,WASHINGTON,2,0.0149047266143672,9.77280128858358e-07
21,WASHINGTON,2,0.029733945533297,1.28165817861016e-05
22,WASHINGTON,2,0.0170560756809564,6.64966335287672e-06
23,WASHINGTON,2,0.00988427900064736,5.17335877646559e-07
24,WASHINGTON,2,0.00395135490361004,1.63494946103585e-07
25,WASHINGTON,2,0.00421186311732031,9.74538970369081e-07
26,WASHINGTON,2,0.00204973049018888,2.66714933451709e-07
27,WASHINGTON,2,0.00340850448128601,6.85993855427095e-07
28,WASHINGTON,2,0.0656673166116956,7.32691412838485e-05
29,WASHINGTON,2,0.00375024614972726,4.09186105405775e-07
30,WASHINGTON,2,0.390415470204298,0.00286270054632253
31,WASHINGTON,2,0.00252612715928117,4.60732093685131e-07
32,WASHINGTON,2,0.00767019264899833,2.27514145972456e-06
33,WASHINGTON,2,0.00108244846343758,7.51232714343235e-08
34,WASHINGTON,2,0.00138729742534608,1.06430733649307e-07
35,WASHINGTON,2,0.00216526422987124,2.6512552501943e-07
36,WASHINGTON,2,0.00170350353177773,1.21397019059322e-07
37,WASHINGTON,2,0.0228160539478981,9.75870258418022e-06
38,WASHINGTON,2,0.000900942502325964,4.11112697556346e-08
39,WASHINGTON,2,0.00598221816222407,1.03153348066776e-06
40,WASHINGTON,2,0.0151563736674579,2.05128846578996e-06
41,WASHINGTON,2,0.000875528580165367,4.41722809477163e-08
42,WASHINGTON,2,0.218517191933079,0.00142975112761867
43,WASHINGTON,2,0.145803689165333,0.00045060731048059
44,WASHINGTON,2,1.40813654643371,0.0182771774915049
45,WASHINGTON,2,0.00169205800956133,1.49237462418265e-07
46,WASHINGTON,2,0.0362745854952295,2.49224048224821e-05
47,WASHINGTON,2,0.0203304896237967,1.64817405005265e-05
48,WASHINGTON,2,0.00411731829335851,4.53250509877416e-07
49,WASHINGTON,2,0.00635345831465926,1.56282133171474e-06
50,WASHINGTON,2,0.00139107377564442,1.17663146789955e-07
51,WASHINGTON,2,0.00367959220522128,8.10087878484707e-07
52,WASHINGTON,2,0.00240564810363934,3.03290892541271e-07
53,WASHINGTON,2,0.296346119693085,0.000909807753763016
54,WASHINGTON,2,0.00159683452044957,1.05652034991557e-07
55,WASHINGTON,2,0.00320786120062552,3.33464544960546e-07
56,WASHINGTON,2,0.0549969486903482,5.68179894784106e-05
57,WASHINGTON,2,0.00258740771953406,3.32458186879747e-07
58,WASHINGTON,2,0.00743324516463021,3.50542345576965e-06
59,WASHINGTON,2,0.00165871107270649,9.16441075588848e-08
60,WASHINGTON,2,0.00742834000656939,1.71619614912126e-06
61,WASHINGTON,2,0.0819417103037144,0.000110392077033182
62,WASHINGTON,2,0.00866124811532762,2.04617053245571e-06
63,WASHINGTON,2,0.00151810472197637,1.71955647039822e-07
64,WASHINGTON,2,0.000887307034344294,5.43396174383914e-08
65,WASHINGTON,2,0.00293568100179061,5.46704782931277e-07
66,WASHINGTON,2,0.00180070436610055,1.45518205860383e-07
67,WASHINGTON,2,0.0027916229008581,4.01404249664015e-07
68,WASHINGTON,2,0.0036761595182731,7.76641403252533e-07
69,WASHINGTON,2,0.0579107340453967,6.74193110933536e-05
70,WASHINGTON,2,0.00442476022289809,1.03837843944816e-06
71,WASHINGTON,2,0.000441802012606131,1.01070468998329e-08
72,WASHINGTON,2,0.000970484198371351,6.12263662149698e-08
73,WASHINGTON,2,0.000535517923322872,1.73137917857255e-08
74,WASHINGTON,2,0.00344624267124186,1.47706525384749e-07
75,WASHINGTON,2,0.0095703549676524,4.56902346013636e-06
76,WASHINGTON,2,0.00626692806974131,7.38636784158425e-07
77,WASHINGTON,2,0.0161843161137112,1.10202125394857e-05
78,WASHINGTON,2,0.0243803186238841,2.7887135527186e-05
79,WASHINGTON,2,0.127961144971646,0.000251059761525187
80,WASHINGTON,2,0.0041043016240851,7.93807326730138e-07
81,WASHINGTON,2,0.0015476387170005,1.53909187336428e-07
