station,stationname,elevation(double precision),latitude(double precision),longitude(double precision),datevalue,qpcp(long),measurement_flag,quality_flag,units
COOP:311564,CATALOOCHEE NC US,560.1382751668709,35.61667,-83.1,19840101 00:15,0,g,,HI
COOP:311564,CATALOOCHEE NC US,1101.178337367607,35.61667,-83.1,19840104 22:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840105 00:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840105 01:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-119.1070805093244,19840105 02:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840105 03:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840105 03:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,53.042243290956485,-83.1,19840110 08:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 08:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,1078.435597732508,35.61667,-83.1,19840110 08:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-117.56983025489052,19840110 08:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,971.5422728445092,35.61667,-83.1,19840110 09:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-99.69979359006297,19840110 09:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 09:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,466.3099718534216,35.61667,-83.1,19840110 09:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,1022.3928946247402,35.61667,-83.1,19840110 10:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,51.258738074776,-72.62961191604808,19840110 10:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 10:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,488.1797000496642,35.61667,-83.1,19840110 10:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 11:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 11:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 11:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 11:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,34.781338264553426,-83.1,19840110 12:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 12:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 12:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 12:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 13:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 13:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,953.3346443275808,31.55660539498145,-83.1,19840110 13:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 13:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 14:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,480.9382220206246,35.61667,-83.1,19840110 14:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,825.8160236633878,35.61667,-83.1,19840110 14:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 14:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 15:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,53.34658794618891,-116.67806997249076,19840110 15:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,1131.0201688349048,35.61667,-83.1,19840110 15:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 15:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 16:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 16:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 16:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 16:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 17:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,20.190888725107897,-83.1,19840110 17:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,24.41512873576204,-83.1,19840110 17:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 17:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 18:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 18:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 18:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,40.476216951997394,-83.1,19840110 18:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 19:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,41.74575580130977,-83.1,19840110 19:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840110 19:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,41.331429289098864,-83.1,19840110 19:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-55.329735612845326,19840118 01:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 02:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 02:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-78.11298534105404,19840118 02:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,989.0643634740244,35.61667,-83.1,19840118 02:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,929.0075168323552,35.61667,-83.1,19840118 03:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,29.938506810967723,-83.1,19840118 03:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 03:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 03:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,45.88588322980071,-83.1,19840118 04:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 04:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 04:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-72.02397994850962,19840118 04:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,26.972818750830328,-83.1,19840118 05:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 05:15,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,38.840925051366085,-83.1,19840118 05:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 05:45,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-50.05357298988679,19840118 06:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 06:30,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 07:00,2,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 07:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,31.876913789352777,-62.81446671585752,19840118 08:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 09:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-117.692789586444,19840118 10:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 10:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 11:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 12:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 13:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 13:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,911.9979546570474,35.61667,-63.62756915247925,19840118 14:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-104.29713973082106,19840118 15:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 16:00,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,24.529782967066936,-83.1,19840118 16:45,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,35.61667,-83.1,19840118 17:30,1,,,HI
COOP:311564,CATALOOCHEE NC US,798.9,51.64188781951627,-83.1,19840118 18:15,1,,,HI
COOP:311564,CATALOOCHEE NC US,1151.5023161277395,35.61667,-83.1,19840118 19:00,1,,,HI
