7892.endtime,16:y11:50,16:11:50
1709.starttime,14:31:29,14:13:29
4883.startdate,2h013-04-26,2013-04-26
1130.enddate,2013p-04-18,2013-04-18
4892.starttime,07:41:35,07:41:53
4443.startdate,2013-04-91,2013-04-19
6821.wiperactivated,oN,No
7784.endtime,12:45:50,12:45:05
5808.startdate,2013-0418,2013-04-18
2031.enddate,203-04-10,2013-04-10
2908.endtime,13:20:0m0,13:20:00
4154.wiperactivated,o,No
3110.starttime,90:30:52,09:30:52
5584.enddate,2013-0-16,2013-04-16
3902.startdate,2013-040-4,2013-04-04
3948.wiperactivated,oN,No
1606.enddate,201-304-19,2013-04-19
336.startdate,013-04-15,2013-04-15
7558.startdate,2103-04-17,2013-04-17
2190.enddate,2z013-04-11,2013-04-11
7684.endtime,16:7:12,16:07:12
6959.wiperactivated,oN,No
4139.enddate,201-04-30,2013-04-30
928.enddate,20l13-04-09,2013-04-09
2065.starttime,12:17z:41,12:17:41
4615.starttime,07:44:25***,07:44:25
5826.wiperactivated,o,No
1498.enddate,2013-04-1,2013-04-01
5709.endtime,08:51o:23,08:51:23
2658.starttime,23:05:8,23:05:48
7248.startdate,2103-04-27,2013-04-27
3589.endtime,13:45:18,13:54:18
7519.enddate,2031-04-18,2013-04-18
5339.starttime,e15:04:30,15:04:30
4931.starttime,12:b02:28,12:02:28
1163.wiperactivated,Nbo,No
1500.wiperactivated,oN,No
6861.wiperactivated,Nuo,No
4983.starttime,19:433:8,19:43:38
4853.wiperactivated,oN,No
7182.startdate,2013-0y4-26,2013-04-26
5873.wiperactivated,o,No
1995.startdate,2013-04-4,2013-04-04
1311.starttime,07:m52:18,07:52:18
3457.startdate,2013-04-02,2013-04-20
2196.starttime,051:3:20,05:13:20
128.starttime,080:6:42,08:06:42
7352.enddate,013-04-28,2013-04-28
7841.endtime,2:02:18,12:02:18
4466.startdate,2013-04-03,2013-04-30
2503.endtime,15:13:38,15:31:38
3941.wiperactivated,Nwo,No
1933.wiperactivated,Nvo,No
5953.enddate,013-04-07,2013-04-07
5871.enddate,2013-04y-30,2013-04-30
2601.starttime,08:l03:53,08:03:53
502.startdate,2103-04-04,2013-04-04
7480.wiperactivated,Njo,No
