30346.tx_device,2366,23606
52.file_id,5109,303095
407.start_time,276207876150460,277135476153341
37772.tx_device,-1171,-14171
37761.value,o255,255
100.file_id,17499,17209
17100.tx_device,-1o0516,-10516
45033.tx_device,2975,26975
22.file_id,17498,59301
317.start_time,277757366061412,277163666118032
37353.rx_device,111,1111
3350.rx_device,111,1111
1316.endtime,276213565916515,276347676055671
188.file_id,52483,17173
13133.value,55,255
25847.tx_device,1-0484,-10484
176.endtime,277757665937992,278769565967655
111.file_id,17525,3590
35383.tx_device,1-0481,-10481
36731.tx_device,0465,10465
11075.rx_device,11x11,1111
56.file_id,52483,354916
666.rx_device,1111***,1111
72.start_time,277757366061412,276435266084458
55.start_time,276207876150460,277956266042227
34127.rx_device,11u11,1111
76.file_id,17499,315999
32319.rx_device,1111***,1111
860.start_time,277757366061412,276382176117392
830.endtime,277757665937992,277039465967400
395.endtime,277757665937992,276734065957868
134.file_id,52483,71532
1146.endtime,277757665937992,276884065955801
575.start_time,277757366061412,276188376108037
140.file_id,52487,53978
25866.value,525,255
91.start_time,276207876150460,276733466081369
26385.value,525,255
1290.endtime,277757665937992,276434676058970
601.endtime,277757665937992,276986665946064
1184.endtime,277757665937992,276347965998775
30362.tx_device,-2060d9,-20609
370.endtime,277757665937992,278026765942310
179.file_id,17525,315891
448.rx_device,111,1111
40211.value,2f55,255
35090.rx_device,1111***,1111
36676.tx_device,i1338,1338
170.file_id,17527,860278
12890.rx_device,x1111,1111
34348.value,25e5,255
13630.tx_device,2306,23606
1369.endtime,276213565916515,277766966003293
38393.tx_device,10039,10309
13811.tx_device,-2111,-23111
39477.rx_device,111,1111
27965.tx_device,531v7,5317
30835.rx_device,1111***,1111
148.endtime,277757665937992,276557076022095
29759.value,255***,255
335.start_time,276207876150460,276522276188966
33177.value,b255,255
17833.tx_device,0417,10417
375.endtime,277326876081092,278801965926737
185.file_id,17537,2233
480.endtime,278372665938769,277387165933117
21877.value,255***,255
45864.tx_device,0585,30585
37599.value,255***,255
1404.endtime,276213565916515,276178176080783
21.file_id,285282,195919
16958.tx_device,-29g117,-29117
385.endtime,277757665937992,278377165948038
33100.tx_device,-1a048,-1048
17792.value,2r55,255
124.file_id,17572,195574
63.file_id,5109,314634
847.start_time,277757366061412,276260676118210
954.start_time,277757366061412,276557976155765
1239.endtime,277757665937992,276262465941371
11538.tx_device,35,535
43537.value,2h55,255
566.rx_device,111b1,1111
22229.value,255***,255
1500.value,255***,255
44402.tx_device,13053,10353
43742.tx_device,10m493,10493
22712.tx_device,k31873,31873
17033.tx_device,-9511,-5911
44670.tx_device,15029,10529
1008.value,255***,255
120.file_id,285282,17576
171.endtime,277757665937992,278341465914034
1409.endtime,276213565916515,278798065916283
131.file_id,17527,71330
133.endtime,277757665937992,277142976093384
13958.tx_device,01543,10543
32385.tx_device,-6462,-26462
82.file_id,17498,1152453
31173.rx_device,111,1111
11170.rx_device,1x111,1111
46221.tx_device,27432,27423
665.rx_device,1111***,1111
46283.tx_device,8206,18206
34901.tx_device,0487,10487
21714.value,e255,255
31258.tx_device,7001,27001
20485.tx_device,23269,-23269
132.file_id,17525,71338
38766.value,255***,255
34783.value,525,255
78.start_time,276207876150460,276573266132141
38334.value,25,255
17868.tx_device,-7464,-17464
35091.rx_device,1111***,1111
27671.value,t255,255
1179.endtime,277757665937992,276624265970506
13976.value,55,255
350.endtime,277757665937992,277579776079491
39030.tx_device,l10370,10370
37816.value,a255,255
35554.value,2s55,255
449.rx_device,1111***,1111
13344.value,525,255
19.endtime,276208176066094,276435576053201
29813.tx_device,-1w0290,-10290
171.file_id,285282,860290
147.start_time,276207876150460,276444276166037
