6.shape_length,55869.5512201597,17851.4191713606
7.shape_area,3.79474642782834E7,9.23148137166416E7
3.shape_area,5.77571441083065E7,1.2493400500643E8
3.shape_length,55869.5512201597,49759.6716836235
7.shape_length,55869.5512201597,43678.5755707849
4.objectid,3.0,4
6.shape_area,5.77571441083065E7,1.32620232842424E7
6.objectid,7.0,6
4.shape_length,55869.5512201597,20647.6687628817
5.objectid,1.0,5
2.objectid,1.0,2
4.shape_area,3.79474642782834E7,1.73234030849809E7
5.shape_length,32874.7232058983,38678.5902627564
5.shape_area,3.79474642782834E7,5.88639070738086E7
