objectid,recsname,casefileno,recstype,adminst,global_id,shape_length,shape_area
31,San Rafael Swell,UNK,Recreation Area,UT,{F19D8E82-D705-4811-82FA-5FBE8BD63FAC},5672.27728837393,1309233.13153433
32,San Rafael Swell,UNK,Recreation Area,UT,{8B56ED0C-5A87-4698-B75B-45B1BA51219B},0.602814935794453,0.0012309300168265
33,San Rafael Swell,UNK,Recreation Area,UT,{B208EFD4-0616-4E27-B544-FDA080299B5B},945.372585495475,51299.2159659179
34,San Rafael Swell,UNK,Recreation Area,UT,{5AA5CF54-C9DD-4F4C-80A8-45DE699CC1B3},4768.68850289798,460220.172887373
35,San Rafael Swell,UNK,Recreation Area,UT,{2A8275DA-1CFD-4D55-ABC5-DC6C75204BB1},15976.072774485,3053959.69367849
36,San Rafael Swell,UNK,Recreation Area,UT,{C22F099B-805E-477E-8707-3100DAF3848E},307454.908934472,564740741.245949
37,San Rafael Swell,UNK,Recreation Area,UT,{811752DB-9A02-4855-A388-4CDDAFB9C871},169.60858244339,23.9133349475451
38,San Rafael Swell,UNK,Recreation Area,UT,{4009D2B5-1710-4C0A-9810-134FA432CB04},24866.4096289539,23719625.2381509
39,San Rafael Swell,UNK,Recreation Area,UT,{2F30ACA6-25FD-414F-BA24-DB2F0F2E7E70},3953.28325955522,744944.514935197
40,San Rafael Swell,UNK,Recreation Area,UT,{9FF7FA60-9AEE-4B2D-BE05-3E760E8A1191},163.57141136076,1049.86768274174
41,San Rafael Swell,UNK,Recreation Area,UT,{7D0DE392-836D-4958-AA75-370714C1852F},10037.3066914021,900000.492969022
42,San Rafael Swell,UNK,Recreation Area,UT,{C72EBDD9-1705-4E8C-AC45-FA0994CFB402},3580.9136372372,404962.392888428
43,San Rafael Swell,UNK,Recreation Area,UT,{9CB37F1D-34A9-4106-B0C2-81DCA7B6D1EE},153.320903878594,46.4052379952624
44,San Rafael Swell,UNK,Recreation Area,UT,{E4B15C7F-8307-49BB-809A-AC20F9D39A01},150160.123218846,288658451.965812
45,San Rafael Swell,UNK,Recreation Area,UT,{A8311700-0C11-4FDC-810C-7A27A04CC92F},77.5660778877513,409.407223757336
46,San Rafael Swell,UNK,Recreation Area,UT,{E0D1C624-1EB8-4CE5-A24D-736379CFFB77},1287.2195680614,49731.8196831261
47,San Rafael Swell,UNK,Recreation Area,UT,{8FFB2FA9-A404-4F0C-B96B-CBC88D3D5C7E},27921.9269852923,6699852.30964922
48,San Rafael Swell,UNK,Recreation Area,UT,{72D34D56-AB47-48AB-AB1F-A30EE0BBC397},128060.593047102,96383353.9479209
49,San Rafael Swell,UNK,Recreation Area,UT,{9279013D-3959-4678-9AFB-06D9D097F3FE},4.37387264663733,0.0114220145387991
50,San Rafael Swell,UNK,Recreation Area,UT,{AA2F4972-8504-4D73-8508-412138EAA470},12983.8768377713,1622473.82340365
51,San Rafael Swell,UNK,Recreation Area,UT,{C8FB3BEA-6D09-4B85-85DB-E27F85A37DBE},9073.97845911763,655012.169267319
52,San Rafael Swell,UNK,Recreation Area,UT,{100D0F61-82A4-4270-8837-E1AB32D58AB3},4873.89260719695,255189.397320516
53,San Rafael Swell,UNK,Recreation Area,UT,{151BF147-19B8-4EA2-86C1-B7007E47C2AB},1.85502999136082,0.0019867752996481
54,San Rafael Swell,UNK,Recreation Area,UT,{BEB2F821-9974-4706-96E9-CFC7F7BFE93B},27.5742141423648,11.2396703926446
55,San Rafael Swell,UNK,Recreation Area,UT,{6151AAB7-9274-4046-B0C1-EE0AEFB6CB4F},1987.14728411853,195116.917110985
56,San Rafael Swell,UNK,Recreation Area,UT,{DFF9E72B-9371-4B59-B02B-92AC5C12D257},24418.0752638781,10493668.1202899
