4.875,Vue living up to mileage claims,Mark ,09/24/2010,,,5,5,5,5,,4,5,5,5,"I have over 40,000 miles on my 2009 Vue Hybrid. Absolutely no problems and I am averaging 28.6 mpg.  I like the way it looks and rides.  Too bad it is not being continued.",Mileage and handling and feel,If it were possible to redesign make the cargo area a little bigger.
2.625,Disappointed Vue Driver,rick ,07/21/2010,,,2,4,3,3,,2,3,2,2,"Purchased in the Cash For Clunkers program last summer. Looking for a reasonable choice in SUV's. Looking for decent mileage combined with utility. Vue is very good looking, receive frequent compliments. Mileage has never lived up to expectations. Blame  pitiful 4 speed automatic.  Can't keep up with interstate traffic or cruise any hills at speed. Constantly pushing it to downshift to stay with traffic.  Should have waited for the 4cyl Equinox. Lost cell phone to a drink buried in the deep well cup holder. Sliding arm rest won't stay in forward. Front door won't stay open on incline.  Considering getting out of ASAP, even if it means taking a loss. (Hybrid battery pack failed at 17,000 mi)",Exterior looks.,"With Saturn out of the business, no need to offer suggestion, but would like to have seen a modern (six speed at least) transmission.  Console/arm rest on same level as seats.  Power tailgate, roof rails."
4.875,European Styling and Engineering,Jack D. ,04/03/2010,,,5,5,5,5,,5,5,4,5,"Love the vehicle. First Hybrid. Work for Car Rental company. Tried Escape Hybrid, Altima Hybrid, Prius. Previous 03 VUE trade in. V-6, AWD. The suspension on these VUE`s is excellent, and it survives mileage. Alignment is important. Love the independent suspension design. Now, that Saturn is gone, will go to Chevy Equinox, or GMC Midsize SUV.  Waiting on Hybrid and hope, AWD. Interior is eye catching, durable.","Hybrid, A/C, Satellite Radio, Electric Driver`s seat. Quietness inside at highway speed, visibility. I am tall. Quicksilver paint and upholstery. Excellent. Dashboard lighting is great, computer system is GM excellent. Same as Malibu, Aura, Silverado, Tahoe.  Easy to follow.","Bring back Saturn dealers, AWD Saturn VUE Hybrids. Or make Chevy Equinox the same size and style, not the present bigger style (2010). "
3,Hybrid System Questionable,Mickey ,03/09/2010,,,4,4,2,2,,2,4,2,4,"I had a Honda Hybrid so I went with the supposed reliability of a Saturn Hybrid. The Service Hybrid light came on unexpectedly several months after buying it and hybrid system was not working.Took it to dealer and the Hybrid battery had a leak. Battery was replaced. Now 5 months later hybrid light back on and Red battery light came on, showing hybrid system not working and battery not charging at all. Other than long commutes on hwy, city driving mpg was poor at about 20- 21 mpg. Should be better. I now question the cars reliability?",Overall vehicle design is great. I have the sun roof and heated leather seats which are great on my bad back. Other features inside are good as well.,Dome light button needs to be lighted. I can't find it in the dark. need to consider a spare tire. Worried if I get a flat far from home.
5,Home run for Saturn!,AstroGeek ,11/04/2009,,,5,5,5,5,,5,5,5,5,"As this was my first Saturn and my first hybrid purchase, I did considerable research before finally buying. I knew to expect a pretty decent crossover, but this little Vue Hybrid has exceeded every expectation! Being German-born and raised, I appreciate the smart, no- nonsense, 'European' interior styling -  no useless fluff or silly eye candy here. The exterior is truly gorgeous; it grabs your attention unlike earlier Vues or most competitive offerings. Mileage so far has been outstanding: 1900+ miles driven on 3 1/2 18-gallon tanks of gas! Stop-and-go city driving is returning 25-28 MPG and highway 38- 40. In fact, with cruise engaged at 65 MPH, I easily top 42 MPG on level roads. Bravo GM!","Styling: interior & exterior are simply beautiful. Rock-solid build quality (sounds Mercedes-like when doors are shut!). Power sunroof is terrific, as are the XM radio, Bluetooth, and leather seating. Superb gas mileage. Fun manual shifter. Plenty of space in console, glove box, & behind rear seats.",2-Mode Hybrid would have been a welcome option for slightly improved city mileage. 6-speed tranny (available with the non-hybrid 6-cyl engine) plus a few extra ponies would have been great for a bit better acceleration. 1-year free subscription to XM rather than 3 months also would have been nice.
3,Hybrid Shamybrid,no-ybrid ,09/18/2009,,,4,5,3,1,,2,4,1,4,"Ok, so here is the deal with any car, its like the lotto you have a very small chance of getting a lemon, and yes I guess I must have got one. Avg 20 MPG combined, with optimal settings per the book. Took to dealer service, they stated anything from 20-30 was ok, and that it could take up to 4K miles to break in the engine, bullony I read the whole manual and advised the service manager that per the manual it says if the car stands for 3 months it can cause major damage to the hybrid battery and, my car was sitting at the dealer lot for 8 months and only got 60 miles, so he agreed to replace it, we will see what happens, I hope this resolves the problem.  waiting to see savings....","in my car performance stinks, interior is nice, and exterior look is nice, that's why we got it but this whole MPG thing has made all of the pros not look so great any more...","obviously Quality control is not top priority for Saturn, they need to check each hybrid system, and come up with a better computer system that can notify the user when something is wrong with the charging or battery output systems, per what I could gather its basically engine light when it fails..."
4.625,so far so good,tom m ,09/08/2009,,,5,5,4,5,,4,4,5,5,"Traded in my envoy to get this hybrid, and I am glad I did, getting 28 mpg around town, and over 32 on the highway, its pretty much a smooth, quiet ride, didn't really pay a premium for getting a hybrid, as Saturn was offering $3,000.00 off the msrp, in addition to other discounts. Very happy with the car","the mpg gauge(average, and instant), all four individual tire gauge, hands free phone, xm radio, super large glove box","better tires,,,,,,,,read some very bad reviews on the goodyear invicta tires that come with the vehicle"
4.625,"The ""honeymoon"" review",bowmanspartan ,06/24/2009,,,5,5,5,5,,4,5,4,4,"So far, the Vue Hybrid is a head- turner. A gorgeous car that is very comfortable to ride in. Quiet ride and a real gas-sipper (I got nearly 35 mpg on average with the cruise control on 75 and the AC on full-blast heading down I-94 here in MI).  The performance is not bad (but I do sometimes miss my V6 Escape Limited), especially when you know how to use the electronic manual shift options. The car is pretty nimble at higher speeds (and if you need a boost, just drop the gear down). My only gripe is that the car doesn't really have much oomph 'off the line'. But it's a Hybrid, not a Maserati. I'm considering altering the intake to help with this, but for now it does just fine.  ","Styling. Interior and Exterior are gorgeous. Seems to be a very sturdy build, lots of room. ","Stereo seems a bit underpowered, but nothing major. Steering can be squishy sometimes when you're in tight spots (car handles well, but seems like the wheel turns forever). Could use about +20hp at the wheels. "
5,VUE Hybrid Better than expected,Cloverp ,05/19/2009,,,5,5,5,5,,5,5,5,5,"I bought the VUE Hybrid 2 months ago and it has been a wonderful vehicle for me. Before I bought the VUE, I was worried about the engine power, but it has the same pickup as any 6 cylinder engine vehicle I have ever driven. The gas mileage is great. I average between 27 and 29mpg with stop and go country driving. On the highway with a full load of people, it will get above 30mpg easy. Lots of space for a smaller SUV. Drives extremely smooth. Very nice design.",I really like the way it looks and the gas mileage and the interior space.,A short person has trouble seeing out the back windows. Display controls need to be more accessible.
5,Best Value...,B&NC ,05/01/2009,,,5,5,5,5,,5,5,5,5,"Went to Hybrid to save fuel and help America. Enjoy the Saturn VUE Hybrid, since it offers more in terms of other Hybrids. The workmanship of vehicle is outstanding, with pleasant comforts, and automatic features. Leather seats are comfortable, and hold the body in position. Great handling in steering, and great acceleration if needed, mileage has been outstanding at 34mpg highway on occasion 30 to 32 regularly, and average 27mpg city. ","Feature liked best  everything. Vehicle has been very well thought out.Love the automatic wipers which come on when windshield is getting rained on, automatic lights are a plus, heated seats are therapeutic, especially on long drives. The phone/On-Star system is clear and easy to use-hands free.","Concerned over no spare, but have On- Star, and road side service. My dealer put hydrogen gas in tires which will take more time to leak in the even I run over something.  I would also like to see auto dim side view mirrors and rearview mirror,  had that in the past and a great feature. "
