,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,22017,202704,0021701224,"APR 11, 2018",DET @ CHI,W,29,2,8,0.25,1,5,0.2,2,2,1.0,0,2,2,10,0,0,1,3,7,22,1
1,22017,202704,0021701204,"APR 09, 2018",DET vs. TOR,L,34,7,18,0.389,0,3,0.0,2,2,1.0,1,2,3,9,1,0,0,2,16,-13,1
2,22017,202704,0021701199,"APR 08, 2018",DET @ MEM,L,20,2,9,0.222,2,4,0.5,7,7,1.0,1,3,4,3,2,0,1,1,13,-13,1
3,22017,202704,0021701181,"APR 06, 2018",DET vs. DAL,W,35,11,18,0.611,1,3,0.333,1,2,0.5,0,0,0,7,0,0,1,2,24,12,1
4,22017,202704,0021701169,"APR 04, 2018",DET vs. PHI,L,20,1,11,0.091,0,2,0.0,6,6,1.0,0,4,4,7,0,1,2,0,8,-5,1
5,22017,202704,0021701148,"APR 01, 2018",DET @ BKN,W,32,9,22,0.409,0,1,0.0,11,13,0.846,0,4,4,3,1,0,5,3,29,8,1
6,22017,202704,0021701139,"MAR 31, 2018",DET @ NYK,W,25,8,17,0.471,1,3,0.333,0,2,0.0,1,1,2,5,1,0,0,1,17,7,1
7,22017,202704,0021701124,"MAR 29, 2018",DET vs. WAS,W,28,6,16,0.375,0,4,0.0,1,2,0.5,0,2,2,8,0,0,4,2,13,6,1
8,22017,202704,0021701104,"MAR 26, 2018",DET vs. LAL,W,28,9,22,0.409,2,6,0.333,0,0,0.0,2,3,5,3,0,0,1,3,20,1,1
9,22017,202704,0021701089,"MAR 24, 2018",DET vs. CHI,W,22,5,10,0.5,2,6,0.333,3,4,0.75,0,3,3,1,0,0,2,0,15,10,1
10,22017,202704,0021701074,"MAR 22, 2018",DET @ HOU,L,20,2,13,0.154,0,6,0.0,0,0,0.0,2,1,3,0,1,0,0,0,4,-15,1
11,22017,202704,0021701063,"MAR 20, 2018",DET @ PHX,W,15,3,7,0.429,1,2,0.5,0,0,0.0,0,0,0,2,0,0,0,1,7,9,1
12,22017,202704,0021700498,"DEC 26, 2017",DET vs. IND,W,21,4,10,0.4,0,3,0.0,0,0,0.0,0,3,3,13,0,0,1,0,8,23,1
13,22017,202704,0021700471,"DEC 22, 2017",DET vs. NYK,W,28,3,12,0.25,0,3,0.0,4,5,0.8,0,4,4,8,0,0,2,0,10,-4,1
14,22017,202704,0021700461,"DEC 20, 2017",DET @ DAL,L,21,3,9,0.333,0,3,0.0,0,0,0.0,0,3,3,5,0,0,1,2,6,-10,1
15,22017,202704,0021700438,"DEC 17, 2017",DET vs. ORL,W,26,7,15,0.467,3,7,0.429,0,0,0.0,0,3,3,6,0,0,6,3,17,-8,1
16,22017,202704,0021700419,"DEC 15, 2017",DET @ IND,W,24,3,11,0.273,0,3,0.0,2,2,1.0,0,3,3,3,0,1,3,5,8,-5,1
17,22017,202704,0021700413,"DEC 14, 2017",DET @ ATL,W,28,5,11,0.455,1,3,0.333,0,0,0.0,0,0,0,5,1,0,4,3,11,7,1
18,22017,202704,0021700398,"DEC 12, 2017",DET vs. DEN,L,25,4,10,0.4,1,5,0.2,3,3,1.0,1,3,4,2,0,1,2,1,12,-23,1
19,22017,202704,0021700386,"DEC 10, 2017",DET vs. BOS,L,19,0,9,0.0,0,2,0.0,2,2,1.0,1,0,1,3,2,0,0,1,2,-22,1
20,22017,202704,0021700368,"DEC 08, 2017",DET vs. GSW,L,27,7,16,0.438,2,3,0.667,0,2,0.0,2,1,3,2,0,0,3,1,16,-6,1
21,22017,202704,0021700359,"DEC 06, 2017",DET @ MIL,L,32,5,14,0.357,1,4,0.25,3,4,0.75,3,2,5,4,0,0,2,2,14,9,1
22,22017,202704,0021700348,"DEC 04, 2017",DET @ SAS,L,34,12,21,0.571,2,4,0.5,1,4,0.25,0,4,4,3,1,0,3,1,27,5,1
23,22017,202704,0021700330,"DEC 02, 2017",DET @ PHI,L,29,9,13,0.692,2,3,0.667,5,6,0.833,1,2,3,4,0,0,4,2,25,-2,1
24,22017,202704,0021700320,"DEC 01, 2017",DET @ WAS,L,26,5,12,0.417,0,4,0.0,2,3,0.667,0,0,0,4,0,0,3,3,12,-4,1
25,22017,202704,0021700303,"NOV 29, 2017",DET vs. PHX,W,22,9,13,0.692,2,4,0.5,3,4,0.75,0,1,1,5,2,0,4,3,23,9,1
26,22017,202704,0021700292,"NOV 27, 2017",DET @ BOS,W,28,7,10,0.7,2,4,0.5,4,4,1.0,0,0,0,7,0,1,1,3,20,11,1
27,22017,202704,0021700273,"NOV 24, 2017",DET @ OKC,W,26,3,9,0.333,2,6,0.333,4,4,1.0,0,3,3,4,1,0,3,2,12,0,2
28,22017,202704,0021700242,"NOV 20, 2017",DET vs. CLE,L,24,3,7,0.429,2,2,1.0,2,2,1.0,0,1,1,6,0,0,1,1,10,-20,1
29,22017,202704,0021700238,"NOV 19, 2017",DET @ MIN,W,29,7,11,0.636,1,2,0.5,1,2,0.5,0,2,2,8,0,0,4,3,16,-11,1
30,22017,202704,0021700217,"NOV 17, 2017",DET @ IND,L,29,7,14,0.5,2,5,0.4,0,0,0.0,0,2,2,7,0,0,3,2,16,-1,1
31,22017,202704,0021700209,"NOV 15, 2017",DET @ MIL,L,22,2,7,0.286,0,2,0.0,2,2,1.0,0,1,1,2,0,0,2,1,6,-17,1
32,22017,202704,0021700189,"NOV 12, 2017",DET vs. MIA,W,29,7,15,0.467,1,3,0.333,2,2,1.0,0,4,4,4,0,0,5,4,17,-3,1
33,22017,202704,0021700169,"NOV 10, 2017",DET vs. ATL,W,29,8,18,0.444,3,7,0.429,3,3,1.0,1,2,3,6,2,0,1,2,22,8,1
34,22017,202704,0021700159,"NOV 08, 2017",DET vs. IND,W,27,6,10,0.6,2,3,0.667,4,5,0.8,0,3,3,6,0,0,3,1,18,19,1
35,22017,202704,0021700132,"NOV 04, 2017",DET vs. SAC,W,28,3,10,0.3,2,4,0.5,7,8,0.875,0,0,0,7,2,0,3,1,15,7,1
36,22017,202704,0021700119,"NOV 03, 2017",DET vs. MIL,W,30,3,11,0.273,1,4,0.25,2,2,1.0,1,2,3,8,0,0,2,1,9,6,1
37,22017,202704,0021700104,"OCT 31, 2017",DET @ LAL,L,27,8,15,0.533,1,4,0.25,1,1,1.0,2,5,7,5,2,0,2,1,18,-16,2
38,22017,202704,0021700091,"OCT 29, 2017",DET @ GSW,W,30,8,12,0.667,2,3,0.667,4,4,1.0,2,1,3,5,0,0,2,1,22,-3,1
39,22017,202704,0021700084,"OCT 28, 2017",DET @ LAC,W,32,6,15,0.4,1,3,0.333,2,2,1.0,2,2,4,7,1,0,4,2,15,16,1
40,22017,202704,0021700056,"OCT 25, 2017",DET vs. MIN,W,25,3,6,0.5,2,4,0.5,2,3,0.667,2,0,2,4,1,0,0,3,10,-2,1
41,22017,202704,0021700041,"OCT 23, 2017",DET vs. PHI,L,31,7,17,0.412,0,5,0.0,2,3,0.667,1,5,6,7,0,0,3,3,16,-6,1
42,22017,202704,0021700030,"OCT 21, 2017",DET @ NYK,W,26,4,12,0.333,1,4,0.25,7,7,1.0,2,1,3,7,0,0,0,4,16,14,1
43,22017,202704,0021700020,"OCT 20, 2017",DET @ WAS,L,32,8,21,0.381,3,7,0.429,2,2,1.0,0,4,4,5,5,0,5,5,21,8,1
44,22017,202704,0021700003,"OCT 18, 2017",DET vs. CHA,W,27,5,10,0.5,0,1,0.0,3,3,1.0,1,4,5,8,1,0,0,2,13,10,1
