9.zcta_five_ce_one_zero_one_two,48317.0,48383
9.zcta_five_ce_one_zero,48088.0,48383
9.intptlon_one_zero_one,-82.8950389,-83.525841
7.id,168.0,19
5.intptlon_one_zero_one,-82.8950389,-83.0519717
2.intptlon_one_zero_one,-83.2915307,-83.6668237
11.intptlon_one_zero_one,-82.8950389,-83.3380921
5.aland_one_zero,1.10655621E8,31361812
1.id,39.0,161
2.global_id,a7f9954d-8407-437f-9267-a068b2d25519,665df799-45bc-47d6-8858-f9f1d3c6d014
5.id,39.0,134
6.awater_one_zero_one,1328385.0,0
12.objectid,6.0,12
12.zcta_five_ce_one_zero_one_two,48320.0,48165
26.awater_one_zero_one,38,0
9.aland_one_zero_one,1.9463663E7,38623150
6.zcta_five_ce_one_zero_one_two,48317.0,48088
11.zcta_five_ce_one_zero,48236.0,48320
2.zcta_five_ce_one_zero_one_two,48317.0,48380
10.aland_one_zero,1.10655621E8,19519357
4.zcta_five_ce_one_zero_one_two,48048.0,48315
4.intptlon_one_zero_one,-82.8950389,-82.996562
11.objectid,10.0,11
12.intptlon_one_zero_one,-83.2915307,-83.6169224
8.intptlat_one_zero_one,42.7457468,42.425373
9.aland_one_zero,2.4100791E7,38623150
9.intptlat_one_zero_one,42.4628849,42.6556093
6.intptlat_one_zero_one,42.7457468,42.515645
8.intptlon_one_zero_one,-82.8950389,-82.8931944
9.geoid_one_zero_one_two,2648088.0,2648383
12.aland_one_zero_one,3.3063561E7,24100791
3.intptlat_one_zero_one,42.7457468,42.494669
2.intptlat_one_zero_one,42.8409698,42.5830021
8.geoid_one_zero_one_two,2648048.0,2648236
2.geoid_one_zero,2648383.0,2648380
2.awater_one_zero_one,3357791.0,4189694
13.zcta_five_ce_one_zero_one_two,48320.0,48363
7.global_id,fe86e94c-e388-4121-9763-444ae8e5bf69,650ecdb0-a1bf-4cb7-80bc-3238b28567e2
10.zcta_five_ce_one_zero,48371.0,48335
10.aland_one_zero_one,3.1361812E7,19519357
6.global_id,168af005-994c-40c5-88cc-70b737974d65,068b3fbd-930e-45d6-9bff-879b81e2fbf8
11.aland_one_zero_one,1.9463663E7,2832858
10.zcta_five_ce_one_zero_one_two,48320.0,48335
14.awater_one_zero,26,0
3.global_id,fe86e94c-e388-4121-9763-444ae8e5bf69,c3a3787a-9ac1-4817-9cea-195ec12ba783
4.awater_one_zero_one,2452196.0,425300
3.aland_one_zero,1.10655621E8,10178038
8.global_id,168af005-994c-40c5-88cc-70b737974d65,11f9e67a-5260-4d6e-92eb-14f2aafa98ba
6.aland_one_zero_one,3.1361812E7,11490620
12.zcta_five_ce_one_zero,48236.0,48165
7.intptlon_one_zero_one,-82.8950389,-82.7958699
8.id,132.0,115
5.intptlat_one_zero_one,42.6715479,42.6448395
10.id,165.0,145
3.id,132.0,34
13.intptlon_one_zero_one,-82.8950389,-83.1624995
7.aland_one_zero_one,3.3063561E7,49265723
2.aland_one_zero_one,3.3063561E7,65730039
10.intptlon_one_zero_one,-83.2915307,-83.4051512
11.intptlat_one_zero_one,42.501565,42.6119345
6.aland_one_zero,4.9265723E7,11490620
40.awater_one_zero_one,77,0
7.awater_one_zero,3357791.0,402169
8.aland_one_zero,4.9265723E7,19463663
13.id,66.0,158
4.geoid_one_zero_one_two,2648380.0,2648315
17.awater_one_zero,53,0
3.awater_one_zero_one,4157391.0,3460922
6.intptlon_one_zero_one,-83.2915307,-82.9829908
2.aland_one_zero,4.9265723E7,65730039
11.aland_one_zero,3.3063561E7,2832858
20.awater_one_zero_one,25,0
16.awater_one_zero,8,0
19.awater_one_zero_one,2,0
1.zcta_five_ce_one_zero_one_two,48081.0,48371
13.zcta_five_ce_one_zero,48317.0,48363
15.awater_one_zero,86,0
1.aland_one_zero_one,1.0178038E7,110655621
