62.namevalue,Giant Eagle  /Market District Shadyside #40,Giant Eagle / Market District Shadyside #40
23.primarykeyfromrocket,38879.0,2051
28.primarykeyfromrocket,36498.0,55556
26.primarykeyfromrocket,36519.0,56268
18.zipcode,15108.0,15132
10.namevalue,Gint Eagle #74,Giant Eagle #74
12.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocodged Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
67.localizability,fixsed,fixed
40.assettype,suermarkets,supermarkets
93.datasourcename,WPRDC Dataset:Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
102.streetaddress,1356 Hoffman Bouelvard,1356 Hoffman Boulevard
96.latitude,58.6122613707721,40.6122613707721
121.namevalue,Fresh Thyme Farmers Market #415,Fresh Thyme Farmers Market #451
133.latitude,123.6122613707721,40.6122613707721
55.statevalue,rPA,PA
14.localizability,fixde,fixed
121.streetaddress,1155 Wahington  Pike,1155 Washington  Pike
1.datasourcename,WPRDC Dataset: Allegheny County Retaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
48.city,Pittsbrgh,Pittsburgh
93.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resourcye/112a3821-334d-4f3f-ab40-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
49.streetaddress,2573 BrandtSchool Rd,2573 Brandt School Rd
11.primarykeyfromrocket,38879.0,34765
64.assettype,supermgarkets,supermarkets
60.streetaddress,121 Hulton tRoad,121 Hulton Road
114.city,Pttsburgh,Pittsburgh
27.zipcode,15122.0,15217
70.streetaddress,6343 Penn  Aveenue,6343 Penn  Avenue
73.localizability,ixed,fixed
3.streetaddress,230 Rodi Road,1620 Babcock  Boulevard
5.streetaddress,125 Virginia Avenue,429 Walnut Street
69.namevalue,Costco #u649,Costco #649
83.latitude,113.6122613707721,40.6122613707721
79.city,West Miffln,West Mifflin
17.streetaddress,100 VIP  Drive,5 Quaker Village Shopping Center
39.assettype,supermakets,supermarkets
15.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-dviolations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
28.localizability,fxed,fixed
32.latitude,40.4415613067987,40.4501010031256
30.primarykeyfromrocket,30265.0,1880
14.latitude,40.4294207827719,40.6086628976599
103.statevalue,A,PA
7.localizability,fixde,fixed
119.city,Bdethel Park,Bethel Park
18.latitude,40.4892632674544,40.3519055509553
99.latitude,84.6122613707721,40.6122613707721
23.statevalue,A,PA
25.datasourcename,WPRDC aDtaset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
67.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab4s0-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
26.zipcode,15209.0,15122
19.datasourcename,WPRDC Dataset: Allegheny County Restaurant/FoodF acility Inspections and Locations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
28.latitude,40.4048249476727,40.4405981739094
31.longitude,-80.0434660161438,-79.9294231858365
59.city,Verolna,Verona
79.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded FoodFacilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
20.primarykeyfromrocket,30265.0,199901260002
28.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Faciliies,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
41.localizability,fixsed,fixed
69.statevalue,AP,PA
69.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violatons/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
97.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab04-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
11.statevalue,uPA,PA
34.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4dhe1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
30.longitude,-80.0350228161454,-79.9225606363348
5.localizability,fhixed,fixed
56.namevalue,Giant Emagle #31,Giant Eagle #31
7.zipcode,15076.0,15211
89.datasourceurl,https://data.wprdc.rog/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
69.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilitiets,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
97.assettype,spermarkets,supermarkets
91.city,Cboraopolis,Coraopolis
13.streetaddress,249 Summit Park Drive,1029 West View Park Drive
26.latitude,40.4991465632107,40.3396577028123
68.localizability,fixde,fixed
133.statevalue,A,PA
118.localizability,fied,fixed
82.streetaddress,79r9 Castle Shannon  Boulevard,799 Castle Shannon  Boulevard
112.streetaddress,2412F erguson  Road,2412 Ferguson  Road
9.latitude,40.4294207827719,40.360992148186
17.localizability,fixde,fixed
98.namevalue,Leonard Labriola's Italan Store,Leonard Labriola's Italian Store
59.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restauranpt-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
41.assettype,supemrarkets,supermarkets
51.statevalue,bPA,PA
44.assettype,supermrkets,supermarkets
22.primarykeyfromrocket,36519.0,2050
1.latitude,40.4294207827719,40.4971622083202
64.latitude,132.6122613707721,40.6122613707721
6.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Lofcations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
22.datasourceurl,https://data.wprdc.or/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
36.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations:u Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
123.namevalue,Giant Eaglew #0093,Giant Eagle #0093
33.streetaddress,230 Rodi Road,4010 Monroeville Boulevard
45.assettype,suprmarkets,supermarkets
16.assettype,supermarkes,supermarkets
32.streetaddress,230 Rodi Road,1711 Penn Avenue
101.statevalue,A,PA
101.assettype,uspermarkets,supermarkets
48.latitude,44.6122613707721,40.6122613707721
68.city,Pittsburfgh,Pittsburgh
25.streetaddress,3812 O'Neil Blvd,132 Ben Avon Heights Rd
25.longitude,-80.0079707599967,-80.0691386522503
76.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Faciliyt Inspections and Locations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
1.streetaddress,125 Virginia Avenue,661 Lincoln Ave
131.city,Monrxoeville,Monroeville
3.primarykeyfromrocket,38879.0,32725
104.latitude,114.6122613707721,40.6122613707721
35.streetaddress,5055 Library  Road,200 Allegheny River Boulevard
110.latitude,140.6122613707721,40.6122613707721
102.namevalue,Giant Eagel #29,Giant Eagle #29
102.assettype,ksupermarkets,supermarkets
82.localizability,ixed,fixed
94.city,Pgittsburgh,Pittsburgh
109.localizability,ifxed,fixed
13.primarykeyfromrocket,2848.0,34317
100.streetaddress,2010 Edden Park Boulevard,2010 Eden Park Boulevard
14.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Gocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
6.primarykeyfromrocket,30265.0,39139
53.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violaions/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
83.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocode Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
13.assettype,supermarekts,supermarkets
22.assettype,superamarkets,supermarkets
55.datasourcename,WPRDC Dataset: Allegheny County Restaurant/Food Facility nIspections and Locations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
110.datasourcename,WPRDC Dataset: Allegheny County Restauraxnt/Food Facility Inspections and Locations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
4.localizability,fxied,fixed
101.streetaddress,1701 Lincoln Highay,1701 Lincoln Highway
11.latitude,40.5410391195376,40.5183067281232
4.namevalue,Gianta Eagle #61,Giant Eagle #61
7.datasourceurl,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4dew1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
109.assettype,supermarpkets,supermarkets
23.streetaddress,5878 Northumberland  Street,225 Blazier Dr
116.namevalue,iGant Eagle #91,Giant Eagle #91
117.namevalue,Dollar Trmee #5553,Dollar Tree #5553
66.localizability,fixde,fixed
133.city,exford,Wexford
14.streetaddress,5878 Northumberland  Street,908 Little Deer Creek Valley Road
84.streetaddress,202 Costc Drive,202 Costco Drive
39.namevalue,Gian tEagle #1691,Giant Eagle #1691
120.latitude,80.6122613707721,40.6122613707721
14.statevalue,rPA,PA
59.statevalue,AP,PA
36.statevalue,PnA,PA
21.latitude,40.4294207827719,40.3389236351549
29.primarykeyfromrocket,30265.0,1878
74.datasourceurl,https://data.wprc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a,https://data.wprdc.org/dataset/allegheny-county-restaurant-food-facility-inspection-violations/resource/112a3821-334d-4f3f-ab40-4de1220b1a0a
64.statevalue,AP,PA
115.datasourcename,WRPDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities,WPRDC Dataset: Allegheny County Restaurant/Food Facility Inspections and Locations: Geocoded Food Facilities
38.namevalue,Sam's Club #6g677,Sam's Club #6677
5.zipcode,15203.0,15143
20.streetaddress,3812 O'Neil Blvd,100 Wal-Mart Dr
22.streetaddress,4647 Buttermilk Hollow  Road,4110 Brighton Road
33.latitude,40.6169113511392,40.432094206355
56.assettype,syupermarkets,supermarkets
