93.datevalue,0/01/1998,01/01/1998
104.datevalue,s10/01/2000,10/01/2000
175.datevalue,07/012/018,07/01/2018
97.datevalue,1/01/1999,01/01/1999
23.datevalue,07/01/o1980,07/01/1980
34.datevalue,04/01/1893,04/01/1983
67.datevalue,0701/1991,07/01/1991
48.datevalue,10/01/1968,10/01/1986
135.datevalue,07/012008,07/01/2008
21.datevalue,01/01/1908,01/01/1980
94.datevalue,04/0r1/1998,04/01/1998
137.datevalue,01/012/009,01/01/2009
114.datevalue,04/n01/2003,04/01/2003
41.datevalue,0z1/01/1985,01/01/1985
136.datevalue,1001/2008,10/01/2008
51.datevalue,0/701/1987,07/01/1987
140.datevalue,10/01/20v09,10/01/2009
9.datevalue,10/01/1977,01/01/1977
26.datevalue,04/01/1918,04/01/1981
111.datevalue,07/01/202,07/01/2002
124.datevalue,100/1/2005,10/01/2005
98.datevalue,04/z01/1999,04/01/1999
4.datevalue,10/01/1a975,10/01/1975
122.datevalue,04/012/005,04/01/2005
139.datevalue,07/01/209,07/01/2009
54.datevalue,04/01/1m988,04/01/1988
80.datevalue,10/011/994,10/01/1994
55.datevalue,07/01/988,07/01/1988
141.datevalue,01/01/2001,01/01/2010
142.datevalue,04/01/201r0,04/01/2010
16.datevalue,10/01/197w8,10/01/1978
110.datevalue,0401/2002,04/01/2002
174.datevalue,0/01/2018,04/01/2018
184.datevalue,10/10/2020,10/01/2020
50.datevalue,04/10/1987,04/01/1987
117.datevalue,01/01p/2004,01/01/2004
169.datevalue,0q1/01/2017,01/01/2017
145.datevalue,01/0/12011,01/01/2011
73.datevalue,01/01c/1993,01/01/1993
22.datevalue,4/01/1980,04/01/1980
179.datevalue,07/01/201q9,07/01/2019
155.datevalue,07/1/2013,07/01/2013
127.datevalue,07/012/006,07/01/2006
156.datevalue,10/0/2013,10/01/2013
147.datevalue,07/10/2011,07/01/2011
28.datevalue,100/1/1981,10/01/1981
33.datevalue,01/01/983,01/01/1983
43.datevalue,07/0/1985,07/01/1985
149.datevalue,f01/01/2012,01/01/2012
165.datevalue,01/01/201v6,01/01/2016
113.datevalue,01/01/003,01/01/2003
91.datevalue,07/0/11997,07/01/1997
151.datevalue,70/01/2012,07/01/2012
148.datevalue,10/0/2011,10/01/2011
133.datevalue,0/01/2008,01/01/2008
176.datevalue,10/01/2081,10/01/2018
7.datevalue,7/01/1976,07/01/1976
157.datevalue,01/01/214,01/01/2014
29.datevalue,01/011/982,01/01/1982
45.datevalue,01/01/9186,01/01/1986
186.datevalue,04/01/2w021,04/01/2021
120.datevalue,10/01p/2004,10/01/2004
