197.sexraceethnicity,"Total - Male, Pacific Islandeir, non-Hispanic","Total - Male, Pacific Islander, non-Hispanic"
282.sexraceethnicity,"Total - Female, Asizan, non-Hispanic","Total - Female, Asian, non-Hispanic"
214.noteonscore,Data not availavble.,Data not available.
256.sexraceethnicity,"Total - Femael, Black, non-Hispanic ","Total - Female, Black, non-Hispanic "
114.sex,emale,Female
241.sexraceethnicity,"Total - Female, White,n on-Hispanic","Total - Female, White, non-Hispanic"
10.raceethnicity,"Apmerican Indian/Alaska Native, non-Hispanic","American Indian/Alaska Native, non-Hispanic"
50.sex,emale,Female
101.sex,Fmeale,Female
118.noteonscore,Dajta not available.,Data not available.
200.noteonscore,Data not cavailable.,Data not available.
268.noteonscore,aDta not available.,Data not available.
163.noteonscore,Dtaa not available.,Data not available.
222.sex,Mae,Male
133.noteonscore,Datan ot available.,Data not available.
129.sexraceethnicity,"Total - mTwo or more races, non-Hispanic","Total - Two or more races, non-Hispanic"
197.sex,Mle,Male
84.raceethnicity,Hsipanic,Hispanic
78.noteonscore,Data not avalable.,Data not available.
286.sexraceethnicity,"Total - Female, Asian, non-Hispanc","Total - Female, Asian, non-Hispanic"
319.noteonscore,Data not avvailable.,Data not available.
108.noteonscore,Data no tavailable.,Data not available.
166.raceethnicity,"Blakc, non-Hispanic ","Black, non-Hispanic "
57.raceethnicity,"Black,g non-Hispanic ","Black, non-Hispanic "
312.sexraceethnicity,"Total - Female, American Indian/Alaska Native, non-Hisapnic","Total - Female, American Indian/Alaska Native, non-Hispanic"
329.sex,Femae,Female
180.sexraceethnicity,"Total - Male, Hispaniic","Total - Male, Hispanic"
121.noteonscore,Data not availabmle.,Data not available.
334.raceethnicity,"Two or moe races, non-Hispanic","Two or more races, non-Hispanic"
283.raceethnicity,"Asina, non-Hispanic","Asian, non-Hispanic"
308.raceethnicity,"Pacific Islander, enon-Hispanic","Pacific Islander, non-Hispanic"
55.sexraceethnicity,"Toal - White, non-Hispanic","Total - White, non-Hispanic"
182.sexraceethnicity,"Total - ale, Hispanic","Total - Male, Hispanic"
238.sex,Mlae,Male
210.noteonscore,Data ot available.,Data not available.
1.noteonscore,Datxa not available.,Data not available.
128.sex,Feamle,Female
245.noteonscore,Datar not available.,Data not available.
249.noteonscore,Data not availble.,Data not available.
111.sexraceethnicity,"Total - Pacific Islander, non-Hipsanic","Total - Pacific Islander, non-Hispanic"
85.noteonscore,Reporting standards ont met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.,Reporting standards not met. Either there are too few cases for a reliable estimate or the coefficient of variation (CV) is 50 percent or greater. Data for 2000 through 2009 include Pacific Islanders.
28.sex,aMle,Male
60.noteonscore,Data not avalable.,Data not available.
269.sexraceethnicity,"Total - Female, Hispdanic","Total - Female, Hispanic"
60.sexraceethnicity,"Total - Balck, non-Hispanic ","Total - Black, non-Hispanic "
223.sex,Mael,Male
81.raceethnicity,Hispnic,Hispanic
233.sexraceethnicity,"nTotal - Male, Two or more races, non-Hispanic","Total - Male, Two or more races, non-Hispanic"
217.sexraceethnicity,"Tota l- Male, American Indian/Alaska Native, non-Hispanic","Total - Male, American Indian/Alaska Native, non-Hispanic"
41.sexraceethnicity,Total - eFmale,Total - Female
207.noteonscore,sData not available.,Data not available.
291.sex,Feamle,Female
316.raceethnicity,"American Indiaen/Alaska Native, non-Hispanic","American Indian/Alaska Native, non-Hispanic"
173.sexraceethnicity,"Total - Male, Hispnaic","Total - Male, Hispanic"
192.raceethnicity,"sian, non-Hispanic","Asian, non-Hispanic"
114.sexraceethnicity,"Total - American Indian/Alaska Native, nonc-Hispanic","Total - American Indian/Alaska Native, non-Hispanic"
75.sexraceethnicity,Total - Hispainc,Total - Hispanic
6.sex,Fjemale,Female
261.noteonscore,Data not availabe.,Data not available.
209.sex,Mae,Male
191.noteonscore,Dta not available. Data for 2000 through 2009 include Pacific Islanders.,Data not available. Data for 2000 through 2009 include Pacific Islanders.
235.sex,aMle,Male
122.noteonscore,Data not availalbe.,Data not available.
222.raceethnicity,"American Indian/Alaska Native, non-Hispainic","American Indian/Alaska Native, non-Hispanic"
222.sexraceethnicity,"Total - Male American Indian/Alaska Native, non-Hispanic","Total - Male, American Indian/Alaska Native, non-Hispanic"
83.noteonscore,wData not available.,Data not available.
163.sexraceethnicity,"Total - Male, Black, non-Hispani c","Total - Male, Black, non-Hispanic "
250.noteonscore,Data not avalable.,Data not available.
296.noteonscore,Data not availabe.,Data not available.
241.raceethnicity,"White, non-ispanic","White, non-Hispanic"
288.noteonscore,Data for 2000 through 2009 include Pacific Islanders.***,Data for 2000 through 2009 include Pacific Islanders.
140.raceethnicity,"Two or more races, non-Hspanic","Two or more races, non-Hispanic"
155.sexraceethnicity,"Total - Male, Blak, non-Hispanic ","Total - Male, Black, non-Hispanic "
315.raceethnicity,"Ameircan Indian/Alaska Native, non-Hispanic","American Indian/Alaska Native, non-Hispanic"
227.sexraceethnicity,"Total - Male, Two or more aces, non-Hispanic","Total - Male, Two or more races, non-Hispanic"
317.noteonscore,Data not aavilable.,Data not available.
15.raceethnicity,"American nIdian/Alaska Native, non-Hispanic","American Indian/Alaska Native, non-Hispanic"
66.sexraceethnicity,"Total - Black, non-Hsipanic ","Total - Black, non-Hispanic "
208.raceethnicity,"Pacfic Islander, non-Hispanic","Pacific Islander, non-Hispanic"
292.sexraceethnicity,"Total  Female, Asian, non-Hispanic","Total - Female, Asian, non-Hispanic"
206.noteonscore,Dtaa not available.,Data not available.
86.sex,Femle,Female
241.sex,emale,Female
335.raceethnicity,"Two or morde races, non-Hispanic","Two or more races, non-Hispanic"
3.sexraceethnicity,dTotal ,Total 
183.raceethnicity,"Asifan, non-Hispanic","Asian, non-Hispanic"
172.sex,hMale,Male
201.sex,ale,Male
119.sex,Femle,Female
27.raceethnicity,"American Indina/Alaska Native, non-Hispanic","American Indian/Alaska Native, non-Hispanic"
263.raceethnicity,"Black, nonHispanic ","Black, non-Hispanic "
178.noteonscore,Datanot available.,Data not available.
136.sex,Fesmale,Female
316.sex,Femle,Female
133.raceethnicity,"Two or more races, nson-Hispanic","Two or more races, non-Hispanic"
145.raceethnicity,"oWhite, non-Hispanic","White, non-Hispanic"
63.sexraceethnicity,"Tota - Black, non-Hispanic ","Total - Black, non-Hispanic "
26.noteonscore,ata not available.,Data not available.
102.raceethnicity,"Pacifci Islander, non-Hispanic","Pacific Islander, non-Hispanic"
33.noteonscore,nData not available.,Data not available.
205.sex,Mae,Male
11.sex,Femiale,Female
124.sex,Femalte,Female
27.noteonscore,Data not avaiable.,Data not available.
264.noteonscore,Data not avaliable.,Data not available.
298.sex,Femae,Female
217.raceethnicity,"American Indian/Alask aNative, non-Hispanic","American Indian/Alaska Native, non-Hispanic"
195.noteonscore,Daa not available. Data for 2000 through 2009 include Pacific Islanders.,Data not available. Data for 2000 through 2009 include Pacific Islanders.
211.sexraceethnicity,"Total - Male, American India/nAlaska Native, non-Hispanic","Total - Male, American Indian/Alaska Native, non-Hispanic"
267.noteonscore,Daa not available.,Data not available.
227.sex,Mael,Male
244.raceethnicity,"White ,non-Hispanic","White, non-Hispanic"
56.sex,emale,Female
261.sexraceethnicity,"Total - Female, Black, non-iHspanic ","Total - Female, Black, non-Hispanic "
143.sex,iMale,Male
125.sex,Feamle,Female
279.sexraceethnicity,"Total - Female, Hispahnic","Total - Female, Hispanic"
19.sex,Mael,Male
327.raceethnicity,"Two or more races, non-iHispanic","Two or more races, non-Hispanic"
88.raceethnicity,"Asian, non-Hispoanic","Asian, non-Hispanic"
73.sexraceethnicity,Total-  Hispanic,Total - Hispanic
124.noteonscore,Data no tavailable.,Data not available.
305.raceethnicity,"Pacific Islander, no-nHispanic","Pacific Islander, non-Hispanic"
18.raceethnicity,"AmericanI ndian/Alaska Native, non-Hispanic","American Indian/Alaska Native, non-Hispanic"
281.raceethnicity,"Asian, nn-Hispanic","Asian, non-Hispanic"
174.sexraceethnicity,"Total- Male, Hispanic","Total - Male, Hispanic"
271.sex,eFmale,Female
302.raceethnicity,"Pacific Islander, non-Hisopanic","Pacific Islander, non-Hispanic"
62.raceethnicity,"Black, non-Hispaniac ","Black, non-Hispanic "
173.sex,ale,Male
258.sexraceethnicity,"Total - Female, Black,n on-Hispanic ","Total - Female, Black, non-Hispanic "
56.sexraceethnicity,"Total - White, non-Hbispanic","Total - White, non-Hispanic"
273.sex,Femael,Female
219.sexraceethnicity,"Total  -Male, American Indian/Alaska Native, non-Hispanic","Total - Male, American Indian/Alaska Native, non-Hispanic"
97.raceethnicity,"Asian, on-Hispanic","Asian, non-Hispanic"
134.raceethnicity,"Two or more races, non-Hspanic","Two or more races, non-Hispanic"
186.sex,ale,Male
213.sex,Mael,Male
312.raceethnicity,"Aerican Indian/Alaska Native, non-Hispanic","American Indian/Alaska Native, non-Hispanic"
251.sexraceethnicity,"Total - Female, White, non-Hispxanic","Total - Female, White, non-Hispanic"
322.noteonscore,Dat anot available.,Data not available.
15.sexraceethnicity,Total - Mjale,Total - Male
52.raceethnicity,"White, non-Hispnic","White, non-Hispanic"
