670.yearvalue,2010-212,2010-2012
1105.flagvalue,,*
121.panel,Current asthma among persons under 18 yearzs,Current asthma among persons under 18 years
2168.panel,Hay fever or respiratory allegry among persons under 18 years,Hay fever or respiratory allergy among persons under 18 years
785.yearvalue,1997-c1999,1997-1999
1676.yearvalue,011-2013,2011-2013
1330.indicatorvalue,Health conditions among children udner age 18,Health conditions among children under age 18
1474.stublabel,American Indian hor Alaska Native only,American Indian or Alaska Native only
589.age,Under 18 yeaars,Under 18 years
1718.flagvalue,,*
1571.unit,"Percent of children ,crude","Percent of children, crude"
337.indicatorvalue,Haelth conditions among children under age 18,Health conditions among children under age 18
1856.indicatorvalue,Health conditions among childrn under age 18,Health conditions among children under age 18
2035.stublabel,Unginsured,Uninsured
1292.flagvalue,,*
1206.age,Under1 8 years,Under 18 years
1775.unit,"Percent of childroen, crude","Percent of children, crude"
2273.yearvalue,2007-009,2007-2009
1217.stubname,Hispanic origin and racve,Hispanic origin and race
87.unitnum,0,1
739.unit,"Percent of children, crdue","Percent of children, crude"
2496.age,Under1 8 years,Under 18 years
365.panel,Asthma attack in last 12 months aomng persons under 18 years,Asthma attack in last 12 months among persons under 18 years
1536.panel,Food allergy among persos under 18 years,Food allergy among persons under 18 years
991.age,Unde r18 years,Under 18 years
1869.panel,Sgkin allergy among persons under 18 years,Skin allergy among persons under 18 years
1147.stubname,qRace,Race
174.indicatorvalue,Health conditions among chrildren under age 18,Health conditions among children under age 18
1861.stublabel,Native Hawaiiian or Other Pacific Islander only,Native Hawaiian or Other Pacific Islander only
1463.unit,"Percent of children, crue","Percent of children, crude"
1108.age,Unkder 18 years,Under 18 years
188.panel,Current asthma among persons nder 18 years,Current asthma among persons under 18 years
1380.stubname,ge,Age
974.unit,"Percent of childre,n crude","Percent of children, crude"
69.panel,Current asthma among persons under 18 yenars,Current asthma among persons under 18 years
1459.flagvalue,,*
261.stublabel,00%-199%,100%-199%
921.yearvalue,20v13-2015,2013-2015
2014.panel,Skin allergy among persons hunder 18 years,Skin allergy among persons under 18 years
1290.indicatorvalue,Health conitions among children under age 18,Health conditions among children under age 18
2002.stublabel,nIsured,Insured
2055.stubname,Ttoal,Total
394.panel,Asthma attasck in last 12 months among persons under 18 years,Asthma attack in last 12 months among persons under 18 years
2241.indicatorvalue,Health conditions among children undesr age 18,Health conditions among children under age 18
670.indicatorvalue,Health conditions among childern under age 18,Health conditions among children under age 18
2089.stubname,Aeg,Age
877.age,Undevr 18 years,Under 18 years
884.indicatorvalue,Health conditionsg among children under age 18,Health conditions among children under age 18
1058.age,10-17 yeasr,10-17 years
2534.unit,"Percent of childreng, crude","Percent of children, crude"
666.indicatorvalue,Healthc onditions among children under age 18,Health conditions among children under age 18
79.unit,"Percent of children, cude","Percent of children, crude"
2245.flagvalue,,*
1664.stublabel,Insureda: Private,Insured: Private
1440.panel,Food allergy among persons uner 18 years,Food allergy among persons under 18 years
424.panel,Asthma attack in lats 12 months among persons under 18 years,Asthma attack in last 12 months among persons under 18 years
143.stubname,Ragce,Race
1267.age,Under 1c8 years,Under 18 years
1053.panel,Serious emotional or behavoral difficulties among persons under 18 years,Serious emotional or behavioral difficulties among persons under 18 years
1088.flagvalue,,*
1855.panel,Skin allergy among pfersons under 18 years,Skin allergy among persons under 18 years
1860.stublabel,Native Hawaiian or Other Pacific Islandera only,Native Hawaiian or Other Pacific Islander only
2343.age,Under 18 yeasr,Under 18 years
353.flagvalue,,*
8.unit,"Percent of children, crued","Percent of children, crude"
1428.panel,Food allergy among persons under 18 years***,Food allergy among persons under 18 years
1228.stubname,Hispanic origin andrace,Hispanic origin and race
2466.indicatorvalue,Health confditions among children under age 18,Health conditions among children under age 18
896.stubname,Hipanic origin and race,Hispanic origin and race
103.unit,"Percent ofchildren, crude","Percent of children, crude"
691.yearvalue,1997h-1999,1997-1999
1247.yearvalue,2016-0218,2016-2018
1378.panel,Food allergy among persons under 18 eyars,Food allergy among persons under 18 years
1421.yearvalue,20p09-2011,2009-2011
1774.yearvalue,2w012-2014,2012-2014
406.indicatorvalue,Health conditiosn among children under age 18,Health conditions among children under age 18
1924.stubname,Hispani origin and race,Hispanic origin and race
802.unit,"Percenct of children, crude","Percent of children, crude"
286.yearvalue,2030-2005,2003-2005
120.flagvalue,,*
442.stubname,eSx,Sex
2576.indicatorvalue,Healt conditions among children under age 18,Health conditions among children under age 18
2609.unit,"Percent of chldren, crude","Percent of children, crude"
75.unit,"Percent of children, cude","Percent of children, crude"
207.age,Under b18 years,Under 18 years
2744.age,Under 18 yers,Under 18 years
469.stublabel,Black o African American only,Black or African American only
1845.age,Under 18 yeasr,Under 18 years
1468.yearvalue,2014-201s6,2014-2016
1606.flagvalue,,*
2287.indicatorvalue,Health conditions among children under age18,Health conditions among children under age 18
731.panel,ADHD among persons under 18 lyears,ADHD among persons under 18 years
408.flagvalue,,*
1533.stublabel,Hispanic ors Latino: All races,Hispanic or Latino: All races
2045.panel,Ha yfever or respiratory allergy among persons under 18 years,Hay fever or respiratory allergy among persons under 18 years
685.panel,Asthma attack in last 12 months among persons qunder 18 years,Asthma attack in last 12 months among persons under 18 years
1277.flagvalue,...***,...
1486.unit,"Percent o fchildren, crude","Percent of children, crude"
801.stublabel,American Indian orA laska Native only,American Indian or Alaska Native only
1382.indicatorvalue,Health conditions among children nder age 18,Health conditions among children under age 18
2190.flagvalue,,*
2256.stublabel,Not Hispanic or Latino: Whtie only,Not Hispanic or Latino: White only
968.indicatorvalue,Health conditions among children nuder age 18,Health conditions among children under age 18
10.yearvalue,009-2011,2009-2011
1037.panel,Seriousu emotional or behavioral difficulties among persons under 18 years,Serious emotional or behavioral difficulties among persons under 18 years
1687.unit,"Percent of childre,n crude","Percent of children, crude"
1080.yearvalue,000-2002,2000-2002
2347.stublabel,Inesured,Insured
856.unitnum,0,1
547.stublabel,Hispanic or Latino: Al races,Hispanic or Latino: All races
872.yearvalue,200-2008,2006-2008
957.stublabel,400% or omre,400% or more
2606.age,nder 18 years,Under 18 years
1802.age,Under 18 ears,Under 18 years
1148.age,Under 1m8 years,Under 18 years
2188.indicatorvalue,Health conditions amoang children under age 18,Health conditions among children under age 18
2505.stublabel,Wite only,White only
61.yearvalue,2000-y2002,2000-2002
307.unit,"Percent oaf children, crude","Percent of children, crude"
2153.stublabel,Wzhite only,White only
1544.unitnum,0,1
1049.stublabel,59 years,5-9 years
470.panel,Asthmaa ttack in last 12 months among persons under 18 years,Asthma attack in last 12 months among persons under 18 years
111.flagvalue,,*
1347.indicatorvalue,Health condtions among children under age 18,Health conditions among children under age 18
2389.stublabel,Unisured,Uninsured
1169.unit,"Precent of children, crude","Percent of children, crude"
826.panel,ADHD among persons under 18 ears,ADHD among persons under 18 years
2731.unit,"Percent of children, curde","Percent of children, crude"
127.stubname,Rafce,Race
1382.panel,Food allery among persons under 18 years,Food allergy among persons under 18 years
2397.panel,Ear infectwions among persons under 18 years,Ear infections among persons under 18 years
489.stublabel,Ameriscan Indian or Alaska Native only,American Indian or Alaska Native only
565.stublabel,Not Hispanic or Latimno: White only,Not Hispanic or Latino: White only
1945.unitnum,0,1
843.indicatorvalue,Health conditionsamong children under age 18,Health conditions among children under age 18
1028.yearvalue,2008-010,2008-2010
2611.unit,"Percent of childrien, crude","Percent of children, crude"
795.stublabel,wBlack or African American only,Black or African American only
1421.flagvalue,,*
19.unitnum,0,1
1976.panel,Skin allergy among personsunder 18 years,Skin allergy among persons under 18 years
312.stublabel,Insued: Private,Insured: Private
2264.indicatorvalue,Healbth conditions among children under age 18,Health conditions among children under age 18
2705.panel,Ear infections among persons under 18 ears,Ear infections among persons under 18 years
922.panel,ADHDs among persons under 18 years,ADHD among persons under 18 years
733.age,10f-17 years,10-17 years
577.flagvalue,,*
276.yearvalue,20z09-2011,2009-2011
450.panel,Asthma attack in last 12 months among person under 18 years,Asthma attack in last 12 months among persons under 18 years
2129.stublabel,Feimale,Female
1980.indicatorvalue,Haelth conditions among children under age 18,Health conditions among children under age 18
2466.panel,Ear infectons among persons under 18 years,Ear infections among persons under 18 years
2529.unit,"Percent of children, ckrude","Percent of children, crude"
621.flagvalue,,*
1772.indicatorvalue,ealth conditions among children under age 18,Health conditions among children under age 18
2620.stubname,Hispanic origin band race,Hispanic origin and race
1599.stublabel,100%-199%***,100%-199%
2741.panel,Ear infections among persons under 18 yeras,Ear infections among persons under 18 years
888.yearvalue,008-2010,2008-2010
2112.stublabel,10-17 ears,10-17 years
1326.panel,Serious emotional or behavioral difficulties among persons under18 years,Serious emotional or behavioral difficulties among persons under 18 years
1580.yearvalue,013-2015,2013-2015
2217.unitnum,0,1
2108.yearvalue,0210-2012,2010-2012
1542.flagvalue,,*
491.stublabel,American Indian or Awlaska Native only,American Indian or Alaska Native only
271.stubname,Percent of povrty level,Percent of poverty level
2237.indicatorvalue,Health conditions among chidren under age 18,Health conditions among children under age 18
1766.panel,Skin allergy among persons unedr 18 years,Skin allergy among persons under 18 years
2142.flagvalue,,*
1284.age,Under 18 yeasr,Under 18 years
2610.panel,Ear infections among pjersons under 18 years,Ear infections among persons under 18 years
1295.panel,Serious emotional or behavioral difficulties among persons underk 18 years,Serious emotional or behavioral difficulties among persons under 18 years
1678.indicatorvalue,Health conditins among children under age 18,Health conditions among children under age 18
225.panel,Current asthma among pesrons under 18 years,Current asthma among persons under 18 years
1513.unit,"Pericent of children, crude","Percent of children, crude"
1153.stublabel,Native Hawaiin or Other Pacific Islander only,Native Hawaiian or Other Pacific Islander only
35.stubname,gAe,Age
2287.stubname,Percent of povetry level,Percent of poverty level
1162.flagvalue,,*
2259.indicatorvalue,Health conditiosn among children under age 18,Health conditions among children under age 18
418.panel,Asthma attack n last 12 months among persons under 18 years,Asthma attack in last 12 months among persons under 18 years
773.unit,"Percent of childre,n crude","Percent of children, crude"
489.panel,Asthma attack in ast 12 months among persons under 18 years,Asthma attack in last 12 months among persons under 18 years
1306.unit,"Percent of chidren, crude","Percent of children, crude"
2442.indicatorvalue,Health conditions among children undder age 18,Health conditions among children under age 18
10.panel,Current asthma among persons uner 18 years,Current asthma among persons under 18 years
2561.yearvalue,2105-2017,2015-2017
1795.yearvalue,200-2005,2003-2005
1539.indicatorvalue,Health conditions among children underage 18,Health conditions among children under age 18
1023.indicatorvalue,Health conditions among children udner age 18,Health conditions among children under age 18
30.stubname,Aeg,Age
749.panel,AbDHD among persons under 18 years,ADHD among persons under 18 years
1998.yearvalue,212-2014,2012-2014
1007.stublabel,Insured:Medicaid,Insured: Medicaid
1663.flagvalue,,*
2646.yearvalue,2016-2j018,2016-2018
1615.unit,"Percent of children, cude","Percent of children, crude"
26.stublabel,0-4 iyears,0-4 years
729.yearvalue,2013-2i015,2013-2015
86.indicatorvalue,Health conditinos among children under age 18,Health conditions among children under age 18
542.panel,Asthma attack in last 12 months amongp ersons under 18 years,Asthma attack in last 12 months among persons under 18 years
474.flagvalue,,*
1222.yearvalue,2003-2m005,2003-2005
576.yearvalue,201j4-2016,2014-2016
1135.stublabel,Aysian only,Asian only
208.stublabel,Not Hispansic or Latino: All races,Not Hispanic or Latino: All races
895.stublabel,Not Hispanic or Latino: White onhly,Not Hispanic or Latino: White only
502.stublabel,Asin only,Asian only
1146.age,Under 18 yars,Under 18 years
906.unit,"Percent of childrenx, crude","Percent of children, crude"
267.age,Under 18u years,Under 18 years
253.indicatorvalue,Health conditions among ckhildren under age 18,Health conditions among children under age 18
1772.yearvalue,2001-2012,2010-2012
1913.flagvalue,,*
1900.unitnum,0,1
603.flagvalue,,*
2128.unit,"Percent ofchildren, crude","Percent of children, crude"
2180.indicatorvalue,Health conditions among mchildren under age 18,Health conditions among children under age 18
2518.indicatorvalue,Healthk conditions among children under age 18,Health conditions among children under age 18
2057.panel,Hay felver or respiratory allergy among persons under 18 years,Hay fever or respiratory allergy among persons under 18 years
1845.yearvalue,2013-205,2013-2015
458.stubname,Rae,Race
125.stubname,Raec,Race
2460.stublabel,a10-17 years,10-17 years
2021.stubname,Heaklth insurance status at the time of interview,Health insurance status at the time of interview
1895.panel,Skin allergy among ypersons under 18 years,Skin allergy among persons under 18 years
1407.yearvalue,200-92011,2009-2011
1549.yearvalue,2101-2013,2011-2013
2448.stublabel,5-9 yxears,5-9 years
2185.stublabel,Asian onily,Asian only
2277.age,Under 18 eyars,Under 18 years
1301.unitnum,0,1
2060.yearvalue,20q00-2002,2000-2002
2331.yearvalue,2090-2011,2009-2011
2219.panel,Hay fever or respirtaory allergy among persons under 18 years,Hay fever or respiratory allergy among persons under 18 years
2031.yearvalue,199f7-1999,1997-1999
1784.flagvalue,,*
2543.stublabel,Asian onlvy,Asian only
248.panel,Current asthma among persones under 18 years,Current asthma among persons under 18 years
595.flagvalue,,*
1510.unitnum,0,1
247.stublabel,Below 100%***,Below 100%
293.unit,"Percent of children, crcude","Percent of children, crude"
1176.panel,Sehrious emotional or behavioral difficulties among persons under 18 years,Serious emotional or behavioral difficulties among persons under 18 years
2234.unitnum,0,1
1251.stubname,Percent of poverty lvel,Percent of poverty level
1335.yearvalue,2s003-2005,2003-2005
938.indicatorvalue,Health conditions among cxhildren under age 18,Health conditions among children under age 18
2081.panel,ay fever or respiratory allergy among persons under 18 years,Hay fever or respiratory allergy among persons under 18 years
2476.indicatorvalue,Heaglth conditions among children under age 18,Health conditions among children under age 18
2268.yearvalue,2016-2081,2016-2018
1327.age,Undr 18 years,Under 18 years
1408.yearvalue,201l0-2012,2010-2012
966.panel,ADHD among persons unde 18 years,ADHD among persons under 18 years
698.unitnum,0,1
