zip,eiaid,utilityname,state,servicetype,ownership,commrate,indrate,resrate
38858,55,City of Aberdeen - (MS),MS,Bundled,Municipal,0.1081226340141141,0.0513824827551941,0.1101963447066146
39730,55,City of Aberdeen - (MS),MS,Bundled,Municipal,0.1081226340141141,0.0513824827551941,0.1101963447066146
70510,59,City of Abbeville - (LA),LA,Bundled,Municipal,0.1101808066759388,0.0861841480778358,0.1043057182315612
21824,84,A & N Electric Coop,MD,Bundled,Cooperative,0.1297397769516728,0.0,0.1237426370638876
21851,84,A & N Electric Coop,MD,Bundled,Cooperative,0.1297397769516728,0.0,0.1237426370638876
21866,84,A & N Electric Coop,MD,Bundled,Cooperative,0.1297397769516728,0.0,0.1237426370638876
21864,84,A & N Electric Coop,MD,Bundled,Cooperative,0.1297397769516728,0.0,0.1237426370638876
21863,84,A & N Electric Coop,MD,Bundled,Cooperative,0.1297397769516728,0.0,0.1237426370638876
23345,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23347,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23313,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23310,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23316,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23443,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23395,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23404,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23405,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23401,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23408,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23409,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23488,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23486,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23482,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23480,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23483,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23407,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23336,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23337,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23429,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23426,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23427,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23420,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23421,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23422,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23423,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23308,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23301,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23303,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23302,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23307,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23306,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23389,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23357,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23354,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23350,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23415,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23414,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23417,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23416,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23410,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23413,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23412,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23419,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23418,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23356,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23358,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23359,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23442,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23440,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23441,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23398,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23399,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23396,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23341,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
62360,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62376,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62375,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62373,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
61452,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
61455,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62320,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62379,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62359,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62319,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62314,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62316,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62311,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62312,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62618,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62611,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62343,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62340,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62346,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62347,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62344,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62345,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62349,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62378,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62624,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62339,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62338,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62365,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62367,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62681,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
61440,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62351,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62353,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62305,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62324,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62325,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62665,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
53952,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53955,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53954,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53959,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54646,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53956,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53590,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53594,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53901,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54923,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54921,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53930,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53933,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53932,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53934,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53936,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54970,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54976,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53964,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53965,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53960,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54941,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54943,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54494,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53916,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53910,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53913,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53559,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53948,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53949,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53944,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53946,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54968,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54966,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54965,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54960,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54930,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54984,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54981,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54982,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53923,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53920,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53926,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53925,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54909,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54613,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54457,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
45167,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45101,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45663,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45660,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45661,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45616,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45697,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45693,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45646,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45168,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45133,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45671,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45679,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45657,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45144,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45115,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45652,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45650,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45684,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
14065,122,Village of Arcade - (NY),NY,Bundled,Municipal,0.0460016384145188,0.0431834968872005,0.054202432987519
14042,122,Village of Arcade - (NY),NY,Bundled,Municipal,0.0460016384145188,0.0431834968872005,0.054202432987519
14009,122,Village of Arcade - (NY),NY,Bundled,Municipal,0.0460016384145188,0.0431834968872005,0.054202432987519
