tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,MV
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,MV,REP,MV
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,MV,REP,MV
CLN,CLN,CLN,CLN,MV,REP,MV
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,CLN,CLN,CLN,MV
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,CLN,CLN,CLN,CLN
CLN,CLN,CLN,MV,CLN,MV,SEM
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,MV,CLN,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,CLN
CLN,CLN,CLN,MV,CLN,MV,SEM
CLN,CLN,CLN,MV,CLN,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,MV,SEM,MV,SEM
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,CLN,MV,CLN,MV
CLN,CLN,CLN,MV,SEM,MV,SEM
