county_name,code,district_name,city,address,state,zip,phone,fax,web_siteurl,superintendent,superintendents_email,board_president,unnamed_one_three,unnamed_one_four
ADAIR       ,01-C019,PEAVINE                       ,Stilwell,77943 Hwy 59 N.,OK,74960.0,(918) 696-7818,(918) 696-2199,http://www.peavinepanthers.net/,Michael Hargis,mhargis@peavinepanthers.net,Edward Gass,NULL,NULL
ADAIR       ,01-C019,MARYETTA                      ,Stilwell,"Rural Route 6, Box 2840",OK,74960.0,(918) 696-2285,(918) 696-6746,http://www.maryetta.k12.ok.us,Lori Means,lmeans@maryetta.k12.ok.us,Larry Eagleton,NULL,NULL
ADAIR       ,01-C024,ROCKY MOUNTAIN                ,Stilwell,"Rural Route 1, Box 665",OK,74960.0,(918) 696-7509,(918) 696-3654,www.rockymtn.k12.ok.us,Alicia Ketcher,aketcher@rockymtn.k12.ok.us,Angelia Dowty,NULL,NULL
ADAIR       ,01-C028,ZION                          ,Stilwell,470658 E. 850 Road,OK,74960.0,(918) 696-7866,(918) 696-6226,NULL,Charles Benham,c_benham@zionjets.com,Robert Patterson,NULL,NULL
ADAIR       ,01-C029,DAHLONEGAH                    ,Stilwell,470658 E. 850 Road,OK,74960.0,(918) 696-7807,(918) 696-2192,www.dahlonegah.k12.ok.us,Jeff Limore,jtlimore@dahlonegah.k12.ok.us,Randy Mccarter,NULL,NULL
ADAIR       ,01-C032,GREASY                        ,Bunch,92009 South 4676 Road,OK,74931.0,(918) 696-7768,(918) 696-7240,NULL,Michael Wolfe,Michael.Wolfe@greasy.k12.ok.us,Reba Bruner,NULL,NULL
ADAIR       ,01-C028,WATTS                         ,Watts,616 6Th Street,OK,74964.0,(918) 422-5311,(918) 422-5556,wattsschool.com,Lisa Weaver,lweaver@WATTSSCHOOL.COM,Brigitte Beavers,NULL,NULL
ADAIR       ,01-C028,WESTVILLE                     ,Westville,500 W Chincapin,OK,74965.0,(918) 723-3181,(918) 723-3042,http://www.westville.k12.ok.us,Terry Heustis,theustis@westville.k12.ok.us,Chad Eagleton,NULL,NULL
ADAIR       ,01-I025,STILWELL                      ,Stilwell,1801 West Locust Street,OK,74960.0,(918) 696-7001,(918) 696-2193,http://www.stilwellk12.org,Geri Gilstrap,ggilstrap@stilwellk12.org,Gordon Chronister,NULL,NULL
ADAIR       ,01-C019,CAVE SPRINGS                  ,Bunch,"Rural Route 6, Box 2840",OK,74931.0,(918) 775-2364,(918) 776-2052,www.cavesprings.k12.ok.us,Geary Brown,gbrown@cavesprings.k12.ok.us,Joanna Harris,NULL,NULL
ALFALFA     ,01-C029,BURLINGTON                    ,Burlington,401 Main St.,OK,73722.0,(918) 696-7866,(580) 431-2237,http://www.burlingtonschool.com/,Glen Elliott,gelliott@burlingtonschool.com,Terry Graham,NULL,NULL
ALFALFA     ,01-C024,CHEROKEE                      ,Cherokee,412 East 5Th Street,OK,73728.0,(580) 596-3391,(580) 596-2319,http://cherokee.k12.ok.us/,Donna Anderson,ANDERSOND@CHEROKEE.K12.OK.US,Kory Littlefield,NULL,NULL
ALFALFA     ,02-I093,TIMBERLAKE                    ,Helena,601 N. Main,OK,73741.0,(580) 852-3307,(580) 852-3280,www.tlake.k12.ok.us,Mark Newton,mnewton@tlake.k12.ok.us,Chad Greb,NULL,NULL
ATOKA       ,01-C024,HARMONY                       ,Atoka,"Rural Route 6, Box 2840",OK,74525.0,(580) 889-3687,(580) 889-4631,http://www.harmonyps.org,Brian Walker,bwalker@harmonyps.org,Jarod Hatcher,NULL,NULL
ATOKA       ,03-C022,LANE                          ,Lane,601 W. Mcgee Creek Rd.,OK,74555.0,(580) 889-2743,(580) 889-9157,http://lanepublicschool.com/,Roland Smith,rolandsmith@lane.k12.ok.us,Rebecca Sandmann,NULL,NULL
ATOKA       ,01-C032,STRINGTOWN                    ,Stringtown,304 Highland St.,OK,74569.0,(580) 346-7423,(580) 346-7223,www.stringtown.k12.ok.us,Tony Potts,tpotts@stringtownisd.org,Scott Dunlap,NULL,NULL
ATOKA       ,03-I015,ATOKA                         ,Atoka,1680 S Greathouse Drive,OK,74525.0,(580) 889-6611,(580) 889-2513,www.atoka.org,Ronald Whipkey,rwhipkey@atoka.org,Keith Cochran,NULL,NULL
ATOKA       ,03-I019,TUSHKA                        ,Atoka,"Rural Route 1, Box 665",OK,74525.0,(580) 889-7355,(580) 889-6144,http://tushka.k12.ok.us,Matthew Simpson,msimpson@tushka.k12.ok.us,Bennie Evans,NULL,NULL
ATOKA       ,03-I026,CANEY                         ,Caney,372 N. Cobb Ave,OK,74533.0,(580) 889-1996,(580) 889-5033,www.caneyisd.org,Lori Delay,l.delay@caneyisd.org,Coby Ridgway,NULL,NULL
BEAVER      ,04-I022,BEAVER                        ,Beaver,807 Avenue G,OK,73932.0,(580) 625-3444,(580) 625-3690,http://www.beaver.k12.ok.us/,Scott Kinsey,skinsey@beaver.k12.ok.us,Guy Bennett,NULL,NULL
BEAVER      ,04-I075,BALKO                         ,Balko,1 Bison Drive,OK,73931.0,(580) 646-3385,(580) 646-3499,http://www.balko.k12.ok.us/,Roger Mendell,rmendell@balko.k12.ok.us,Ryan Littau,NULL,NULL
BEAVER      ,04-I123,FORGAN                        ,Forgan,504 West Main,OK,73938.0,(918) 696-2285,(580) 487-3368,www.forganschool.com,Travis Smalts,tsmalts@forgan.k12.ok.us,Mike Griffin,NULL,NULL
BEAVER      ,04-I128,TURPIN                        ,Turpin,316 S Lee,OK,73950.0,(580) 778-3333,(580) 778-3179,http://www.turpinps.org,Keith Custer,kcuster@turpinps.org,John Moses,NULL,NULL
BECKHAM     ,05-I002,MERRITT                       ,Elk City,19693 East 1130 Road,OK,73644.0,(580) 225-5460,(580) 225-5469,www.merritt.k12.ok.us,Jeff Daugherty,daughertyj@merritt.k12.ok.us,Darin Higgins,NULL,NULL
BECKHAM     ,01-C029,ELK CITY                      ,Elk City,Elk City Public School,OK,73644.0,(580) 225-0175,(580) 225-8644,www.elkcityschools.com,Rick Garrison,garrisonr@elkcityschools.com,Brandon Storm,NULL,NULL
BECKHAM     ,05-I031,SAYRE                         ,Sayre,716 Northeast Highway 66,OK,73662.0,(580) 928-5531,(580) 928-5538,http://www.sayre.k12.ok.us,Danny Crabb,dcrabb@sayre.k12.ok.us,Bandy Silk,NULL,NULL
BECKHAM     ,05-I051,ERICK                         ,Erick,325 S. Pine St.,OK,73645.0,(580) 526-3476,(580) 526-3308,http://www.erickps.k12.ok.us/,Jeff Kelly,JKELLY@ERICKPS.K12.OK.US,Brady Greer,NULL,NULL
BLAINE      ,06-I009,OKEENE                        ,Okeene,301 North Main,OK,73763.0,(580) 822-3268,(580) 822-4123,http://okeene.k12.ok.us/,Ron Pittman,rwpitt@okeene.k12.ok.us,Bennet Peters,NULL,NULL
BLAINE      ,06-I042,WATONGA                       ,Watonga,1200 Eagle Lane,OK,73772.0,(580) 623-7364,(580) 623-7370,www.watongapublicschools.com,Bill Seitter,billseitter@watonga.k12.ok.us,Aaron Clewell,NULL,NULL
BLAINE      ,06-I080,GEARY                         ,Geary,110 Southwest Embree Drive,OK,73040.0,(405) 884-2411,(405) 884-2099,http://www.gearyschools.org/,Todd Glasgow,tglasgow@geary.k12.ok.us,Crystal Briscoe,NULL,NULL
BLAINE      ,06-I105,CANTON                        ,Canton,300 E. Main St.,OK,73724.0,(580) 886-3516,(580) 886-3501,http://www.canton.k12.ok.us/,Carl Baker,bakerc@canton.k12.ok.us,Delana Canada,NULL,NULL
BRYAN       ,07-I001,SILO                          ,Durant,122 West Bourne Street,OK,74701.0,(580) 924-7000,(580) 920-7988,www.siloisd.org,Kate Mcdonald,k.mcdonald@siloisd.org,Bradley Rowland,NULL,NULL
BRYAN       ,07-I002,ROCK CREEK                    ,Bokchito,200 East Steakley Street,OK,74726.0,(580) 295-3137,(580) 295-3762,www.rockcreekisd.net,Preston Burns,pburns@rockcreekisd.net,Frank Converse,NULL,NULL
BRYAN       ,07-I003,ACHILLE                       ,Achille,101 N 5Th Ave,OK,74720.0,(580) 283-3775,(580) 283-3787,http://www.achilleisd.org/,Richard Beene,rbeene@achilleisd.org,Roger West,NULL,NULL
BRYAN       ,07-I004,COLBERT                       ,Colbert,630 Collins St.,OK,74733.0,(580) 296-2624,(580) 296-2088,www.colbertisd.org,Jarvis Dobbs,dobbsj@colbertisd.org,Martin Shoopman,NULL,NULL
BRYAN       ,07-I005,CADDO                         ,Caddo,600 S. Mcpherren St.,OK,74729.0,(580) 367-2208,(580) 367-2837,www.caddoisd.org,Lee Northcutt,lnorthcutt@caddoisd.org,Steve Kelso,NULL,NULL
BRYAN       ,07-I040,BENNINGTON                    ,Bennington,729 North Perry Street,OK,74723.0,(580) 847-2737,(580) 847-2787,http://www.benningtonisd.org/,Pamela Reynolds,preynolds@benningtonisd.org,Angie Emert,NULL,NULL
BRYAN       ,07-I048,CALERA                        ,Calera,308 West Smiser,OK,74730.0,(580) 434-5700,(580) 434-5800,www.caleraisd.k12.ok.us,Gerald Parks,gparks@caleraisd.k12.ok.us,Justin Boone,NULL,NULL
BRYAN       ,07-I072,DURANT                        ,Durant,1323 Waco Street,OK,74701.0,(580) 924-1276,(580) 924-6019,www.durantisd.org,Duane Merideth,duane.merideth@durantisd.org,Jim Hodson,NULL,NULL
BRYAN       ,07-K002,(ILC) CHOCTAW NATION          ,Durant,810 Waldon Dr,OK,74702.0,(580) 931-0691,(580) 931-0120,http://www.choctawinterlocal.org,Justin Fite,jfite@choctawnation.com,Jarvis Dobbs,NULL,NULL
CADDO       ,08-I011,HYDRO-EAKLY                   ,Hydro,407 East Seventh Street,OK,73048.0,(405) 663-2774,(405) 663-2139,www.hydroeakly.k12.ok.us,Jeremy Bussey,jbussey@hydroeakly.k12.ok.us,Winston Barnett,NULL,NULL
CADDO       ,08-I012,LOOKEBA SICKLES               ,Lookeba,307 W. Sickles Ave.,OK,73053.0,(405) 457-6623,(405) 457-6382,http://www.lookeba.k12.ok.us,Mike Davis,mdavislsps16@gmail.com,Tommy House,NULL,NULL
CADDO       ,08-I020,ANADARKO                      ,Anadarko,1400 South Mission Street,OK,73005.0,(405) 247-6605,(405) 247-6819,http://www.apswarriors.com,Cindy Hackney,chackney@apswarriors.com,Kathy Kappelle,NULL,NULL
CADDO       ,08-I033,CARNEGIE                      ,Carnegie,330 West Wildcat Drive,OK,73015.0,(580) 654-1470,(580) 654-1644,www.carnegieschools.com,Mark Batt,mbatt@carnegie.k12.ok.us,Gerald Peters,NULL,NULL
CADDO       ,08-I056,BOONE-APACHE                  ,Apache,522 East Floyd Street,OK,73006.0,(580) 588-5200,(580) 588-3400,http://www.apacheps.org,Don Schneberger,dschneberger@apacheps.org,Charlotte Myers,NULL,NULL
CADDO       ,08-I064,CYRIL                         ,Cyril,326 W. Windle Avenue,OK,73029.0,(580) 464-2419,(580) 464-2445,www.cyrilschools.org,Jamie Mitchell,jmitchell@cyrilschools.org,Delbert Mccurley,NULL,NULL
CADDO       ,08-I086,GRACEMONT                     ,Gracemont,417 East Mccall,OK,73042.0,(405) 966-2236,(405) 966-2395,www.gracemont.k12.ok.us,Jamie Mitchell,jmitchell@gracemont.k12.ok.us,Mike Jennings,NULL,NULL
CADDO       ,08-I160,CEMENT                        ,Cement,201 S. Main,OK,73017.0,(405) 489-3216,(405) 489-3219,http://cement.opsrc.net/,David Davidson,ddavidson@cement.k12.ok.us,Karen Glass,NULL,NULL
CADDO       ,08-I161,HINTON                        ,Hinton,708 N. Broadway,OK,73047.0,(405) 542-3257,(405) 542-3286,www.hintonschools.org,Richard Brownen,Richard.Brownen@hintonschools.org,Ken Spady,NULL,NULL
CADDO       ,08-I167,FORT COBB-BROXTON             ,Fort Cobb,407 N 6Th Street,OK,73038.0,(405) 643-2336,(405) 643-2547,www.fcbmustangs.com,Kyle Lierle,klierle@fcbmustangs.com,Jamie Courtney,NULL,NULL
CADDO       ,08-I168,BINGER-ONEY                   ,Binger,323 South Apache Ave.,OK,73009.0,(405) 656-2304,(405) 656-2267,http://www.binger-oney.k12.ok.us/,Rex Trent,rtrent@binger-oney.k12.ok.us,Mark Sage,NULL,NULL
CANADIAN    ,09-C029,RIVERSIDE                     ,El Reno,4800 East Foreman Street,OK,73036.0,(405) 262-2907,(405) 262-2925,www.riversidenews.webs.com,David Garner,dgarner@riverside.k12.ok.us,Christina Caldwell,NULL,NULL
CANADIAN    ,09-C031,BANNER                        ,El Reno,2455 North Banner Road,OK,73036.0,(405) 262-0598,(405) 262-0628,www.banner.k12.ok.us,Larry York,ljyork68@banner.k12.ok.us,Mike Keller,NULL,NULL
CANADIAN    ,09-C070,DARLINGTON                    ,El Reno,4408 North Highway 81,OK,73036.0,(405) 262-0137,(405) 262-3215,www.darlingtonps.com,Loren Tackett,ltackett@darlington.k12.ok.us,Deforest Tallbear,NULL,NULL
CANADIAN    ,09-C162,MAPLE                         ,Calumet,904 South Maple Road,OK,73014.0,(405) 262-5647,(405) 262-5651,www.mapleschool.us,William Derryberry,bderryberry@mapleschool.us,David Bilderback,NULL,NULL
CANADIAN    ,09-I022,PIEDMONT                      ,Piedmont,713 Piedmont Road North,OK,73078.0,(405) 373-2311,(405) 373-0912,http://www.piedmontschools.org/,James White,James.White@piedmontschools.org,Karen Green,NULL,NULL
CANADIAN    ,09-I027,YUKON                         ,Yukon,600 Maple Street,OK,73099.0,(405) 354-2587,(405) 354-4208,www.yukonps.com,W. Jason Simeroth,jason.simeroth@yukonps.com,Suzanne Cannon,NULL,NULL
CANADIAN    ,09-I034,EL RENO                       ,El Reno,100 South Bickford Avenue,OK,73036.0,(405) 262-1703,(405) 262-8620,www.elrenops.org,Craig Mcvay,cmcvay@elrenops.org,Steve Jensen,NULL,NULL
CANADIAN    ,09-I057,UNION CITY                    ,Union City,105 W. Division,OK,73090.0,(405) 483-3531,(405) 483-5599,www.unioncity.k12.ok.us,Todd Carel,t.carel@unioncity.k12.ok.us,John Everett,NULL,NULL
CANADIAN    ,09-I069,MUSTANG                       ,Mustang,906 South Heights Drive,OK,73064.0,(405) 376-2461,(405) 376-7333,http://www.mustangps.org,Sean Mcdaniel,mcdaniels@mustangps.org,Chad Fulton,NULL,NULL
CANADIAN    ,09-I076,CALUMET                       ,Calumet,110 N. Freehome,OK,73014.0,(405) 893-2222,(405) 893-2409,http://www.chs.k12.ok.us,Keith Weldon,kweldon@chs.k12.ok.us,Kirk Kennedy,NULL,NULL
CARTER      ,10-C072,ZANEIS                        ,Wilson,30515 U.S. Highway 70,OK,73463.0,(580) 668-2955,(580) 668-2114,NULL,Ryan Cole,zaneis@zaneis.k12.ok.us,Buddy Withers,NULL,NULL
