rx_device,file_id,tx_device,start_time,endtime,value
23,941196,23,278801694980062,278801695480063,192
24,23278,24,277944407512659,277944409112698,192
26,24259,26,277321682396884,277321682896867,192
27,24547,27,277927197593602,277927199693637,192
1117,190947,-2501,278734166140214,278734466016573,0
1121,16692,-26022,276352776119975,276353076019683,0
1121,16701,27577,276542976147678,276543276063308,0
1122,17180,9317,276442776181956,276443076082508,0
1123,3334,-9405,276345276190741,276345576091183,0
1123,3337,19236,276396276160075,276396576060697,0
1123,3351,22378,276641376151269,276641676051255,0
1123,3353,8816,276667476191679,276667776092072,0
1123,3353,29948,276666876191593,276667176091857,0
1123,193656,1229,276302376117030,276302676033039,0
1127,194291,-9681,276241476160264,276241776060440,0
1128,17513,-18420,276462576171083,276462876090536,0
1128,17513,-10047,276464976140637,276465276072572,0
1128,17517,24780,276638076105560,276638376038216,0
1128,17537,2516,277317876180932,277318176081460,0
1128,17545,-7515,277590876184139,277591176084261,0
1128,17557,4032,277840476121047,277840776021172,0
1128,17557,24917,277840176120980,277840476021027,0
1128,17569,-27833,278023776155386,278024076055098,0
1128,17569,-26863,278023476155159,278023776055377,0
1128,17571,-7727,278110776133500,278111076033409,0
1128,17572,-29694,278163576173381,278163876072903,0
70,41412,70,277506849662921,277506849962921,192
43,31266,43,278250762996676,278250763074603,208
45,32223,45,276469446548187,276469447047126,208
45,32223,45,276469447147169,276469604347446,80
45,32223,45,276469604447527,276469604647532,208
45,959067,45,278080462773236,278080463259450,208
46,32637,46,278029791571550,278029792471585,208
1133,52435,-30004,277082676105299,277082976004901,0
1133,52484,4008,278025576142527,278025876041974,0
1138,5084,-28877,276175476117401,276175776049107,0
1138,5087,12349,276208176167440,276208476082796,0
1138,5087,32761,276207576167750,276207876067719,0
1138,5089,-24468,276261876188769,276262176089047,0
1138,5109,-21736,276522576124107,276522876024026,0
1138,5109,-12990,276523176123894,276523476024709,0
1138,5115,29870,276634176145561,276634476045573,0
1138,195556,-2148,276262176189054,276262476088814,0
1138,195580,20657,276551676192496,276551976092620,0
1140,5466,-9609,276471876167402,276472176067826,0
291,24842,9882,276905076189763,276905376089894,0
291,24863,6613,277475976171669,277476276071822,0
291,24871,-18655,277762176155104,277762476055040,0
291,24871,-8109,277762776154921,277763076055191,0
1064,866339,6691,277740566085630,277740865962257,0
1111,68628,-17741,276473676139252,276473976054971,0
1111,68629,-18701,276481176176773,276481476076837,0
1111,68691,-16618,277932876172438,277933176003946,0
1111,68721,-21321,278545176161881,278545476062143,0
1112,53964,-23055,276174576121177,276174876021024,0
1112,53973,-8253,276372876132897,276373176032673,0
1112,54002,7099,276952476111087,276952776058713,0
1112,54008,31184,277080876148941,277081176049172,0
1112,54034,383,277384176105023,277384476004952,0
1112,54058,-15847,277988376140422,277988676040638,0
1112,54076,19176,278247876158889,278248176017012,0
1112,54080,-9801,278282676151529,278282976068795,0
2497,285305,12996,278208866039417,278209165916220,0
2497,285308,13838,278350766035008,278351065910906,0
