OBJECTID,NLCS_ID,TRAIL_TYPE,NSHT_SGMNT_NO,NLCS_NAME,FAMS_ID,CASEFILE_NO,MNG_AGCY,ADMIN_ST,NHT_CND_CTGY,COORD_SRC_TYPE,COORD_SRC2,DEF_FET_TYPE,DEF_FET2,ACCURACY_FT,GlobalID,Shape__Length
711,NLCS000851,Historic,UT00000001,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{15B16687-5F6E-4638-9526-A568F39E0B30},15037.234661677
712,NLCS000851,Historic,UT00000002,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{93F88A07-9701-41FE-946E-B0934BA99530},1252.82284574042
713,NLCS000851,Historic,UT00000003,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{FDB971B2-F586-430E-A5B1-C8C97AC44253},9223.971815926
714,NLCS000851,Historic,UT00000004,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{0E902E02-2119-4996-A1D0-07A62AD58607},5208.87103958977
715,NLCS000851,Historic,UT00000005,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D81EF1A4-71C7-4A77-B330-E4F561E63FC2},2818.12232944285
716,NLCS000851,Historic,UT00000006,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{2281C8B6-8E2E-4B3B-9184-E525B9B8B577},17405.0858666975
717,NLCS000851,Historic,UT00000007,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{780AA8F4-DCCB-4E93-B4E1-023A8F16A74C},1815.78477954643
718,NLCS000851,Historic,UT00000008,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{0187A111-6214-44C7-AAA7-0AC4A745E505},1374.22945078847
719,NLCS000851,Historic,UT00000009,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{6BFFA123-D382-4BED-9902-1B7407477C2B},2941.31439906656
720,NLCS000851,Historic,UT00000010,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{13BBF352-66CC-40E7-8263-3AD4ADEC6D7E},1319.17945622473
721,NLCS000851,Historic,UT00000011,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E8E80A8F-7F46-48A4-BCE6-7C35EF547539},1005.99740199122
722,NLCS000851,Historic,UT00000012,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{6E913850-228C-4B83-8070-0E2F29BC944C},34626.5097526504
723,NLCS000851,Historic,UT00000013,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{30DEBDED-5036-46D7-BF6F-93510415ACD6},584.91786898384
724,NLCS000851,Historic,UT00000014,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D64E76CF-1FD3-43AD-AD2F-DEF40B6B3C3C},528.411214544132
725,NLCS000851,Historic,UT00000015,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D49EF2F2-2C4A-4061-9888-0E8797582F53},24464.8847580483
726,NLCS000851,Historic,UT00000016,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{DA8BD571-88F7-4D8F-8E03-BB138304B845},6366.32342978676
727,NLCS000851,Historic,UT00000017,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{094BB7BF-3EC2-44E7-9DC9-76911454DC8C},3566.53389045825
728,NLCS000851,Historic,UT00000018,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F8540A30-BF36-41BA-A8DA-9997FF622B1B},3349.09135930122
729,NLCS000851,Historic,UT00000019,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{6408C073-3B7C-4171-A93E-ACD7053A74D9},2643.81917522809
730,NLCS000851,Historic,UT00000020,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{880B3BF1-2ED7-45FE-B764-E4BCD501B76E},2143.54882059973
731,NLCS000851,Historic,UT00000021,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{2335D421-50B6-44A8-B3A2-8EB6AAE1337D},4969.74766937493
732,NLCS000851,Historic,UT00000022,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{12732C86-6258-48CB-9438-EDEB3401D0A1},261.644492090508
733,NLCS000851,Historic,UT00000023,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F5F9DF8E-F5A1-48FD-B1DA-F5C59D95EA1C},584.57436245599
734,NLCS000851,Historic,UT00000024,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{850D4DD9-B9E7-4CBA-97F1-7C656F676510},4412.23064188358
735,NLCS000851,Historic,UT00000025,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{A64D9EE0-2380-4B5D-AA96-4114A80AABB4},4301.62807756569
736,NLCS000851,Historic,UT00000026,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{60CECB4B-772C-4FF8-9F3A-667BBA1704A8},11421.1333727335
737,NLCS000851,Historic,UT00000027,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{55D0FA87-CEA3-470C-B5F4-0483C9699670},3816.91762188161
738,NLCS000851,Historic,UT00000028,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{24408E0A-0EE6-453A-8B87-3A68F7EFB361},265.129617163914
739,NLCS000851,Historic,UT00000029,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{3F88ED67-537F-4ED2-A401-539214DDE951},310.733095676425
740,NLCS000851,Historic,UT00000030,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F014756F-5980-4A87-B621-ED17DA1745F9},2021.0407491506
741,NLCS000851,Historic,UT00000031,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{9AC5E1D0-FAF2-4AB7-9AFE-25838D856250},9479.96498363868
742,NLCS000851,Historic,UT00000032,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E2DCB316-0D47-4B52-9375-BC4FC3C2944D},7032.37327727892
743,NLCS000851,Historic,UT00000033,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{4F70010C-20D8-49BF-A995-4735D28CC411},9513.77998105915
744,NLCS000851,Historic,UT00000034,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{0245B7DC-6CEF-471D-A0B6-58C2D27A644D},7792.25877253672
745,NLCS000851,Historic,UT00000035,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{7C4A21C8-33B8-40EB-B9B5-BEA0067E5783},10502.2788998549
746,NLCS000851,Historic,UT00000036,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{5EED7F6B-3E21-46C7-9F84-CC7148ADEC60},15166.5277456818
747,NLCS000851,Historic,UT00000037,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{666D83D1-539B-4F7F-900F-E81D948D7FF8},2242.22192365185
748,NLCS000851,Historic,UT00000038,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{B8C40D06-C0B7-4F1C-A937-145E2192F553},232.002831907697
749,NLCS000851,Historic,UT00000039,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{464CC848-FBA9-41F5-B30F-5C74963EAEDC},12298.8718554285
750,NLCS000851,Historic,UT00000040,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{4E5B8653-3017-43D5-97D0-99A2D8AFD15F},9519.1069513864
751,NLCS000851,Historic,UT00000041,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{C565AD94-6CDB-4925-B5E6-FA0B1839C065},1594.86487445268
752,NLCS000851,Historic,UT00000042,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{C7414CD0-5D46-4581-B406-25A24B5EE0D9},26328.5529832103
753,NLCS000851,Historic,UT00000043,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{706CF289-D97E-495F-8E06-84479A4858A8},5099.05085234604
754,NLCS000851,Historic,UT00000044,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{A7DDD392-7818-4DA5-95C5-42154A5F6C38},19104.5797668546
755,NLCS000851,Historic,UT00000045,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{9C5B162F-8798-487C-B0DD-3C4D058B4A27},157.40120144335
756,NLCS000851,Historic,UT00000046,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{5497054F-1A36-4C3B-9C8C-D44A865FCC7C},579.370967007009
757,NLCS000851,Historic,UT00000047,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{06366C6B-C694-4C44-B80A-AE64C8D280AF},2217.77940027469
758,NLCS000851,Historic,UT00000048,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{338AD147-19AE-421B-B162-F1F1FCC3095B},848.726504443289
759,NLCS000851,Historic,UT00000049,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F11B3E30-1579-49D9-A41C-8E2CFB020CA8},6959.99665097081
760,NLCS000851,Historic,UT00000050,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{76CBB10A-33D4-4AA5-8D22-2AEB52324338},939.270158203831
761,NLCS000851,Historic,UT00000051,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{659FC9CD-A19B-4EFC-8F72-F7CDCD125D88},14816.4653595083
762,NLCS000851,Historic,UT00000052,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{319E071F-37F3-4707-8FB8-17D5AEDC9A81},11128.6485347363
763,NLCS000851,Historic,UT00000053,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E77EBC42-B01B-4D6B-B70E-BD76905074BB},3468.79172850618
764,NLCS000851,Historic,UT00000054,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{DDFC4EDE-797B-4CC9-A2E5-70F05B8A8A45},2733.50868369207
765,NLCS000851,Historic,UT00000055,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F27534F5-44B2-4EA7-94BB-872BA03942A1},1922.25039597834
766,NLCS000851,Historic,UT00000056,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{FCA437E2-5718-4E0A-825F-76EF238684C8},6954.51882371158
767,NLCS000851,Historic,UT00000057,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{3DDC96EA-3174-4EFE-9506-A8B52517DB85},4204.16459980582
768,NLCS000851,Historic,UT00000058,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{47D51267-F268-4889-85F0-5B9D49609769},4638.02360916147
769,NLCS000851,Historic,UT00000059,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{4B9E474D-3DDF-4FF5-90C5-3D053637D809},3143.57404428125
770,NLCS000851,Historic,UT00000060,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{CF450F50-3855-49E9-9561-E56A864F73F6},14292.5242516013
771,NLCS000851,Historic,UT00000061,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{A434B4B2-464C-4251-AF6D-690A4C355055},12442.8066768661
772,NLCS000851,Historic,UT00000062,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{2FDB9D05-082B-4414-984C-DDC58D371AF1},22447.4763768544
773,NLCS000851,Historic,UT00000063,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{46EBC52E-2CFB-4391-A9F4-C93A22A9DCFB},6687.39860349291
774,NLCS000851,Historic,UT00000064,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{508CA9B5-91DB-41C5-8E12-26457FA3D6E2},6900.58364129135
775,NLCS000851,Historic,UT00000065,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{DF72783D-CE15-4DE6-80E4-1A777A4C4842},84.5597751907625
776,NLCS000851,Historic,UT00000066,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{92BE06E7-1D84-4B74-9F1C-CB5A26D69BD7},6635.00746902108
777,NLCS000851,Historic,UT00000067,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{6CF757BF-EF2F-44BE-99AA-B20CB96B2C63},726.653590342703
778,NLCS000851,Historic,UT00000068,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D204D8F4-3D70-48F9-8CAC-42D0131D3B14},2646.1540282371
779,NLCS000851,Historic,UT00000069,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{4D088D64-9037-494F-8C99-58A731BD39A5},46872.8075510008
780,NLCS000851,Historic,UT00000070,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D4D73CA3-9CAF-4E67-BD82-1BB5B9E29D6D},12258.9164820113
781,NLCS000851,Historic,UT00000071,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{76CB45A4-16A2-4C85-8891-495E773EB799},10336.2523722096
782,NLCS000851,Historic,UT00000072,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{06E84724-B368-4DD4-9FDE-E964BC5B58E5},12487.8600621724
783,NLCS000851,Historic,UT00000073,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{2F577105-10A1-42B1-87DE-B03954E08844},6612.72037586635
784,NLCS000851,Historic,UT00000074,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{CD85D1A9-F7B8-47E6-835B-138DC67777F0},381.66017387477
785,NLCS000851,Historic,UT00000075,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{FD0C42BD-3C4B-4209-A534-56006B605995},462.714507002681
786,NLCS000851,Historic,UT00000076,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{954F90BC-099A-4E45-B808-1B4034CE7DAC},3396.97123059905
787,NLCS000851,Historic,UT00000077,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{BBD84023-9D96-4FE8-BF0D-05A1F9DD8D0F},3595.46596920589
788,NLCS000851,Historic,UT00000078,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{A7F9A5C4-32BF-4552-A624-EF7F6C182260},7157.88688323122
789,NLCS000851,Historic,UT00000079,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F27BC77D-1B9D-4DB3-A2F2-5123605AFE74},789.599785558847
790,NLCS000851,Historic,UT00000080,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{8E950137-E126-4E96-91DA-25A49F24854C},409.783051564786
791,NLCS000851,Historic,UT00000081,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{6FB9758A-929D-4E99-846A-ADAC52BEE293},5805.27053746313
792,NLCS000851,Historic,UT00000082,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{11994025-69B9-46AA-B68A-033ECFCDF215},3595.01774261674
793,NLCS000851,Historic,UT00000083,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E4FF274C-C9CB-48FE-8B08-E41047FAEC7F},9639.93212998762
794,NLCS000851,Historic,UT00000084,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{4433FDCE-4745-4FAF-A356-747558A5E6E5},7033.90873562469
795,NLCS000851,Historic,UT00000085,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{3CB06A40-1D7F-4AE2-A1F3-CF14A88EAB88},3469.78636584384
796,NLCS000851,Historic,UT00000086,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{36200FD9-7584-4646-9993-3D585DCF8D88},21033.5719020952
797,NLCS000851,Historic,UT00000087,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{CA1D61E4-21A5-4A07-98E5-425F100B15B6},1544.63783003618
798,NLCS000851,Historic,UT00000088,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{A5E6D10C-901F-437E-86AA-748024A889C9},417.676342342405
799,NLCS000851,Historic,UT00000089,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E69D94F5-A71C-4BA2-8A77-1A70FA6692D3},1079.53621109466
800,NLCS000851,Historic,UT00000090,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{B11ECAE8-35CC-4D48-9078-87F8EC3623BA},1415.4539074808
801,NLCS000851,Historic,UT00000091,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{9518B4B3-92CC-4D74-B6F2-E7C987CC9091},15188.2926413376
802,NLCS000851,Historic,UT00000092,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{74669378-D356-475A-9726-F589EEC1B388},38301.5154311606
803,NLCS000851,Historic,UT00000093,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{C23B1679-41A7-4A21-9DAB-A2FEAD012B21},1040.11346849989
804,NLCS000851,Historic,UT00000094,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{FFA1EBF1-DCFD-487D-9542-DA23A5949A77},938.637104533385
805,NLCS000851,Historic,UT00000095,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{B9A0D73C-ABE4-4312-9572-28D7C55C411F},21799.2427514187
806,NLCS000851,Historic,UT00000096,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{62F33775-E8A4-4995-B58C-92F3F249A908},1522.67807421922
807,NLCS000851,Historic,UT00000097,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{061E0581-004B-4C54-B2C2-19F546FE10E5},1493.38142788413
808,NLCS000851,Historic,UT00000098,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{BB024A82-856B-4049-96C6-64B287A5F178},2794.75157680472
809,NLCS000851,Historic,UT00000099,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F1CF0DB5-3304-49E4-97B0-62C75A48A4F8},9041.20715613994
810,NLCS000851,Historic,UT00000100,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D60896F8-AF4D-41AB-B08A-4F9E6B91E5C2},9201.38542610992
811,NLCS000851,Historic,UT00000101,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E4C29FDB-95D6-44F4-85DC-CABE20CFA4B8},18728.5176988765
812,NLCS000851,Historic,UT00000102,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D5A0BEDF-37E4-4936-813E-0C5097B38796},2514.18625656752
813,NLCS000851,Historic,UT00000103,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{A734B046-C5D2-43CF-B552-41C389EB938F},698.288690454671
814,NLCS000851,Historic,UT00000104,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{4731FC61-2798-4472-A2E7-D1C5BF56F6D8},124.256655946352
815,NLCS000851,Historic,UT00000105,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{1EBC8885-72FF-4491-9435-FB1E8EB5DEDE},1260.73850625203
816,NLCS000851,Historic,UT00000106,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{C9F458F9-2D56-471E-9F0F-0B9E362ED8DE},107.658290947795
817,NLCS000851,Historic,UT00000107,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{B98B8F08-E393-47B3-8A44-CBB12E58AE5A},3852.08497081763
818,NLCS000851,Historic,UT00000108,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{BEFD8031-83B7-4972-85BB-FB731D2E0636},1878.0354713895
819,NLCS000851,Historic,UT00000109,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{224BD3A8-E95E-4020-8E99-F171F89ACD74},4169.18198757525
820,NLCS000851,Historic,UT00000110,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{522D2033-EE19-42B7-887C-479DF0910102},5186.11632341015
821,NLCS000851,Historic,UT00000111,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{06864622-4C6F-43EF-A025-EC7EF47FEF9E},85.1763825704051
822,NLCS000851,Historic,UT00000112,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{0A6AFA19-E5D0-4C53-8E9E-F4CF4EB18B45},4134.30471709846
823,NLCS000851,Historic,UT00000113,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{262B6BA0-6BBA-41B4-8695-84CE0F7DD904},484.296350845009
824,NLCS000851,Historic,UT00000114,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{5B255895-128C-4AF4-94F0-0ADF6DFE9EE5},444.571461703585
825,NLCS000851,Historic,UT00000115,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{1DCCB90A-61F2-4154-B544-325F3262EDEB},4699.83773480195
826,NLCS000851,Historic,UT00000116,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D21DBF10-28C3-4B22-B2C5-E73AB05FBF8C},1112.75425920359
827,NLCS000851,Historic,UT00000117,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{6D32D019-1265-44F6-A31B-053FDD1F6FCD},2148.73091923594
828,NLCS000851,Historic,UT00000118,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{657925C1-4B8A-47CA-B5EC-52B165F4FFD3},274.207512879525
829,NLCS000851,Historic,UT00000119,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{AA15CCE4-F899-4767-875E-8410F935E6BD},1862.15327773595
830,NLCS000851,Historic,UT00000120,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{71ED2D5D-8EFC-4CDE-9A6A-5C93F47EB1ED},9008.44343862314
831,NLCS000851,Historic,UT00000121,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{58D85C92-EBA8-44B3-BA44-105F9BE87C6D},2220.11558453504
832,NLCS000851,Historic,UT00000122,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{9256D138-729A-4742-9A83-27BBC62A77EC},5012.71585328742
833,NLCS000851,Historic,UT00000123,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E4DC9FE1-6753-402C-B546-26AAC0485300},22065.9336625103
834,NLCS000851,Historic,UT00000124,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{D00A70F8-F719-4AAD-9760-00A208880269},1125.59543847161
835,NLCS000851,Historic,UT00000125,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{80109CB8-DED2-407A-AF8A-50C38A170558},1046.27881441193
836,NLCS000851,Historic,UT00000126,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{1CAE2BB1-2C0D-4119-9EE0-CF53A267B624},4951.41026556039
837,NLCS000851,Historic,UT00000127,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{DB059521-05F9-4741-9ED7-BCE6C1167EE7},123.147777030891
838,NLCS000851,Historic,UT00000128,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{08E03CF3-1807-4485-8FD4-ADE7422F71C4},4306.3894884434
839,NLCS000851,Historic,UT00000129,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{175E0477-E7B1-4B6E-AD40-C11662BB0C6E},19728.1618163297
840,NLCS000851,Historic,UT00000130,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F4BC8186-9C54-474C-929C-A536EFC0EC10},9457.99989324372
841,NLCS000851,Historic,UT00000131,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{9C4487D5-1635-47D6-A256-213CCCC45569},8316.07510913254
842,NLCS000851,Historic,UT00000132,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E8AD9DBE-1ECB-4AC8-8A5E-97FB1A9A4EBE},2532.45484364633
843,NLCS000851,Historic,UT00000133,California Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{F81A2E37-CD80-4B15-BC30-2EB6C8560994},6926.40225941737
851,NLCS000852,Historic,UT00000141,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{BD7001E7-29CB-4022-810F-ED71CACE08A3},12948.5708987379
852,NLCS000852,Historic,UT00000142,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{FDDDE32D-D929-4D32-BC42-6ADF1CD2E531},4134.30471709846
853,NLCS000852,Historic,UT00000143,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{136B14EA-96A2-4724-B20C-BBBF1A5B21FC},484.296350845009
1018,NLCS000852,Historic,UT00000308,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{866AE049-B289-475E-9BD9-91F0FC911C68},444.571461703585
1097,NLCS000852,Historic,UT00000387,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{5C76C40E-2F92-4525-ABDD-FA1FE7C7AF58},4699.83773480195
1098,NLCS000852,Historic,UT00000388,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{E86E208B-B03D-4B1E-B540-0B481749A4E1},1112.75425920359
1099,NLCS000852,Historic,UT00000389,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{1F2354EF-AEC4-4633-90F8-2C7F1CD4F9A9},787.024716711727
1100,NLCS000852,Historic,UT00000390,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{98DE492B-BCDD-4066-A210-0AFEB0C6AEC1},2148.73091923594
1101,NLCS000852,Historic,UT00000391,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{5E5C9893-D2E5-4CDB-B625-EE97AF841C79},274.207512879525
1102,NLCS000852,Historic,UT00000392,Mormon Pioneer Trail,Unknown,UNK,NPS,UT,NHT V,UNK,,UNK,,-1,{FCEF13E3-0851-44B2-92CF-9ADC70DB5971},1862.15327773595
