22.tra_zero_zero_zero_three,2,22
30.tra_zero_zero_zero_three,27,30
29.tra_zero_zero_zero_three,3,29
28.tra_zero_zero_zero_three,3,28
510.type,Interxstate,Interstate
25.tra_zero_zero_zero_three,2,25
941.interstate,01,10
17.tra_zero_zero_zero_three,13,17
20.tra_zero_zero_zero_three,3,20
21.tra_zero_zero_zero_three,4,21
19.tra_zero_zero_zero_three,1,19
31.tra_zero_zero_zero_three,2,31
35.tra_zero_zero_zero_three,4,35
33.tra_zero_zero_zero_three,3,33
34.tra_zero_zero_zero_three,2,34
36.tra_zero_zero_zero_three,4,36
932.interstate,1z0,10
44.tra_zero_zero_zero_three,23,44
37.tra_zero_zero_zero_three,3,37
38.tra_zero_zero_zero_three,3,38
940.type,Interstatie,Interstate
942.interstate,01,10
9.tra_zero_zero_zero_three,4,9
24.tra_zero_zero_zero_three,13,24
12.tra_zero_zero_zero_three,2,12
14.tra_zero_zero_zero_three,4,14
41.tra_zero_zero_zero_three,39,41
10.tra_zero_zero_zero_three,1,10
32.tra_zero_zero_zero_three,11,32
18.tra_zero_zero_zero_three,4,18
45.tra_zero_zero_zero_three,4,45
930.type,Interwstate,Interstate
40.tra_zero_zero_zero_three,2,40
46.tra_zero_zero_zero_three,2,46
26.tra_zero_zero_zero_three,11,26
16.tra_zero_zero_zero_three,23,16
6.tra_zero_zero_zero_three,5,6
15.tra_zero_zero_zero_three,11,15
7.tra_zero_zero_zero_three,4,7
8.tra_zero_zero_zero_three,4,8
43.tra_zero_zero_zero_three,3,43
