OBJECTID,UNIQUE_ID,SYS_CD,SYS_TRTMNT_ID,TRTMNT_NM,TRTMNT_TYPE_CD,TRTMNT_SUBTYPE,TRTMNT_START_DT,TRTMNT_COMMENTS,BLM_ACRES,GIS_ACRES,ADMIN_ST,TRTMNT_END_DT,Prj_No,Year,FO_Name,Application,Appl_Type,Purpose,Chem_Name,Seed_Mix,Seed_Type,Comments_2,Report_Acres,GlobalID,CREATE_DATE,MODIFY_DATE,SHAPE_Length,SHAPE_Area
21250,NFPORS3319506,NFPORS,3319506,Brushy Ridge Prescreibed Burn,3,NONE,2010/10/01 00:00:00+00,Under Burn,90.72898093,90.72898093,ID,2010/10/05 00:00:00+00,,2010,IDC02000,RxFire,,,,,,,,{4D1264B0-2440-4455-AF41-47F44F499541},,,3415.81570215972,367167.159155372
21251,NFPORS3295701,NFPORS,3295701,Eastside Unit 20 Biomass Removal,4,REMOVE,2010/10/01 00:00:00+00,Biomass Removal,24.84962208,24.84980572,ID,2011/07/01 00:00:00+00,,2011,IDC02000,Mechanical,,,,,,,,{BE5E8FA7-4D2C-442A-B500-EFFDA76A42D7},,,2107.82937359788,100563.595885578
21252,NFPORS3295701,NFPORS,3295701,Eastside Unit 24 Biomass Removal,4,REMOVE,2010/10/01 00:00:00+00,Biomass Removal,37.21294759,37.21294759,ID,2011/07/01 00:00:00+00,,2011,IDC02000,Mechanical,,,,,,,,{ECAAC2BB-0FC2-490B-9EC0-762984713672},,,2477.30360628688,150595.45596975
21253,NFPORS3295701,NFPORS,3295701,Eastside Unit 33 Biomass Removal,4,REMOVE,2010/10/01 00:00:00+00,Biomass Removal,33.26175459,33.26175459,ID,2011/07/01 00:00:00+00,,2011,IDC02000,Mechanical,,,,,,,,{68333270-9AFB-4DDE-BAE7-AD09AAFB8D3F},,,2619.40893440861,134605.545172953
21254,NFPORS3295701,NFPORS,3295701,Eastside Unit 19 Biomass Removal,4,REMOVE,2010/10/01 00:00:00+00,Biomass Removal,25.74864582,25.74864582,ID,2011/07/01 00:00:00+00,,2011,IDC02000,Mechanical,,,,,,,,{0F04015E-4260-4B41-B68F-84BBEFF0EF74},,,1821.34686512997,104201.072711745
21255,NFPORS3295701,NFPORS,3295701,Eastside Unit 29 Machine Pile,4,REMOVE,2010/10/01 00:00:00+00,Machine Pile,8.23106327,8.32320381,ID,2011/07/01 00:00:00+00,,2011,IDC02000,Mechanical,,,,,,,,{4A13D6B6-41C4-44C8-9535-690D4570CAF9},,,799.978852549625,33682.8108072095
21256,NFPORS3295701,NFPORS,3295701,Eastside Unit 30 Machine Pile,4,REMOVE,2010/10/01 00:00:00+00,Machine Pile,20.32714476,20.71799274,ID,2011/07/01 00:00:00+00,,2011,IDC02000,Mechanical,,,,,,,,{A25AD6FA-F54A-4F0A-BDAF-E6A4F9E8177E},,,1347.82644687612,83842.7419951811
21257,NFPORS3295701,NFPORS,3295701,Eastside Unit 33 Machine Pile,4,REMOVE,2010/10/01 00:00:00+00,Machine Pile,33.26175459,33.26175459,ID,2011/07/01 00:00:00+00,,2011,IDC02000,Mechanical,,,,,,,,{410ADEE0-D9F4-4EFC-BB86-1466E0E22C04},,,2619.40893440861,134605.545172953
21258,NFPORS3284541,NFPORS,3284541,Eastside Unit 29 Pile Burn,3,NONE,2010/10/01 00:00:00+00,Machine Pile Burn,8.23106327,8.32320381,ID,2011/07/01 00:00:00+00,,2011,IDC02000,RxFire,,,,,,,,{E54617CA-3A10-44E3-BEAA-EB675856AA09},,,799.978852549625,33682.8108072095
21259,NFPORS3284541,NFPORS,3284541,Eastside Unit 30 Pile Burn,3,NONE,2010/10/01 00:00:00+00,Machine Pile Burn,20.32714476,20.71799274,ID,2011/07/01 00:00:00+00,,2011,IDC02000,RxFire,,,,,,,,{740052F4-BFF1-4DA4-93DB-024EEC9DC79B},,,1347.82644687612,83842.7419951811
21260,NFPORS3284541,NFPORS,3284541,Eastside Unit 33 Pile Burn,3,NONE,2010/10/01 00:00:00+00,Machine Pile Burn,33.26175459,33.26175459,ID,2011/07/01 00:00:00+00,,2011,IDC02000,RxFire,,,,,,,,{AA9230ED-6C97-44B6-89FD-989207FF0383},,,2619.40893440861,134605.545172953
21261,NFPORS3284541,NFPORS,3284541,Eastside Unit 39 Pile Burn,3,NONE,2010/10/01 00:00:00+00,Machine Pile Burn,33.48352051,33.59523018,ID,2011/07/01 00:00:00+00,,2011,IDC02000,RxFire,,,,,,,,{2E89596E-B40D-45D4-A067-5035044BE71C},,,2148.6911007298,135955.073025881
