zip(long),eiaid(long),utilityname,statevalue,servicetype,ownership,commrate(double precision),indrate(double precision),resrate(double precision)
38858,55,City of Aberdeen - M(S),MS,Bundled,Municipal,0.1081226340141141,0.0513824827551941,0.1101963447066146
39730,55,City of Aberdeen - (MS),MS,Bundled,Municipal,0.1081226340141141,0.0513824827551941,0.1101963447066146
70510,59,City of Abbeville - (LA),LA,Bundled,Municipla,0.1101808066759388,0.0861841480778358,0.1043057182315612
21824,84,A &N Electric Coop,MtD,Bundled,Cooperative,0.1297397769516728,0.0,0.1237426370638876
21851,84,A & N Elpectric Coop,MD,Bunded,Cooperative,0.1297397769516728,0.0,0.1237426370638876
21866,84,A & N Electric Coop,MD,Bundled,Coogperative,0.1297397769516728,0.0,0.1237426370638876
21864,84,A & N Electric Coop,DM,Bundled,Cooperative,0.1297397769516728,0.0,0.1237426370638876
21863,84,A &N Electric Coop,DM,Bundled,Cooperative,0.1297397769516728,0.0,0.1237426370638876
23345,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23347,84,A & N Eectric Coop,VA,Bunded,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23313,84,A & N Electric Coop,VA,Bunlded,Cooperatie,0.1127385971755295,0.091351717412504,0.1202763882862452
23310,84,A & N Electric Coop,dVA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23316,84,A & N Electric Coop,AV,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23443,84,A & N Electric Coop,VA,Bndled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23395,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23404,84,A & N ElectricCoop,VA,Bundled,Coroperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23405,84,A & N Electric Coop,A,Bundjled,Cooerative,0.1127385971755295,0.091351717412504,0.1202763882862452
23401,84,A & N Electric Coop,VA,Bundled,Cooperatiyve,0.1127385971755295,0.091351717412504,0.1202763882862452
23408,84,A & N Electric Coop,AV,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23409,84,A & N Electri cCoop,VA,Bundled,ooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23488,84,A y& N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23486,84,A & N Electrc Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23482,84,& N Electric Coop,VA,Bundlde,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23480,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23483,84,A & N Electri Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23407,84,A & N Electric Coop,AV,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23336,84,A & N Electrci Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23337,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23429,84,A & N ElectricC oop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23426,84,A & N Electric Coop,A,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23427,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23420,84,A & N Electric Coop,VA,Bunlded,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23421,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23422,84,A &r N Electric Coop,AV,Bndled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23423,84,A & N Electric Coop,VrA,Bqundled,Cooperativte,0.1127385971755295,0.091351717412504,0.1202763882862452
23308,84,A & N Electric Coop,AV,undled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23301,84,A & N Electrci Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23303,84,A & N Electric Coop,ViA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23302,84,A& N Electric Coop,sVA,Bundled,ooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23307,84,A & N Electric Coop,VA,Bundled,Cooperatiev,0.1127385971755295,0.091351717412504,0.1202763882862452
23306,84,A & N Electric Coop,VA,undled,Coopherative,0.1127385971755295,0.091351717412504,0.1202763882862452
23389,84,A & N Eflectric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23357,84,A & N Electric Coop,VA,Budled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23354,84,cA & N Electric Coop,AV,Bundled,Cooperatve,0.1127385971755295,0.091351717412504,0.1202763882862452
23350,84,A & N Electric Coop,AV,Bunded,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23415,84,A & N Electric Coop,VA,Bundeld,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23414,84,A & N Electric Coop,VA,Bundeld,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23417,84,A & N Electric Coop,VA,Bundled,Coopmerative,0.1127385971755295,0.091351717412504,0.1202763882862452
23416,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23410,84,A & N Electric Coop,VA,Bunlded,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23413,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23412,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23419,84,A & N Electric Coop,A,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23418,84,A & N Elecric Coop,AV,Bunlded,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23356,84,A & N Electric Coop,VA,Bundled,ooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23358,84,A & N Electric Coop,A,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23359,84,A & N Electric Coop,AV,Bundled,Cooperatvie,0.1127385971755295,0.091351717412504,0.1202763882862452
23442,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23440,84,A & N Electric Coop,VA,Budled,Cooperatie,0.1127385971755295,0.091351717412504,0.1202763882862452
23441,84,A & NE lectric Coop,AV,Budnled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23398,84,A & N Electric Coop,AV,Bundlned,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23399,84,A & N Electric Coop,VA,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23396,84,A & N Electric Coop,A,Bundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
23341,84,A & N Eelectric Coop,VA,Beundled,Cooperative,0.1127385971755295,0.091351717412504,0.1202763882862452
62360,97,Adams Electric Coop,IL,Budled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62376,97,Adams Electric oop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62375,97,Adams Electric Coop,LI,Bunlded,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62373,97,Adams ElectricCoop,IL,Bundlde,Cooperatzive,0.1029425823598019,0.0,0.1470811151391184
61452,97,Adams Electric Coop,ItL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
61455,97,Adams Eleictric Coop,IL,Bundled,Coonperative,0.1029425823598019,0.0,0.1470811151391184
62320,97,Adams Electric Coop,IL,Btundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62379,97,Adams Electric kCoop,L,Bundled,Cooperative***,0.1029425823598019,0.0,0.1470811151391184
62359,97,Adams Electrcic Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62319,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62314,97,Adams Electric Coop,IL,Bundlde,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62316,97,Adams Electric Coop,L,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62311,97,Adams Electric Coop,IL,Bundled,Coopeative,0.1029425823598019,0.0,0.1470811151391184
62312,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62618,97,AdamsElectric Coop,IrL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62611,97,Adams Electric Coop,lIL,undled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62343,97,Adms Electric Coop,LI,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62340,97,Adams Electric Coop,L,Bundld,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62346,97,Adams Electric Cooep,IL,Bundcled,Cooperaive,0.1029425823598019,0.0,0.1470811151391184
62347,97,Adams Electric Coop,L,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62344,97,AdamsE lectric Coop,IL,Bndled,Coperative,0.1029425823598019,0.0,0.1470811151391184
62345,97,Adams Electric Cop,LI,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62349,97,Adams Electric Coop,IL,Bundled,Coopertive,0.1029425823598019,0.0,0.1470811151391184
62378,97,Adams lEectric Coop,IL,Bundlde,Cooperadtive,0.1029425823598019,0.0,0.1470811151391184
62624,97,Adams Electric Cop,IL,Bundled,Cooperatve,0.1029425823598019,0.0,0.1470811151391184
62339,97,Adams Electric Cfoop,IL,Bundeld,Copoerative,0.1029425823598019,0.0,0.1470811151391184
62338,97,Adams Electric Coop,IyL,Budndled,uCooperative,0.1029425823598019,0.0,0.1470811151391184
62365,97,Adams Electric Coop,pIL,Buvndled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62367,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62681,97,Adams Electric Coop,LI,Bundleid,Coopeative,0.1029425823598019,0.0,0.1470811151391184
61440,97,Adams Electric Coop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62351,97,Adams Elcetric Coop,IvL,Bundled,ooperative,0.1029425823598019,0.0,0.1470811151391184
62353,97,Adams Electric Coop,LI,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
62305,97,Adams Elerctric Coop,mIL,Bunled,Cooprative,0.1029425823598019,0.0,0.1470811151391184
62324,97,Adams Electric Coop,IL,Bundled,Cooprative,0.1029425823598019,0.0,0.1470811151391184
62325,97,Adams Electric Coop,IL,Bundled,Coopertive,0.1029425823598019,0.0,0.1470811151391184
62665,97,Adams Electric Cop,IL,Bundled,Cooperative,0.1029425823598019,0.0,0.1470811151391184
53952,108,Adams-Columbia Electric Coop,WI,Bundlewd,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53955,108,Adams-Columbia Electric Coop,WmI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53954,108,Adams-Columbia Eletric Coop,qWI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53959,108,Adams-Columbia Electric Coop,WI,Bundled,oCoperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54646,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53956,108,Adams-Columbia ElectricCoop,IW,Bundlde,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53590,108,Adams-Coluwmbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53594,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53901,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54923,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54921,108,Adams-Colmbia Electric Coop,IW,Bundled,Coozperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53930,108,Adams-Columbia Electric Coop,WjI,lBundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53933,108,Adams-Columbia Electric Coop,WuI,Budnled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53932,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53934,108,Adams-Columbiai Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53936,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperaive,0.1222956688418767,0.0855700934579439,0.1571886847477398
54970,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54976,108,Adams-Columbia Electric Coop,WI,Bunled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53964,108,Adams-olumbia Electric Coop,I,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53965,108,Admas-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53960,108,Adams-Columbia Electric Coop,WI,Bundleid,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54941,108,Aadms-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54943,108,Adams-Columbia Electric Coop,WI,Bundled,Coopreative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54494,108,Adams-Columbia Electeric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53916,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53910,108,Adams-Columbia Electric Coop,WI,Bunded,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53913,108,Adams-Columbia Electric Coop,WI,Bundlde,Cooperative***,0.1222956688418767,0.0855700934579439,0.1571886847477398
53559,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53948,108,Adams-Columbia Electric Coop,WI,Bundlged,Cooperatie,0.1222956688418767,0.0855700934579439,0.1571886847477398
53949,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53944,108,Adams-Columbia Electric Coodp,WI,Bundeld,Cooperrative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53946,108,Adams-Columbia Electric Coop,WI,Bundled,Coperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54968,108,Adams-Columia Electric Coop,IW,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54966,108,Adams-Columbia Electrci Coop,I,Bunlded,Cooperaive,0.1222956688418767,0.0855700934579439,0.1571886847477398
54965,108,Adams-Columbia Electric Coop,zWI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54960,108,Adams-Columbia Electric Coop,IW,Bunled,Coperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54930,108,Adams-Columbia Electrisc Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54984,108,Adams-Columbia Electric Coop,IW,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54981,108,Adams-Columbia Electric Coop,cWI,Bundled,Cooperaive,0.1222956688418767,0.0855700934579439,0.1571886847477398
54982,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53923,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperzative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53920,108,Adams-Columbia Electric Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
53926,108,Adams-Columbia Electric Coop,WI,kBundled,Cooperatiev,0.1222956688418767,0.0855700934579439,0.1571886847477398
53925,108,Adams-Columbia Electric Coop,IW,Bundled,Coopemrative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54909,108,Adams-Columbia Electric Coop,WI,Budnled,oCoperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54613,108,Adams-Coumbia Electric Coop,WI,undled,Cooperlative,0.1222956688418767,0.0855700934579439,0.1571886847477398
54457,108,Adams-Columbia Electrc Coop,WI,Bundled,Cooperative,0.1222956688418767,0.0855700934579439,0.1571886847477398
45167,118,"Adams Rural Electric Coop, nc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45101,118,"Adams Rural Electric Coo, Inc",OH,Bundled,Cooperatve,0.1131513378832195,0.0,0.1391286133221617
45663,118,"Adams Rural Electric Coop, Inc",H,Bndled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45660,118,"Adams Rural Electric Coop, Inc",OH,Bnudled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45661,118,"Adams Rural Electric Coop, Inc",OH,Bundeled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45616,118,"Adams Rural Elecrtic Coop, Inc",OH,Bunlded,Coopoerative,0.1131513378832195,0.0,0.1391286133221617
45697,118,"Adams Rural Eletcric Coop, Inc",H,Bundled,Coopeartive,0.1131513378832195,0.0,0.1391286133221617
45693,118,"Adams Rural Electric Coop, Inc",H,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45646,118,"Adams Rural Electric Coop, Inc",H,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45168,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45133,118,"Adams Rural Electric Coop, pInc",HO,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45671,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45679,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45657,118,"Admas Rural Electric Coop, Inc",H,Bunded,Cooperative***,0.1131513378832195,0.0,0.1391286133221617
45144,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45115,118,"Adams Rural Electric Coop, Inc",HO,Bundled,Cooperatiev,0.1131513378832195,0.0,0.1391286133221617
45652,118,"Adams Rural Electric Coop, Inc",OqH,Budnled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45650,118,"Adams Rural Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
45684,118,"Adams Rrual Electric Coop, Inc",OH,Bundled,Cooperative,0.1131513378832195,0.0,0.1391286133221617
14065,122,Village of Arcade - (NY),NY,Bundled,Municipal,0.0460016384145188,0.0431834968872005,0.054202432987519
