,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
0,0021900838,1610612739,CLE,Cleveland,1626224,Cedi Osman,F,,37:48,6.0,15.0,0.4,4.0,11.0,0.364,3.0,6.0,0.5,2.0,5.0,7.0,7.0,0.0,0.0,0.0,2.0,19.0,-22.0
1,0021900838,1610612739,CLE,Cleveland,1626204,Larry Nance Jr.,F,,28:10,5.0,10.0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,1.0,2.0,0.0,3.0,3.0,10.0,-8.0
2,0021900838,1610612739,CLE,Cleveland,203083,Andre Drummond,C,,24:41,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,1.0,0.0,4.0,3.0,6.0,-25.0
3,0021900838,1610612739,CLE,Cleveland,1629012,Collin Sexton,G,,33:24,5.0,15.0,0.333,3.0,7.0,0.429,4.0,5.0,0.8,0.0,2.0,2.0,9.0,1.0,0.0,4.0,3.0,17.0,-15.0
4,0021900838,1610612739,CLE,Cleveland,1629636,Darius Garland,G,,33:16,6.0,11.0,0.545,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,1.0,14.0,-14.0
5,0021900838,1610612739,CLE,Cleveland,202684,Tristan Thompson,,,25:59,7.0,10.0,0.7,1.0,1.0,1.0,1.0,2.0,0.5,4.0,3.0,7.0,1.0,0.0,0.0,3.0,2.0,16.0,-27.0
6,0021900838,1610612739,CLE,Cleveland,1629645,Kevin Porter Jr.,,,14:13,0.0,5.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,-8.0
7,0021900838,1610612739,CLE,Cleveland,203957,Dante Exum,,,25:19,3.0,6.0,0.5,3.0,5.0,0.6,5.0,6.0,0.833,2.0,6.0,8.0,1.0,0.0,1.0,2.0,1.0,14.0,2.0
8,0021900838,1610612739,CLE,Cleveland,203521,Matthew Dellavedova,,,8:35,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,11.0
9,0021900838,1610612739,CLE,Cleveland,1627790,Ante Zizic,,,8:35,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,11.0
10,0021900838,1610612739,CLE,Cleveland,201567,Kevin Love,,DND - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
11,0021900838,1610612748,MIA,Miami,1627884,Derrick Jones Jr.,F,,27:00,5.0,7.0,0.714,1.0,3.0,0.333,2.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,13.0,20.0
12,0021900838,1610612748,MIA,Miami,203482,Kelly Olynyk,F,,26:15,5.0,7.0,0.714,4.0,6.0,0.667,3.0,4.0,0.75,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,17.0,19.0
13,0021900838,1610612748,MIA,Miami,1628389,Bam Adebayo,C,,25:34,7.0,9.0,0.778,0.0,0.0,0.0,1.0,3.0,0.333,1.0,2.0,3.0,9.0,1.0,1.0,5.0,3.0,15.0,20.0
14,0021900838,1610612748,MIA,Miami,1629130,Duncan Robinson,G,,32:15,7.0,12.0,0.583,5.0,10.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,19.0,14.0
15,0021900838,1610612748,MIA,Miami,1629134,Kendrick Nunn,G,,34:44,7.0,12.0,0.583,4.0,7.0,0.571,6.0,6.0,1.0,0.0,2.0,2.0,8.0,2.0,1.0,1.0,0.0,24.0,21.0
