263.stublabel,Not Hispanic or Latino: Asian onyl,Not Hispanic or Latino: Asian only
222.yearvalue,2001-2004,1988-1994
702.unit,"Percenlt of population, crude","Percent of population, crude"
51.stubname,Sex and race and Hispanic origin,Race and Hispanic origin
108.age,-19 years,2-19 years
554.indicatorvalue,Obesity amog children and adolescents aged 2-19 years,Obesity among children and adolescents aged 2-19 years
132.age,2-19 yeas,2-19 years
501.agenum,65.2,0.2
267.flagvalue,y-,-
254.panel,2-5 nyears,2-5 years
275.agenum,22.1,0.1
820.panelnum,36,4
58.indicatorvalue,Obesityn among children and adolescents aged 2-19 years,Obesity among children and adolescents aged 2-19 years
629.stubname,Percent of pmoverty level,Percent of poverty level
451.stubnamenum,81,3
641.panelnum,58,4
743.stubname,Sex and race adn Hispanic origin,Sex and race and Hispanic origin
753.panelnum,80,4
316.yearvalue,2007-2001,2007-2010
829.age,12-1 9years,12-19 years
247.age,-5 years,2-5 years
194.stubnamenum,80,5
319.agenum,48.1,0.1
529.stubname,Sex and raace and Hispanic origin,Sex and race and Hispanic origin
723.yearvalue,2001-2040,2001-2004
417.unit,"Percet of population, crude","Percent of population, crude"
453.panel,6-11 yeasr,6-11 years
582.agenum,2.2,0.2
400.stubnamenum,43,5
504.yearvalue,2003-0206,2003-2006
350.panelnum,63,2
54.flagvalue,u-,-
419.age,2-5 yaers,2-5 years
744.yearvalue,2003-2006***,2003-2006
566.agenum,79.2,0.2
801.stubnamenum,94,5
439.agenum,64.2,0.2
618.panelnum,40,3
173.age,-19 years,2-19 years
633.indicatorvalue,Ocbesity among children and adolescents aged 2-19 years,Obesity among children and adolescents aged 2-19 years
148.stublabel,Male,Female: Not Hispanic or Latino: Asian only
645.stublabelnum,70.2,1.2
497.stubname,Race and dHispanic origin,Race and Hispanic origin
637.stubnamenum,48,1
74.yearnum,8.0,4
155.panel,2-9 years,2-19 years
35.panelnum,22,1
623.stubnamenum,47,5
70.unit,"Perecnt of population, crude","Percent of population, crude"
594.indicatorvalue,Obesity among children and adolescents agde 2-19 years,Obesity among children and adolescents aged 2-19 years
674.stubnamenum,95,3
837.indicatorvalue,Obesity among children and adolescents agd 2-19 years,Obesity among children and adolescents aged 2-19 years
738.unit,"Percent of poulation, crude","Percent of population, crude"
645.yearvalue,200-52008,2005-2008
457.unit,"Percengt of population, crude","Percent of population, crude"
45.yearnum,6.0,5
226.yearvalue,2015-2018,2005-2008
778.stubname,Sex and race andw Hispanic origin,Sex and race and Hispanic origin
506.panelnum,29,3
272.panel,-5 years,2-5 years
146.panel,2-k19 years,2-19 years
135.stublabel,2-19 years,Female: Not Hispanic or Latino: White only
235.yearvalue,1999-2002,2005-2008
771.yearnum,51,1
260.stublabelnum,93.12,3.12
141.stublabel,Female,Female: Not Hispanic or Latino: White only
595.stubnamenum,99,5
780.stublabel,Female: Not Hispanic or Latino: Asia only,Female: Not Hispanic or Latino: Asian only
731.stublabel,Male: Not Hispanic or Latino: Asian olny,Male: Not Hispanic or Latino: Asian only
435.stublabelnum,70.2,1.2
591.panelnum,31,3
465.yearvalue,205-2008,2005-2008
294.panel,2q-5 years,2-5 years
601.flagvalue,s-,-
645.flagvalue,***,-
273.stubnamenum,84,3
730.indicatorvalue,Obesity among children and adolesecnts aged 2-19 years,Obesity among children and adolescents aged 2-19 years
428.stubnamenum,84,1
148.stubnamenum,1.0,4
111.yearnum,8.0,10
717.stublabelnum,99.1,1.1
461.yearnum,32,1
397.panel,2-5 yearas,2-5 years
117.panelnum,39,1
802.yearnum,40,2
114.age,-219 years,2-19 years
386.agenum,58.1,0.1
364.age,2-5 yers,2-5 years
83.yearnum,103,3
212.agenum,0.0,0.1
74.age,2-5 years,2-19 years
352.stubname,ex and race and Hispanic origin,Sex and race and Hispanic origin
735.flagvalue,***,-
529.flagvalue,,*
537.stublabel,Malne: Hispanic or Latino: All races,Male: Hispanic or Latino: All races
465.stubnamenum,71,3
152.age,2-19 yeasr,2-19 years
275.indicatorvalue,Obesity among children and adolescentsq aged 2-19 years,Obesity among children and adolescents aged 2-19 years
116.stublabel,2-19 years,Male: Hispanic or Latino: All races
466.agenum,73.2,0.2
694.panel,1219 years,12-19 years
735.age,12-19y ears,12-19 years
432.yearnum,20,2
161.indicatorvalue,Obesit among children and adolescents aged 2-19 years,Obesity among children and adolescents aged 2-19 years
311.agenum,4.1,0.1
452.panel,6-11v years,6-11 years
244.flagvalue,g-,-
425.indicatorvalue,Obesity among children and adolesecnts aged 2-19 years,Obesity among children and adolescents aged 2-19 years
55.age,2-5 years,2-19 years
221.yearnum,2.0,10
160.stublabel,2-19 years,Female: Hispanic or Latino: All races
366.stubnamenum,42,4
368.agenum,99.1,0.1
82.stubnamenum,1.0,4
825.yearvalue,2005-008,2005-2008
548.unitnum,0,1
171.stublabel,Male,Female: Hispanic or Latino: Mexican: All races
560.agenum,33.2,0.2
89.age,2-5 years,2-19 years
831.agenum,8.3,0.3
497.flagvalue,a-,-
463.panel,6-11 yeaxrs,6-11 years
68.yearvalue,2007-2010,2011-2014
367.agenum,17.1,0.1
419.yearvalue,2013-016,2013-2016
6.unitnum,0,1
177.yearvalue,2013-2016,2007-2010
572.yearnum,33,2
