1989.file_id,14435,25421
1560.start_time,276811583922268,277404795446732
1228.start_time,276811583922268,278110108029875
37359.tx_device,-2462,-26462
718.endtime,276811584122232,277039743571683
24652.tx_device,9379,-9379
39799.value,l7,7
38383.tx_device,10540,10504
27797.rx_device,p1064,1064
2179.start_time,276811583822236,277776289651899
46164.value,,7
44073.tx_device,15027,10527
20659.tx_device,s12930,12930
53291.value,***,7
2719.file_id,14435,34936
37142.rx_device,1111***,1111
1060.file_id,14435,29663
29246.value,,7
20067.value,,7
43975.tx_device,1096m8,10968
746.start_time,276811583922268,277073111677393
1065.endtime,276811584122232,276272689730084
29766.rx_device,111,1111
37206.value,u7,7
2730.file_id,14435,17189
704.file_id,14435,24235
21645.tx_device,-2311,-23111
1834.file_id,14435,20016
494.start_time,276811584222273,276880579174494
3924.value,,7
639.start_time,276811583922268,278552873619751
61573.rx_device,1v1,11
1006.start_time,276811583922268,278207752435062
48140.rx_device,1111***,1111
34778.tx_device,-1093j1,-10931
31568.value,,7
2178.start_time,276811583922268,277776289551898
1511.file_id,14435,25441
2744.file_id,14435,45400
912.endtime,276811584122232,277071900732543
4828.value,,7
2152.file_id,14435,33922
2274.endtime,276811584122232,276285905426439
48142.rx_device,111y1,1111
356.start_time,276811583922268,276780131673822
31372.tx_device,0637,10637
20676.tx_device,-9861,-9681
502.file_id,14435,22545
302.start_time,276811583922268,277384179952267
490.endtime,276811584122232,276880555374375
247.start_time,276811584222273,277872128331872
329.rx_device,11***,11
39956.rx_device,11m11,1111
1189.start_time,276811583922268,278269558418710
22198.value,,7
2844.endtime,276811583822236,277844613125364
43720.rx_device,a1111,1111
2897.endtime,276811583822236,277384829011650
2427.endtime,276811584122232,278167699541650
294.start_time,276811584222273,278424747308964
47622.tx_device,1887,10887
2630.value,t7,7
711.endtime,276811655722322,277038463472512
766.start_time,276811584222273,276733388258599
286.endtime,276811584122232,277124412982900
43646.rx_device,111i1,1111
746.endtime,276811584122232,277073113377272
17898.tx_device,-p10633,-10633
36506.tx_device,32606,23606
605.endtime,276811584122232,276479466187205
2135.start_time,276811583922268,277421279035891
37255.value,***,7
345.start_time,276811583922268,278597598060735
35982.value,***,7
292.endtime,276811655922322,277124446382878
2299.endtime,276811584122232,277930898638358
890.endtime,276811655722322,278478338564532
29.endtime,276811584122232,276885337012879
23437.tx_device,-77,-777
45497.value,,7
561.file_id,14435,20510
20554.tx_device,-7324,-17324
1346.start_time,276811583922268,277045740446001
19378.tx_device,-18383,-18833
867.endtime,276811655722322,278806291864271
34948.tx_device,-185,-1085
39957.rx_device,1l111,1111
27311.value,***,7
130.endtime,276811584122232,277128244729707
28584.rx_device,1111***,1111
41088.tx_device,-17159,-17195
217.start_time,276811583922268,278682227085517
35935.value,d7,7
31041.rx_device,1111***,1111
2902.endtime,276811583822236,277385445612026
27420.tx_device,-8k148,-8148
4426.value,,7
27653.rx_device,t1111,1111
21081.value,,7
47187.value,***,7
375.endtime,276811655922322,277154737995904
1367.endtime,276811655722322,278530089717502
7518.rx_device,111,1111
36915.tx_device,-2105b0,-21050
1849.file_id,14435,20862
1950.start_time,276811583922268,278035181545681
36261.value,,7
674.start_time,276811583922268,276282880042123
17522.tx_device,-1244***,-1244
565.start_time,276811584222273,276476353830785
35123.rx_device,104,1064
2211.endtime,276811584122232,276867246171699
1378.start_time,276811583922268,277056458168163
11296.rx_device,d1111,1111
993.start_time,276811583922268,278205776778682
2221.endtime,276811584122232,278447512871040
4516.tx_device,-22190***,-22190
125.endtime,276811584122232,278534747778704
22199.value,,7
21274.tx_device,10044,-10044
41596.value,y7,7
20237.value,,7
191.start_time,276811583922268,277065839209198
5486.rx_device,11l11,1111
2170.start_time,276811583922268,277333695609182
20133.tx_device,5085,25085
38577.tx_device,62760,26760
46990.tx_device,10767,-10767
227.file_id,14435,20491
44158.tx_device,-1094m2,-10942
35998.rx_device,1e1,11
49106.tx_device,106d09,10609
37769.value,***,7
36468.tx_device,-22688,-26288
13634.rx_device,111,1111
1757.start_time,276811583922268,278377709187333
844.endtime,276811584122232,276376968146916
43721.rx_device,n1111,1111
2196.endtime,276811584122232,277686112758683
50556.tx_device,1908,10908
1478.file_id,14435,35098
328.rx_device,11***,11
30214.tx_device,-01997,-10997
339.endtime,276811655922322,278597427460694
1009.endtime,276811584122232,278208137935401
662.file_id,14435,21982
1479.file_id,14435,35098
40633.tx_device,-1u0624,-10624
595.endtime,276811584122232,276479232987811
517.endtime,276811584122232,277560078119278
39282.value,,7
12675.rx_device,111,1111
36282.value,,7
882.endtime,276811584122232,276141149218055
41245.value,r7,7
1618.endtime,276811584122232,278796858868196
35933.tx_device,2k5085,25085
1357.file_id,14435,29905
54655.value,,7
26935.value,x7,7
129.start_time,276811584222273,276172938301028
175.start_time,276811584222273,277642911509567
1561.start_time,276811583922268,277404795546726
2328.file_id,14435,15437
1567.start_time,276811583922268,276912608325147
54752.tx_device,-p10843,-10843
35644.rx_device,064,1064
36037.value,***,7
20659.value,h7,7
18277.tx_device,81480,18480
31167.tx_device,32056,32065
36834.rx_device,111,1111
49942.rx_device,1q111,1111
48219.tx_device,-30t256,-30256
510.start_time,276811584222273,276868623436065
36469.tx_device,2069,21069
1377.endtime,276811584122232,277056458068123
37457.rx_device,f1064,1064
1766.file_id,14435,34483
1109.start_time,276811584222273,277767980132339
1216.start_time,276811583922268,278191119102610
1902.start_time,276811583922268,278279138369551
2400.endtime,276811584122232,277411017000271
45788.value,***,7
35831.tx_device,3913,-3913
48137.rx_device,111,1111
22114.tx_device,1x0953,10953
2844.file_id,14435,42248
406.endtime,276811584122232,277558669533316
37143.rx_device,1111***,1111
40767.value,,7
28058.rx_device,11r11,1111
1347.endtime,276811655722322,277045740546003
93.endtime,276811655922322,278123634523267
49765.value,w7,7
35.file_id,14435,20532
1264.endtime,276811584122232,278018318357199
2420.file_id,14435,17517
92.file_id,14435,27094
2417.file_id,14435,17206
9638.tx_device,106y82,10682
963.endtime,276811655722322,277064583779322
49464.value,r7,7
1462.endtime,276811584122232,278163398542547
927.file_id,14435,25395
248.start_time,276811584222273,276883435300819
47316.tx_device,-23491,-23419
140.endtime,276811584122232,276888792287145
37206.tx_device,35085,30585
53576.value,,7
36054.tx_device,-681,-9681
60.file_id,14435,20532
1372.start_time,276811583922268,276303403555949
19168.tx_device,3z1801,31801
754.endtime,276811584122232,277664643494147
318.endtime,276811584122232,277854925561794
2852.file_id,14435,42280
19184.tx_device,26288,-26288
712.start_time,276811584222273,277038463572529
42497.value,***,7
37939.tx_device,-22294,-22249
1323.start_time,276811583922268,276175828738742
47662.tx_device,c10720,10720
776.endtime,276811655722322,276477906776307
36159.tx_device,-1833,-18833
38577.value,***,7
26096.value,,7
1010.start_time,276811583922268,277391268418992
36425.rx_device,1,11
37208.value,t7,7
