OBJECTID,SUBJ_FIRE1890,SHAPE_Length,SHAPE_Area
1,0_49,2.41535851469466,0.0319438843507669
2,200+,14.3065188753411,0.440036840976311
3,0_49,0.763110038679322,0.00780015247095511
4,0_49,0.843156926120053,0.00848217633484613
5,0_49,0.148929227652836,0.00105134637950729
6,0_49,0.826380251121372,0.0075117410439786
7,0_49,0.107360947005783,0.000530346956377643
8,0_49,0.0929021847535089,0.000395364905428388
9,0_49,0.0509773700516703,0.000115602308439506
10,0_49,0.121191436154608,0.000788742556082303
11,0_49,0.239028426809846,0.00160234652023778
12,0_49,0.0465793910285902,0.000149997711616028
13,0_49,0.079811626018069,0.000364926537133625
14,0_49,0.10429046483017,0.000451972956804833
15,0_49,0.0849750166006899,0.000303348038837299
16,100_199,1.1225116833654,0.0180397345345675
17,0_49,0.129270224691391,0.000809839590718535
18,0_49,0.0574508251588064,0.000176364231528599
19,0_49,0.222396207968886,0.00193524532198744
20,0_49,0.0815085148879397,0.000447133724262378
21,0_49,0.206171072348378,0.00191880472346134
22,0_49,0.167035042017533,0.00103805697743996
23,0_49,0.14096122339923,0.000730518042239576
24,0_49,0.219679867003074,0.00128053710347564
25,0_49,0.0258075638718209,4.10704162949288e-05
26,0_49,0.0811069278888864,0.000232909116341374
27,0_49,0.0753929002182003,0.000167224516856886
28,0_49,0.18230104191095,0.00116565801273879
29,0_49,0.0616918361861193,0.000213486353172907
30,0_49,0.122583740384355,0.000482960059655034
31,100_199,0.584328204047179,0.0176657441413346
32,0_49,0.0982115252828007,0.000513514956060395
33,0_49,0.683592528561942,0.00555151932089815
34,0_49,0.0744917016817587,0.000254100250488102
35,0_49,0.161456732605695,0.00120135811176901
36,0_49,0.0859287338397882,0.000380689650227325
37,0_49,0.0576546500219423,0.000141719471565193
38,0_49,0.102261585716698,0.000521426466643481
39,0_49,0.0643064041659147,0.00022673600538179
40,0_49,0.21483087162418,0.0014832614980302
41,0_49,0.0837355817843567,0.00043433634814362
42,0_49,0.0593556854127539,0.000245667258978201
43,100_199,0.566153540085299,0.00999390341847284
44,0_49,0.180812524207345,0.00102732264434322
45,0_49,0.190683415519901,0.00164404868516283
46,100_199,0.191691241019907,0.00190229877697543
47,0_49,1.12457709533084,0.0105121946165286
48,0_49,0.366776235973967,0.00350903173302404
49,0_49,0.0512731917021172,0.000147428757538344
50,0_49,0.092764027124602,0.000510345085338392
51,0_49,0.0608190124094772,0.00019636659574795
52,0_49,0.796141927306003,0.00676772348719647
